3,77.779175
0,78.785805
2,79.85955
1,80.19509
7,76.83965
5,78.98713
6,78.58448
4,81.8057
11,75.36325
8,79.25557
9,80.12798
10,83.013664
12,79.12135
13,78.450264
14,79.25557
15,78.7187
16,79.524
17,79.59111
18,77.9805
19,80.46353
21,78.450264
20,79.12135
22,78.98713
23,79.65822
24,77.17519
25,80.32931
26,80.396416
27,79.32268
28,78.450264
29,78.7187
30,78.24893
31,78.383156
32,75.63169
33,77.510735
34,78.383156
35,77.64496
36,75.16193
37,74.35662
38,76.57121
39,74.42373
40,76.97387
41,79.99377
42,77.04098
43,77.17519
44,72.74601
46,75.09482
45,77.91339
47,77.30941
48,70.86696
49,71.001175
