0,144.01562
1,152.06868
2,153.07532
3,153.54507
4,148.57903
5,147.77371
6,150.59229
7,150.45807
8,147.03552
9,146.43153
11,147.7066
10,153.14243
12,148.44481
13,149.38434
14,148.78035
15,151.80025
16,150.59229
17,148.10927
18,149.183
19,148.04216
20,146.29732
21,149.11589
22,150.6594
23,149.31721
24,149.58566
25,147.57239
26,150.99495
27,149.8541
28,149.8541
29,149.31721
30,148.91457
31,148.64613
32,151.26338
33,150.18964
34,151.86736
35,151.12917
37,143.7472
36,149.51855
38,144.6196
39,140.7273
40,142.53923
41,142.06946
42,138.78113
43,142.20369
44,137.50606
45,142.13658
46,138.5127
47,140.25752
48,131.93602
49,132.94266
