0,3,16,112,168,185,429,767,1603,1185,1818,1855,3491,1861,1874,1907,1930,1937,1941,2021,2042,2101,1994,2007,2028,2069,2064,2067,2072,2087,2176,2108,2117,2120,2238,8381,8475,8401,2209,17092,16971,4463,4488,4509,10774,4553,4550,4531,10786,10791,10798,10825,10814,10817,10826,17701,10860,10863,10866,10885,10892,10930,10926,10941,10948,10961,11008,10983,11002,11023,33056,11021,22077,22104,22111,11083,33218,66283,55345,66386,187979,187998,88616,88647,155097,88654,365313,365324,365327,365327,365383,365374,1461372,365396,1782322,365412,365415,1383672,730987,1461469,1461480,1461749,5358439,1461755,1461786,1461815,11348624,7673725,14637192,6212131,6212166,6212187,6212206,6212235,6212238,6212245,6212250,6212299,6212272,6212297,43485844,43485857,6212430,6212415,6212436,6212445,6212462,49698332,6212562,6212565,6212589,224413548,6212619,6212622,6212653,6212656,12425288,62124659,62124662,62124673,62124703,62124709,62124714,62124709,62124724,62124749,62124760,1175687543,186374254,894596921,559122639,894596961,1175687638,1175687675,1175687690,1175687693,894597022,894597091,6210854230,894597049,4140569697,4140569708,4140569711,4140569744,4140569779,4140569782,4140569787,24229911718,4140569855,58811247599,4140569875,4140569892,125903634915,125903634915,145711886907,125903634946,125903634949,402125755686,251807269948,125903634978,896216661867,125903635004,898782320794,1170397842724,1296301478134,1296301478155,1674012382821,918590573096,1674012382837,1674012382906,6993145574863,5268927384288,5268927384309,11343482386018,11343482386018,16612409770353,11343482386093,11343482386096,50998215904461,34030447158308,50998215904509,50998215904536,107707293754375,50998215904543,50998215904568,50998215904577,101996431809170,101996431809185,344569617937925,344569617937936,50998215904662,395567833842663,395567833842611,50998215904727,395567833842725,344569617938026,1802204795285601,344569617938110,395567833842701,395567833842710,1802204795285852,395567833842740,395567833842767,1802204795285907,1802204795285947,1802204795285947,1802204795285958,1802204795285993,1802204795286002,13531205392709628,3604409590572039,1802204795286053,18937819778567673,18937819778567688,1802204795286090,3604409590572166,3604409590572149,45378030140312703,43575825345026743,43575825345026766,43575825345026748,181840749582892001,181840749582892018,219681331520419730,106089470468621298,219681331520419748,592960997466700448,592960997466700481,431860272457662456,592960997466700499,592960997466700512,592960997466700525
1,1,70,62,147,184,335,583,377,1721,1892,2733,2752,2779,2790,2793,2802,8369,5619,5619,2878,8449,5731,5744,5763,8567,5769,11528,19761,25626,14374,25648,19835,14433,14436,93586,93609,93616,93621,93652,93655,233315,93741,187364,233376,233409,233466,233415,881511,233423,233430,233475,514724,1536087,1536090,514765,514772,514793,514796,2050933,4101828,4101845,2051107,1536277,4101874,6152845,8203795,2051216,2051231,2051228,2051261,6153149,6153158,6153163,2051303,2051306,4102630,4102661,4102661,4102679,52006315,56109018,4102738,4102738,56109055,56109082,56109095,56109112,56109125,56109119,56109161,56109159,56109174,228539387,60212055,60212055,64314995,60212090,60212137,1367337974,1042888395,1107203504,1736712845,1042888430,3453114882,4608121239,4608121242,4608121251,4608121264,4608121279,10952955532,10952955537,6344834293,6344834296,23622313111,6344834334,34005971524,4608121399,19612310384,42741746414,9216242848,65128125918,43222214420,54175170156,54175170159,54175170164,184431422090,54175170191,54175170196,54175170216,289308336820,54175170240,346956932829,466260228918,466260228941,520435399240,520435399245,520435399245,520435399267,802264206186,3068437224980,11189105258156,6270034009429,3104199399318,13307122218570,3238442265847,3104199399399,3104199399406,3104199399419,3104199399448,3104199399443,3104199399443,6208398798922,9312598198459,15520996997360,15520996997375,15520996997370,18625196396797,6208398799016,87051826051123,37250392793868,93260224850163,87051826051174,180312050901372,93260224850226,425678046325726,553218707436160,655523044753680,891710684844924,1921162544010244,891710684844972,1921162544010276,1921162544010303,1921162544010308,1921162544010333,1921162544010342,5763487632031022,1921162544010367,3842325088020803,3842325088020846,3842325088020849,3842325088020850,3842325088020857,42127834793907520,42127834793907543,38423250880207901,45970159881928482,45970159881928509,49812484969949427,174412567981983413,174412567981983426,174412567981983465,174412567981983448,588694971616624318,588694971616624339,588694971616624346,1499181062406749473,1499181062406749490,1499181062406749527,1499181062406749532,1499181062406749535,6328534405043512690,2998362124813499081,7827715467450262296,7467087873873591690,16076433800490960923,7467087873873591705,7467087873873591708,16076433800490961022,35408940989041457438,7467087873873591741,7467087873873591746,90926944844040089349,90926944844040089354,338356588702952821845,338356588702952821862,312578080711825539171,123079812445022011503,338356588702952821929,338356588702952821948,338356588702952821959,338356588702952821982,676713177405905643962,1721794555754013330268,676713177405905643982,676713177405905644003,2950394645268812284086,4303821000080623572015,7185368441276295202578,7185368441276295202587,7185368441276295202596,7185368441276295202613,7185368441276295202620,7185368441276295202620,28741473765105180810455,14370736882552590405321,14370736882552590405321,14370736882552590405338,14370736882552590405338,57482947530210361621147,14370736882552590405409,129336631942973313647618,323341579857433284118852,323341579857433284118861,100595158177868132837163,100595158177868132837168,438307474917854007361515,916845613042170114308272,916845613042170114308272,2408520701386443844828102,6484046881148988176670604,2408520701386443844828132
2,1,6,54,132,95,186,201,206,220,260,682,1682,1699,1704,1727,1722,1727,1794,1819,3514,3487,3490,3527,3530,3557,3566,3597,3566,10761,10836,10811,3666,3669,3724,7400,7427,3749,3756,3763,3766,14793,3852,15127,22723,15141,3879,22786,41374,22948,7707,41401,26961,30640,30659,30666,30671,30688,88260,88299,88299,30746,88353,88341,88367,211571,88423,88426,88513,88516,300077,300084,300133,300152,300195,300210,600414,300236,600388,600459,600440,2035103,600460,3925142,4525623,1201105,3925191,3236190,5726790,5726805,5726808,5726817,5726838,5726855,5726862,17781001,5726897,5726926,5726940,17180660,17180689,17180702,17180713,17180733,17180753,17180811,17180814,34361532,17180778,17180799,17180808,40088624,40088631,34361669,34361706,34361725,34361732,34361739,91631269,91631284,91631295,91631300,91631333,355070996,355071017,446702416,355071051,446702458,355071071,355071074,355071081,355071104,1523370012,1523370015,1523370018,1523370067,355071173,2233512282,710142383,1523370149,1878441321,1878441342,1878441357,1878441390,5280252536,1878441407,1878441412,1878441433,11270647577,355071344,11980790540,11980790545,11980790574,11980790577,11980790586,23961581190,70922613339,58941822745,70922613405,70922613405,58941822794,70922613420,23961581375,23961581388,23961581391,130826566771,130826566899,130826566922,130826566855,130826566858,130826566945,261653133829,154788148431,345518669070,225710761892,178749729966,178749729975,178749729994,178749729987,178749730026,595191012423,1629822757638,1629822757641,536249190150,1629822757663,536249190226,536249190177,536249190180,536249190203,536249190200,536249190235,1608747570676,3774819518540,2166071947968,2166071947985,3774819518563,3774819518590,3774819518593,3774819518592,14047854881128,7528563850313,7528563850324,2166071948109,2166071948132,7528563850405,7528563850410,48922676252572,48922676252579,48922676252582,48922676252597,48922676252632,48922676252607,56451240103120,97845352505285,105373916355867,48922676252691,105373916355875,56451240103261,161825156459269,56451240103295,161825156459323,161825156459364,161825156459329,225804960413224,323650312918718,161825156459418,161825156459439,161825156459472,161825156459473,1042459306560710,1042459306560723,1042459306560738,1042459306560740,1042459306560773,3925197867425178,3925197867425203,3925197867425224,3925197867425222,3925197867425240,3925197867425275,3925197867425301,3925197867425278,3925197867425289,24593646511112233,21733493641800710,3925197867425314,37701510161872323,36391825804940909,36391825804940946,21733493641800822,17785710082822985,110439990388649375
3,3,34,58,106,227,260,283,286,283,292,371,338,319,590,1451,758,477,482,522,2265,1575,540,571,596,577,2831,2780,3416,2904,1319,9816,3534,2079,3567,3585,9907,9926,2110,2113,9945,19942,19939,19958,20005,20008,20032,32254,32271,20144,20123,20144,20191,20200,72635,80303,20265,80337,80388,80361,140744,100572,221533,20368,120922,100710,120946,173439,100757,100674,120981,100714,100719,495985,100720,100755,274335,274338,274384,911973,1415397,322643,697798,912045,912086,423541,1710777,912159,1952775,423627,423632,1630184,423660,423663,423663,423692,423741,423744,423759,423780,423784,423809,423814,423837,423844,423857,423878,847749,847778,847797,847800,1271642,1271645,847861,847842,1271813,847899,1271829,847955,2119807,2119842,848048,848053,2119924,848103,848114,2119969,2968128,2968115,2120013,2968151,5936216,2120035,12297154,3816422,11447880,44520639,13992566,13992593,16537298,25441765,125932859,102611428,51729376,51729381,53850601,111940281,72929628,72929631,72929650,72929685,72929699,72929707,72929739,145859463,145859482,349809503,349809534,349809543,349809543,553759635,553759654,349809589,699619161,1180449184,1180449219,1180449222,1603188508,1880068450,1880068453,1880068476,1880068507,1880068497,1880068521,1880068534,1880068569,1880068546,16847686567,16847686570,16847686588,16847686600,19281515046,19281515095,19281515150,62727040233,62727040236,82008555464,101290070582,152037081400,169657316410,234045636934,234045636937,169657316477,152037081463,136865512500,152037081504,1436876511820,513416867599,3281579504354,3281579504359,3281579504380,3281579504405,3281579504402,3281579504421,3281579504424,3281579504463,3281579504482,3281579504497,14211201505624,17492781010126,17492781010141,17492781010154,38267141524852,38267141524855,80900746041760,81433458005739,150559152031454,150559152031457,150559152031480,150559152031489,150559152031498,150559152031515,150559152031522,150559152031541,150559152031554,150559152031567,150559152031582,602236608126191,602236608126174,602236608126179,1204473216252469,1656150672347180,752795760157857,1656150672347212,2559505584536635,1656150672347257,2258387280473622,3914537952820902,2258387280473658,8581871665799474,11894173010494090,6925720993452335,6925720993452346,6925720993452359,6925720993452374,13249205378778114,34779164119293283,20174926372230515,33424131751008649,33424131751008658,40349852744461139,84162565985648143
4,31,10,78,107,173,244,253,262,267,280,335,364,369,435,2733,2776,808,2337,409,412,2358,2373,2376,2397,2412,2417,5822,5853,5838,5841,5868,5877,5908,5930,11826,5955,17684,11889,17812,17815,6027,17833,17838,17905,17908,17977,18004,18009,18018,18016,18032,18092,36002,36009,18177,36037,119806,119819,119838,119857,119862,119874,119872,119879,119898,119923,119923,119929,239885,119971,119984,119989,239901,120031,239921,359902,359925,359928,480034,359988,359993,360006,360047,360060,360065,840122,840141,840144,840169,840174,840191,840194,840209,2520614,5400026,5400041,5041248,1680512,7080429,1680558,1680575,5881869,5881900,5881915,29284937,6721944,12122132,36848559,5400241,28804575,19684555,5400276,72374843,46091058,77897819,56891675,12481319,143192238,295860965,392480856,392480861,161791566,269455831,269455856,12481501,12481508,269455892,161791624,716064156,443728974,1226050993,161791718,161791735,161791735,1682261515,1579278895,1579278910,1579278925,323583637,323583676,4840819442,4840819461,4840819452,485375590,10654916836,10654916841,19686861823,15981111981,10654916904,29824231817,20821931563,28256474225,45805343894,45805343905,45805343910,118601992052,66627275564,118601992096,118601992107,118601992110,66627275608,66627275629,66627275634,66627275643,397310003769,397310003769,397310003809,444683105405,444683105422,444683105433,444683105440,444683105469,444683105472,444683105475,2064029160692,444683105525,444683105562,444683105581,889366211054,444683105611,889366211090,1334049316849,1334049316836,1334049316839,1334049316844,1334049316869,1334049316946,6170319178272,1334049316952,1334049317031,1334049316932,1334049316935,1334049316970,73393208312442,77713531422215,77713531422222,77713531422243,192927768177527,90554097185464,90554097185469,424218366375806,396230892875157,220408769269460,654569351867379,654569351867382,845856237740939,654569351867442,113364240686948,654569351867471,654569351867490,654569351867501,2137801372652399,654569351867538,2792370724519946,3743377793281491,13468067240779599,7898180659266818,20479109465592997,10017268184994021,28565817617885768,38583085802879796,12120489966841583,12120489966841586,12120489966841611,31858588619935761,83896050635944125,318675780143846139,83896050635944154,83896050635944157,83896050635944157,83896050635944188,83896050635944201,167792101271888409,167792101271888440,167792101271888469,167792101271888474,167792101271888477,335584202543776998,335584202543776955,335584202543777040,1874120925608897822,1953710183497284237,1006752607631330969,1006752607631330978,1953710183497284286,2960462791128615282,2960462791128615291,7994225829285270072,7994225829285270095,7994225829285270095,24296740399118712164
5,1,34,76,144,158,309,508,525,1808,1811,1273,1889,1920,1905,3294,1937,1972,3351,3356,3361,3364,11093,6791,6820,7386,7389,6860,6865,14288,14337,14310,14355,14378,14413,13841,6974,7001,21357,7037,21363,21400,28381,14003,14028,14063,14068,92274,14078,92312,42630,92339,92362,92367,92400,92373,92402,92425,92430,92457,92462,320021,320038,320063,640134,640090,412644,320111,320132,320157,320162,320165,320204,320169,320184,320209,320226,320241,960690,2561307,2881532,1920994,1920999,960840,5443497,5443500,5443525,5443536,5443573,5443573,5443613,16330618,20813293,21774339,48031053,21774345,21774354,21774381,21774396,21774421,21774428,21774435,21774452,21774463,21774516,21774471,21774524,43549059,43549016,87098049,21774576,87098075,283068667,152421793,195970645,152421831,217745445,1001627558,21774736,21774749,21774770,21774767,21774794,413716879,413716890,413716903,413716914,413716927,413716946,413716975,413716961,413716996,413717027,1763742025,1654867896,413717040,1763742092,2068584987,827434100,3396835310,7033189131,7033189131,7033189136,7033189149,7033189155,10538898584,7033189190,14066378384,14066378395,24605277027,7033189266,7033189269,7033189274,31638466318,7033189308,38671655645,79390125551,93456504022,86423314665,86423314676,86423314679,118061781045,188371903280,125094970478,181338713984,336613255559,156733436856,306433684520,935414245810,935414245813,1099180872073,2078841067847,1099180872101,4485193617110,5281468284908,8459490224905,12617172360583,10657851969080,33219475694510,33219475694537,48195836863860,33219475694555,26805163028273,92941208212962,108220475586787,81415312558540,125292640222357,92073164527808,92073164527833,311057060180818,308702792434350,522821419188226,522821419188247,522821419188252,831524211622631,1115963043554654,1115963043554681,3094099132676540,1115963043554721,1115963043554736,2544697002893729,2544697002893742,8420124352462611,7092396928163809,10108362308396997,10108362308397010,10108362308397047,10108362308397052,10108362308397091,10108362308397136,10108362308397139,40433449233588301,47551173941236864,47551173941236885,77876260866428057,77876260866428090,77876260866428103,77876260866428128,77876260866428157,476919986909111534,155752521732856254,301396681157315318,504700376831408558,504700376831408571,552251550772645622,1446333231936194646,670561260872662051,670561260872662076,670561260872662091,1341122521745324175,7597220018590455063,2970542724738817770,6635370438868875685,6635370438868875688,6635370438868875693,5941085449477635614,2970542724738817899,22182369051954204890,12576455888346511401,22182369051954204909,22182369051954204914,12576455888346511450,34758824940300716427,110911845259771024968,34758824940300716461,34758824940300716488,34758824940300716498,292982277212942114658,101305932096163331447,101305932096163331450,101305932096163331453,543931879405478439447
6,3,10,34,140,234,385,487,985,1300,1603,1915,2709,1670,4196,5825,11544,1746,4298,4303,4305,11633,4353,4358,4365,4382,4417,4420,4469,4448,4517,8959,8976,8976,26943,26972,31393,9012,9031,9044,9063,67573,31726,67601,58684,67619,67636,67639,216484,67671,58796,279877,739960,739969,739998,1019919,1019928,1019957,1019938,1019973,1020020,1020025,1019978,1020035,6909520,1020047,1020074,6909611,7253191,7253206,33343994,18012615,5213517,5213556,55585100,14839486,33344076,33344093,91692526,33344147,33344182,33344219,33344224,33344233,206429337,239773550,706716301,239773598,346170325,1190527942,579579935,1271920581,1271920600,1271920611,2009881613,1851500604,1718123603,3123421303,4841544885,4841544902,4841544919,4841544950,4841544967,4841544957,4841545003,4841545026,4841545041,24207725037,9683090077,9683090098,9683090101,9683090108,9683090149,9683090172,9683090175,29049270455,9683090225,177971641828,29049270500,91989356340,177971641881,91989356388,91989356407,91989356430,91989356471,91989356458,1110058789595,275968069378,367957425848,367957425851,367957425886,735914851765,735914851768,1103872277619,367957425871,7403081304634,1471829703528,367957425936,5593508971915,7298718924552,5593508971965,5593508972006,5593508972006,5593508972016,27492355679169,5593508972060,5593508972073,16780526916230,16780526916179,22374035888407,22374035888358,55459900539622,22374035888474,177284117219352,177284117219359,305459634396216,344139008019478,344139008019481,344139008019522,976482204339196,833991851657708,833991851657725,3742297139492374,833991851657784,833991851657784,833991851657799,833991851657825,7095141724498829,1667983703315671,12782247420828128,2501975554973550,13194932307969107,13194932307969110,5837942961604991,10692956752995713,10692956752995732,62187998364548775,10692956752995752,25016725639717744,87204724004266545,149392722368815363,149392722368815370,25016725639717780,25016725639717793,25016725639717814,25016725639717843,75050176919153461,75050176919153461,75050176919153467,25016725639717943,100066902558871378,25016725639717980,1156954983688546593,125083628198589392,100066902558871476,1156954983688546698,1156954983688546715,2056233511351739048,1257021886247418229,1257021886247418229,6102483152130890451,6102483152130890466,2664144126333143952,9199420813967414208,9199420813967414235,9199420813967414250,15301903966098304798,15301903966098304801,59517484314686199540,33700745594033133362,77916325942621028127,77916325942621028134,77916325942621028191,145017932550966901680,96315167570555856796,145017932550966901722,241632984701243151909,145017932550966901756,296438232833785087404,997217989985760320040,429459691488668444419,1836032116874374122509,1836032116874374122526,5411323471771859760430,5411323471771859760433,9179129958341558366685,9179129958341558366706,1836032116874374122574,20194292033557490855971,20194292033557490855974,1836032116874374122643,22030324150431864978640,22030324150431864978651,62697761581732643160761,62697761581732643160761,62697761581732643160785,62697761581732643160783,301226169379349975529996,301226169379349975530041,301226169379349975530048,301226169379349975530051,301226169379349975530081,803261951638323045340094,803261951638323045340099,803261951638323045340128,803261951638323045340161,803261951638323045340176,3539276442716211230182717,4116726314691342107950952,1907750072655996066210503,7981174498630872363660633,9639166919779707212302527
7,3,40,32,65,178,368,391,655,1137,1140,682,1108,2379,1214,1237,1244,1957,4856,12405,1288,1325,1342,1355,1362,1383,1394,1415,1430,1457,1455,1490,1509,1546,1536,1541,1548,1587,7459,7464,7483,7488,7507,7536,10814,10821,10836,10853,10876,7604,18492,7612,26096,7678,15341,15374,26150,15400,7745,107888,107913,107896,107923,145074,145097,145097,145106,145123,145113,145120,290324,145197,145200,145207,145237,145263,145267,726136,726153,290571,290574,290579,1162093,290617,290640,1597804,1597807,1888456,4648298,3486315,1888531,290738,16995748,16995787,5665742,5665761,5665761,3777112,37043303,3777144,3777159,3777166,3777174,3777187,3777187,118538747,118538786,118538801,48375007,84547452,118538850,118538871,118538878,118538903,118538912,118538915,118538927,481709980,118538990,118538993,118539022,118539055,118539090,118539135,237078116,237078095,237078152,237078157,237078178,1674654578,5529789752,237078213,237078292,237078297,237078328,237078318,237078336,237078331,237078336,474156750,10309122034,474156741,474156717,711235162,948313509,2844940411,2844940414,1185391892,14339454432,1185391952,5689880918,15524846456,5689880926,5689880953,14339454516,14339454525,14339454528,14339454575,14339454600,14339454595,14339454654,14339454632,14339454637,43018363879,43018363892,64233091322,64233091351,64233091370,64233091361,64233091364,64233091377,454495533391,454495533412,625980080120,625980080127,625980080130,235717638189,582961716383,1144708705061,1573125617537,1144708705109,1144708705124,7394192810617,7394192810630,1144708705154,8538901515784,8538901515793,8538901515832,25616704547468,25616704547503,25616704547494,25616704547515,33010897358328,33010897358355,49767534933023,49767534933038,332351265415593,405264875151827,567159275707230,567159275707269,567159275707290,567159275707279,1830087290439643,1830087290439656,1830087290439659,1830087290439664,5085615764292679,5085615764292686,15389690862770412,15389690862770421,6958695164980045,15389690862770466,14568356356329487,14568356356329508,14568356356329527,14568356356329548,29136712712659051,29136712712659162,113238907442528774,83967191386566535,160279054066668434,29958047219100202,29136712712659192,44526403575429741,44526403575429756,59094759931759511,338555036848459004,118189519863518722,163707626425460929,163707626425460929,163707626425460975,857028725491590582,1020736351917051590,1199976517550855012,1199976517550855015,1925239069809109720,2563660661527171062,9090318827647619314,5746863977621310897,2563660661527171100,5746863977621310915,18439208876321089955,5746863977621310931,5746863977621310952,5746863977621310952,51524354157357131480,103822195354379030237,56978020217702038135,56978020217702038140,103822195354379030295,180373784585983593242,103822195354379030307
8,3,4,54,128,186,323,332,1019,1837,1063,1090,1087,1100,1105,2335,2352,3522,4626,4629,4642,8255,3635,8276,3613,8307,7551,3644,3645,3664,3679,3682,3727,3744,7641,7628,7631,7680,7687,7690,7693,7708,7731,7724,7758,7765,46053,46088,53895,7798,46083,46102,46105,46132,46161,46158,46175,46204,46180,46199,46205,131505,46235,46252,46257,224053,46349,46352,309000,362606,362639,362628,362705,362744,362755,918050,918093,918096,918111,1280909,1643682,3063439,3063446,6783054,6783075,6783076,6783092,6783128,6783155,6783178,13566224,6783170,8064287,6783209,8064313,8064340,8064367,8064426,14847553,8064480,6783381,6783408,6783411,22911960,32257646,32257661,22912455,32257697,22912479,22912488,22912535,22912540,22912567,22912568,22912575,45825154,22912605,45825214,22912610,45825245,45825284,45825297,45825261,45825262,45825309,45825326,45825351,91650725,45825357,45825360,45825373,320777025,320777028,320777035,320777052,641554414,1008156907,687379511,641554485,641554508,1878837678,3895151360,1878837704,2382916167,1878837729,2382916191,2382916196,2382916199,4261754014,7698652250,7698652285,2382916259,12464484701,6644670396,14847400985,14847401006,14847401021,19109155007,14847401033,44542203070,35514616805,35514616808,35514616825,35514616844,35514616861,130418837906,35514616901,130418837976,35514616941,859316249677,859316249677,422096948750,422096948767,422096948780,422096948815,422096948804,422096948813,1421913605573,1421913605576,422096948900,1421913605605,1421913605610,1421913605621,1421913605668,1421913605689,1421913605720,1421913605723,1421913605762,1421913605742,1421913605751,2843827211466,2843827211471,4265740817345,5687654423028,5687654423031,4265740817398,4265740817437,4265740817410,5687654423067,5687654423092,5687654423117,5687654423107,15641049663664,11375308846342,11375308846345,11375308846348,11375308846365,11375308846376,11375308846398,11375308846439,22750617692828,22750617692841,22750617692845,56876544232144,34125926539386,136503706157051,34125926539375,34125926539394,34125926539419,136503706157121,204755559235932,147879015004018,147879015004043,284382721161228,807646928097038,807646928097047,807646928097065,807646928097104,1376412370419528,1239908664262423,352634574240251,352634574240251,352634574240272,3776602537019443,1729046944659884,4208864273184769,352634574240368,1729046944659953,1729046944659966,3389842036242013,3389842036242032,5118888980902030,19440402818574936,3389842036242041,22122131879119146,3389842036242050,22830244854817052,38044720436926419,48342218770178412,48342218770178427,48342218770178418,48342218770178457
9,1,6,19,94,153,170,189,669,954,969,976,983,994,2000,2015,2030,2033,2027,2068,4118,1152,1179,1142,1147,1230,1247,1238,1275,5711,1308,1325,1315,1361,1364,1375,5360,5385,5408,5411,5450,12200,20988,21033,12251,12270,12261,12332,12309,12328,12365,12358,12389,12394,12399,12420,12395,24899,12403,24939,12433,24961,12459,49918,49921,182629,49955,49970,50025,50070,50105,50089,50094,50121,150245,150270,50179,50190,333178,200579,200582,250870,200592,250865,50311,301118,301121,301140,401313,401340,401345,301209,301233,301256,301263,301268,301300,1957440,1957443,903834,903841,7277907,903843,10791193,10791200,10791203,10791240,8181941,12599092,22486335,22486360,22486373,13502939,22486423,13502981,13503004,13503009,58475928,71978812,80962299,71978840,71978853,152941332,125935194,152941252,197914111,197914118,197914140,197914167,197914168,395828291,197914190,548769835,746684046,1156015498,1704785160,548769708,548769765,548769776,746684137,746684086,746684160,746684167,197914350,746684148,746684153,746684192,746684215,746684220,8528391331,8528391356,746684261,746684288,1493368524,1493368502,1493368511,2986737117,2986737134,2986737121,2986737148,15995234215,2986737182,8960211496,8960211527,8960211552,55137681595,55137681600,8960211583,64097893214,64097893231,82018316341,82018316358,82018316381,82018316375,82018316384,82018316415,420428205795,420428205795,82018316488,82018316501,82018316504,538287368766,538287368771,538287368804,1835412832716,1404648003538,994556421252,994556421269,994556421294,3860366521850,994556421328,994556421369,994556421396,6444280826482,6444280826485,6444280826530,6444280826535,6444280826570,6444280826561,6444280826614,6444280826619,19332842479847,25777123306261,45109965785931,53825255250962,51554246612811,45109965785974,51554246612839,133417297184450,133417297184453,45109965786072,45109965786093,494645095314489,494645095314489,311944560155098,431207180094442,1736625539690214,431207180094414,1324489979528958,431207180094452,1324489979528989,431207180094500,5860537419110221,3492322699313788,2167832719784774,5660155419098569,11520692838208839,3492322699313860,37424714297384335,30664808206477307,3492322699313961,69871904493919871,101422807548506030,33718735774371133,33718735774371146,33718735774371151,33718735774371176,33718735774371219,204760121415092180,204760121415092183,339635064512576937,339635064512576948,544395185927669159,409520242830184468,544395185927669379,544395185927669185,1939101886521213581,1939101886521213598,1939101886521213639,1939101886521213628,2483497072448882836,1939101886521213660
