[962293239(TR: 15.27159, TS: 14.39699) -> {1690660220=4}]
[1853574853(TR: 15.36152, TS: 14.36371) -> {1690660220=7}]
[337047502(TR: 15.37955, TS: 14.38067) -> {1690660220=3}]
[200479013(TR: 15.38049, TS: 14.32669) -> {1690660220=3}]
[676840277(TR: 15.39498, TS: 14.41854) -> {1690660220=2}]
[1772482937(TR: 15.42658, TS: 14.47702) -> {1690660220=3}]
[1570543598(TR: 15.43664, TS: 14.40806) -> {1690660220=3}]
[2128046860(TR: 15.46006, TS: 14.58009) -> {1690660220=5}]
[1832789962(TR: 15.46788, TS: 14.30229) -> {1690660220=3}]
[727067949(TR: 15.47670, TS: 14.63012) -> {1690660220=2}]
