[1504324332(TR: 15.41562, TS: 14.41444) -> {1690660220=1}]
[1203913495(TR: 15.44438, TS: 14.38850) -> {1690660220=1}]
[836313445(TR: 15.44559, TS: 14.49309) -> {1690660220=1}]
[429241475(TR: 15.44736, TS: 14.38582) -> {1690660220=2}]
[1628808818(TR: 15.46663, TS: 14.40095) -> {1690660220=1}]
[1776291318(TR: 15.49152, TS: 14.36312) -> {1690660220=2}]
[290114470(TR: 15.51545, TS: 14.29898) -> {1690660220=1}]
[634340512(TR: 15.59199, TS: 14.42991) -> {1690660220=5}]
[1772441693(TR: 15.62417, TS: 14.43550) -> {1690660220=5}]
[12807970(TR: 15.73756, TS: 14.52574) -> {1690660220=3}]
