3,437.14713
1,438.3551
2,448.01877
0,460.16547
4,445.60284
5,452.58218
7,440.77103
6,461.9103
8,435.53653
11,415.47098
9,449.7636
10,442.71716
13,442.1803
14,431.37576
12,463.05115
15,440.5026
19,421.91342
16,444.05936
18,442.58295
17,452.51508
21,404.1967
20,453.11905
23,444.19357
22,470.8358
24,445.60284
25,452.38086
26,456.20605
27,449.29385
28,478.82175
29,468.7554
30,481.5732
31,472.17798
32,481.5732
33,476.47293
34,464.66177
35,477.27823
36,464.32623
37,477.47955
38,474.99655
39,467.883
40,477.27823
41,466.94348
42,473.1846
43,468.55408
44,444.3949
45,440.5026
46,428.69144
47,424.39645
48,389.70117
49,394.93567
