0,89.120575
1,89.25479
3,95.69724
2,97.77762
4,94.22085
5,100.39486
6,94.355064
7,94.75771
8,95.76435
10,93.012886
9,97.84473
11,95.83146
12,99.79088
13,96.50255
14,98.247375
15,100.529076
16,99.85799
17,102.00547
18,98.11316
19,101.60282
20,98.918465
21,101.26727
22,103.61609
23,100.193535
24,102.34102
25,98.582924
27,95.4288
26,103.95163
28,100.12643
29,101.33438
30,99.72377
31,96.83809
32,102.139694
33,100.529076
34,101.468605
35,100.529076
36,99.522446
37,100.73041
38,98.38159
39,100.6633
40,94.22085
41,92.81156
42,93.54976
43,91.53649
44,96.636765
45,100.12643
46,100.99884
47,101.26727
48,85.96645
49,81.60438
