1,251.25558
0,256.08743
2,261.65747
3,264.47604
6,221.66058
7,226.02266
4,244.67892
5,245.48422
8,215.62077
11,216.35898
9,235.21657
10,243.53807
12,223.87517
14,218.57356
13,232.398
15,260.4495
16,216.02344
18,241.5248
17,247.63171
19,232.53221
20,255.28212
21,222.33167
22,236.2232
23,250.92004
24,246.22243
25,247.16194
26,233.53885
27,223.47252
28,225.21735
29,219.44598
30,234.34415
31,252.32933
32,224.21071
34,216.29187
33,236.49164
35,232.398
36,207.4335
38,232.80064
37,242.46432
39,235.14946
40,197.83693
41,238.572
42,253.26886
43,219.44598
44,226.08977
45,220.51973
46,208.37302
47,197.30006
48,190.99182
49,171.73158
