[396429548(TR: 15.32340, TS: 14.29507) -> {1080600537=1}]
[2018141259(TR: 15.35322, TS: 14.34410) -> {1080600537=1}]
[207308682(TR: 15.38989, TS: 14.32435) -> {1080600537=5}]
[810649201(TR: 15.39057, TS: 14.30412) -> {1080600537=1}]
[1024560022(TR: 15.41061, TS: 14.32553) -> {1080600537=2}]
[374523971(TR: 15.42578, TS: 14.36052) -> {1080600537=4}]
[1080273428(TR: 15.42846, TS: 14.32356) -> {1080600537=1}]
[2084429415(TR: 15.46344, TS: 14.29852) -> {1080600537=4}]
[1296152397(TR: 15.48803, TS: 14.46249) -> {1080600537=3}]
[1297182326(TR: 15.75685, TS: 14.43435) -> {1080600537=1}]
