[1080973978(TR: 15.47471, TS: 14.34477) -> {1080600537=1}]
[1554985578(TR: 15.59961, TS: 14.42925) -> {1080600537=1}]
[422522330(TR: 15.63804, TS: 14.44445) -> {1080600537=2}]
[1643392763(TR: 15.63938, TS: 14.44953) -> {1080600537=1}]
[1162080405(TR: 15.64751, TS: 14.45163) -> {1080600537=2}]
[2009847853(TR: 15.65456, TS: 14.46679) -> {1080600537=1}]
[1381144796(TR: 15.66428, TS: 14.45831) -> {1080600537=2}]
[846409393(TR: 15.67231, TS: 14.46055) -> {1080600537=2}]
[1752086322(TR: 15.75331, TS: 14.51794) -> {1080600537=2}]
[1103958178(TR: 15.82761, TS: 14.56765) -> {1080600537=3}]
