[127923263(TR: 15.43694, TS: 14.33182) -> {1080600537=1}]
[1080973978(TR: 15.47471, TS: 14.34477) -> {1080600537=1}]
[741491931(TR: 15.49078, TS: 14.35402) -> {1080600537=3}]
[829993288(TR: 15.60170, TS: 14.42986) -> {1080600537=3}]
[404352965(TR: 15.60548, TS: 14.43094) -> {1080600537=3}]
[1616891637(TR: 15.64191, TS: 14.37960) -> {1080600537=1}]
[1593137849(TR: 15.65362, TS: 14.45377) -> {1080600537=3}]
[712200926(TR: 15.88412, TS: 14.58205) -> {1080600537=2}]
[2101606290(TR: 15.91106, TS: 14.61163) -> {1080600537=2}]
[1668658857(TR: 15.92013, TS: 14.63315) -> {1080600537=1}]
