[1643392763(TR: 15.63938, TS: 14.44953) -> {1080600537=1}]
[1286724768(TR: 15.63967, TS: 14.44058) -> {1080600537=1}]
[439028477(TR: 15.69473, TS: 14.47477) -> {1080600537=1}]
[201924262(TR: 15.73012, TS: 14.50701) -> {1080600537=2}]
[1138627072(TR: 15.81048, TS: 14.55557) -> {1080600537=2}]
[60649334(TR: 15.88641, TS: 14.60988) -> {1080600537=2}]
[1099691897(TR: 15.96765, TS: 14.66788) -> {1080600537=3}]
[95632832(TR: 16.00600, TS: 14.68292) -> {1080600537=2}]
[911106404(TR: 16.01070, TS: 14.69445) -> {1080600537=4, 1475535295=1}]
[1589661188(TR: 16.08372, TS: 14.75355) -> {1080600537=2}]
