3,213.40619
2,228.10303
0,229.31099
1,238.63911
4,225.15024
5,216.15765
6,252.19511
7,249.51076
8,217.29851
9,223.87517
10,219.37888
11,244.61182
12,228.37146
13,229.04256
14,216.02344
15,231.92824
16,237.16272
17,227.9017
18,208.64146
19,229.4452
20,216.02344
21,222.39877
22,239.51154
23,232.86775
24,229.31099
25,221.45924
26,233.80728
27,223.3383
29,222.86853
28,231.5927
30,217.70116
31,213.33908
32,210.92316
34,207.50061
33,238.37068
35,232.4651
37,208.37302
36,231.6598
38,222.33167
39,246.8264
40,231.79402
42,212.86932
41,246.89351
43,217.16429
46,179.85176
44,204.07805
45,214.14438
47,183.2072
48,160.39018
49,161.2626
