[640010049(TR: 9.51902, TS: 9.03932) -> {880680199=5553550, 1689826712=2496161, 1119091505=2487105, 1998680479=2486539, 55964929=6792, 1720288815=5094, 1236336798=5094, 1313328519=4528, 1561859852=2830, 869939083=1698, 635680347=1698, 426551051=1132, 2138915098=566, 338809723=566, 1509037246=566, 184418917=566}]
[616545337(TR: 9.52000, TS: 8.91377) -> {880680199=5553550, 1689826712=2496161, 1119091505=2487105, 1998680479=2486539, 55964929=6792, 1720288815=5094, 1236336798=5094, 1313328519=4528, 1561859852=2830, 869939083=1698, 635680347=1698, 426551051=1132, 2138915098=566, 338809723=566, 1509037246=566, 184418917=566}]
[1019082363(TR: 9.52067, TS: 8.92069) -> {880680199=5553550, 1689826712=2496161, 1119091505=2487105, 1998680479=2486539, 55964929=6792, 1720288815=5094, 1236336798=5094, 1313328519=4528, 1561859852=2830, 869939083=1698, 635680347=1698, 426551051=1132, 2138915098=566, 338809723=566, 1509037246=566, 184418917=566}]
[1666654517(TR: 9.52164, TS: 8.95247) -> {880680199=19118454, 1689826712=8592097, 1119091505=8560017, 1998680479=8558012, 55964929=24060, 1720288815=18045, 1236336798=18045, 1313328519=16040, 1561859852=10025, 869939083=6015, 635680347=6015, 426551051=4010, 2138915098=2005, 338809723=2005, 1509037246=2005, 184418917=2005}]
[1807810001(TR: 9.52274, TS: 8.97994) -> {880680199=5553550, 1689826712=2496161, 1119091505=2487105, 1998680479=2486539, 55964929=6792, 1720288815=5094, 1236336798=5094, 1313328519=4528, 1561859852=2830, 869939083=1698, 635680347=1698, 426551051=1132, 2138915098=566, 338809723=566, 1509037246=566, 184418917=566}]
[843565796(TR: 9.52914, TS: 9.04110) -> {880680199=33052206, 1689826712=14854571, 1119091505=14799339, 1998680479=14795887, 55964929=41424, 1720288815=31068, 1236336798=31068, 1313328519=27616, 1561859852=17260, 869939083=10356, 635680347=10356, 426551051=6904, 2138915098=3452, 338809723=3452, 1509037246=3452, 184418917=3452}]
[1629154553(TR: 9.53117, TS: 8.97135) -> {880680199=26399328, 1689826712=11864752, 1119091505=11820720, 1998680479=11817968, 55964929=33024, 1720288815=24768, 1236336798=24768, 1313328519=22016, 1561859852=13760, 869939083=8256, 635680347=8256, 426551051=5504, 2138915098=2752, 338809723=2752, 1509037246=2752, 184418917=2752}]
[1430253788(TR: 9.53270, TS: 8.94422) -> {880680199=5553550, 1689826712=2496161, 1119091505=2487105, 1998680479=2486539, 55964929=6792, 1720288815=5094, 1236336798=5094, 1313328519=4528, 1561859852=2830, 869939083=1698, 635680347=1698, 426551051=1132, 2138915098=566, 338809723=566, 1509037246=566, 184418917=566}]
[1000224614(TR: 9.53289, TS: 8.94485) -> {880680199=21905508, 1689826712=9844708, 1119091505=9807940, 1998680479=9805642, 55964929=27576, 1720288815=20682, 1236336798=20682, 1313328519=18384, 1561859852=11490, 869939083=6894, 635680347=6894, 426551051=4596, 2138915098=2298, 338809723=2298, 1509037246=2298, 184418917=2298}]
[1465678769(TR: 9.53405, TS: 8.94725) -> {880680199=19913360, 1689826712=8949544, 1119091505=8916232, 1998680479=8914150, 55964929=24984, 1720288815=18738, 1236336798=18738, 1313328519=16656, 1561859852=10410, 869939083=6246, 635680347=6246, 426551051=4164, 2138915098=2082, 338809723=2082, 1509037246=2082, 184418917=2082}]
[1530956628(TR: 9.53407, TS: 9.05735) -> {880680199=18275420, 1689826712=8213170, 1119091505=8182482, 1998680479=8180564, 55964929=23016, 1720288815=17262, 1236336798=17262, 1313328519=15344, 1561859852=9590, 869939083=5754, 635680347=5754, 426551051=3836, 2138915098=1918, 338809723=1918, 1509037246=1918, 184418917=1918}]
[1837881825(TR: 9.53408, TS: 8.94987) -> {880680199=9283918, 1689826712=4172653, 1119091505=4157293, 1998680479=4156333, 55964929=11520, 1720288815=8640, 1236336798=8640, 1313328519=7680, 1561859852=4800, 869939083=2880, 635680347=2880, 426551051=1920, 2138915098=960, 338809723=960, 1509037246=960, 184418917=960}]
