[1741199381(TR: 9.70194, TS: 9.21393) -> {880680199=881780, 1689826712=396178, 1119091505=394626, 1998680479=394529, 55964929=1164, 1720288815=873, 1236336798=873, 1313328519=776, 1561859852=485, 869939083=291, 635680347=291, 426551051=194, 2138915098=97, 338809723=97, 1509037246=97, 184418917=97}]
[354015960(TR: 9.72125, TS: 9.30061) -> {880680199=2135480, 1689826712=959482, 1119091505=955722, 1998680479=955487, 55964929=2820, 1720288815=2115, 1236336798=2115, 1313328519=1880, 1561859852=1175, 869939083=705, 635680347=705, 426551051=470, 2138915098=235, 338809723=235, 1509037246=235, 184418917=235}]
[357931544(TR: 9.73096, TS: 9.42283) -> {880680199=1423120, 1689826712=639512, 1119091505=637096, 1998680479=636945, 55964929=1812, 1720288815=1359, 1236336798=1359, 1313328519=1208, 1561859852=755, 869939083=453, 635680347=453, 426551051=302, 2138915098=151, 338809723=151, 1509037246=151, 184418917=151}]
[42324592(TR: 9.73410, TS: 9.27130) -> {880680199=541340, 1689826712=243334, 1119091505=242470, 1998680479=242416, 55964929=648, 1720288815=486, 1236336798=486, 1313328519=432, 1561859852=270, 869939083=162, 635680347=162, 426551051=108, 2138915098=54, 338809723=54, 1509037246=54, 184418917=54}]
[565111301(TR: 9.73613, TS: 9.42212) -> {880680199=1577320, 1689826712=708852, 1119091505=706148, 1998680479=705979, 55964929=2028, 1720288815=1521, 1236336798=1521, 1313328519=1352, 1561859852=845, 869939083=507, 635680347=507, 426551051=338, 2138915098=169, 338809723=169, 1509037246=169, 184418917=169}]
[2059025394(TR: 9.73623, TS: 9.39232) -> {880680199=1026832, 1689826712=461548, 1119091505=459884, 1998680479=459780, 55964929=1248, 1720288815=936, 1236336798=936, 1313328519=832, 1561859852=520, 869939083=312, 635680347=312, 426551051=208, 2138915098=104, 338809723=104, 1509037246=104, 184418917=104}]
[1124531175(TR: 9.73807, TS: 9.35579) -> {880680199=541340, 1689826712=243334, 1119091505=242470, 1998680479=242416, 55964929=648, 1720288815=486, 1236336798=486, 1313328519=432, 1561859852=270, 869939083=162, 635680347=162, 426551051=108, 2138915098=54, 338809723=54, 1509037246=54, 184418917=54}]
[1866246053(TR: 9.73905, TS: 9.40334) -> {880680199=541340, 1689826712=243334, 1119091505=242470, 1998680479=242416, 55964929=648, 1720288815=486, 1236336798=486, 1313328519=432, 1561859852=270, 869939083=162, 635680347=162, 426551051=108, 2138915098=54, 338809723=54, 1509037246=54, 184418917=54}]
[966035077(TR: 9.73934, TS: 9.38212) -> {880680199=1103634, 1689826712=495979, 1119091505=494139, 1998680479=494024, 55964929=1380, 1720288815=1035, 1236336798=1035, 1313328519=920, 1561859852=575, 869939083=345, 635680347=345, 426551051=230, 2138915098=115, 338809723=115, 1509037246=115, 184418917=115}]
[316301294(TR: 9.74039, TS: 9.30711) -> {880680199=541340, 1689826712=243334, 1119091505=242470, 1998680479=242416, 55964929=648, 1720288815=486, 1236336798=486, 1313328519=432, 1561859852=270, 869939083=162, 635680347=162, 426551051=108, 2138915098=54, 338809723=54, 1509037246=54, 184418917=54}]
[215123580(TR: 9.74201, TS: 9.41307) -> {880680199=541340, 1689826712=243334, 1119091505=242470, 1998680479=242416, 55964929=648, 1720288815=486, 1236336798=486, 1313328519=432, 1561859852=270, 869939083=162, 635680347=162, 426551051=108, 2138915098=54, 338809723=54, 1509037246=54, 184418917=54}]
