0,35.36637
1,35.5677
2,37.17831
3,37.580963
4,34.76239
6,33.62154
5,37.446747
7,35.500587
9,31.071404
8,34.561066
10,34.695282
11,35.5677
12,32.48069
14,33.353104
13,37.17831
15,37.17831
16,35.5677
17,32.212254
18,36.171677
19,37.312527
20,32.48069
21,33.285995
22,32.614906
23,34.695282
25,27.246199
24,32.145145
26,27.78307
27,27.514635
28,27.380417
29,27.246199
30,28.252832
31,28.31994
32,27.11198
33,27.044872
34,28.252832
35,28.387049
37,25.702696
36,28.387049
38,28.454159
39,28.454159
40,25.702696
41,28.454159
42,28.454159
43,28.521267
44,25.635586
45,28.387049
46,28.31994
47,28.454159
48,25.769804
49,28.252832
