0,431.4429
3,434.86545
1,435.93918
2,442.9185
4,437.08002
5,439.83148
6,444.59622
7,445.1331
9,430.36914
8,439.0933
10,440.30127
11,434.66412
13,437.81824
12,443.05273
15,429.49673
14,431.97977
17,435.13388
16,438.3551
19,431.51
18,434.93256
22,408.55878
20,433.0535
21,434.5299
23,443.99225
25,409.16275
24,439.63016
26,417.7527
27,409.76672
28,412.11554
29,423.65826
30,441.77765
31,440.23416
32,417.28293
33,432.3153
35,433.1206
34,451.24
36,437.08002
38,406.14285
37,431.37576
39,411.04178
40,435.73785
41,416.61182
42,436.81158
43,417.28293
44,382.85608
45,376.4136
46,372.78973
47,401.1768
49,341.31567
48,349.1003
