[1744612928(TR: 8.75351, TS: 8.00299) -> {880680199=11885254890, 2087390487=308888921, 1689826712=1279581, 289890178=1279581, 597022555=1279581}]
[12934064(TR: 8.76014, TS: 8.01704) -> {880680199=23770509780, 2087390487=617777842, 1689826712=2559162, 289890178=2559162, 597022555=2559162}]
[1795536123(TR: 8.76035, TS: 7.97861) -> {880680199=11885254890, 2087390487=308888921, 1689826712=1279581, 289890178=1279581, 597022555=1279581}]
[1734150305(TR: 8.76167, TS: 8.03705) -> {880680199=11885254890, 2087390487=308888921, 1689826712=1279581, 289890178=1279581, 597022555=1279581}]
[1699820708(TR: 8.76180, TS: 7.97636) -> {880680199=67140546008, 2087390487=1744933008, 1689826712=7228501, 289890178=7228501, 597022555=7228501}]
[1212441457(TR: 8.76299, TS: 7.95766) -> {880680199=11885254890, 2087390487=308888921, 1689826712=1279581, 289890178=1279581, 597022555=1279581}]
[1331952485(TR: 8.76430, TS: 7.97269) -> {880680199=47541019560, 2087390487=1235555684, 1689826712=5118324, 289890178=5118324, 597022555=5118324}]
[151469086(TR: 8.76478, TS: 7.99040) -> {880680199=11885254890, 2087390487=308888921, 1689826712=1279581, 289890178=1279581, 597022555=1279581}]
[101725599(TR: 8.76551, TS: 7.95083) -> {880680199=23770509780, 2087390487=617777842, 1689826712=2559162, 289890178=2559162, 597022555=2559162}]
[1778959853(TR: 8.76699, TS: 7.96265) -> {880680199=136124534212, 2087390487=3537775608, 1689826712=14655440, 289890178=14655440, 597022555=14655440}]
[987800346(TR: 8.76711, TS: 7.98747) -> {880680199=47541019560, 2087390487=1235555684, 1689826712=5118324, 289890178=5118324, 597022555=5118324}]
[179802004(TR: 8.76720, TS: 7.99368) -> {880680199=138021891050, 2087390487=3587086484, 1689826712=14859709, 289890178=14859709, 597022555=14859709}]
[218951568(TR: 8.76788, TS: 8.04056) -> {880680199=157285909216, 2087390487=4087744084, 1689826712=16933730, 289890178=16933730, 597022555=16933730}]
[554136689(TR: 8.76802, TS: 8.00416) -> {880680199=11885254890, 2087390487=308888921, 1689826712=1279581, 289890178=1279581, 597022555=1279581}]
[515959608(TR: 8.76940, TS: 8.05957) -> {880680199=23770509780, 2087390487=617777842, 1689826712=2559162, 289890178=2559162, 597022555=2559162}]
[675093595(TR: 8.76945, TS: 8.01140) -> {880680199=191474501346, 2087390487=4976280021, 1689826712=20614482, 289890178=20614482, 597022555=20614482}]
[1118246563(TR: 8.76972, TS: 7.97752) -> {880680199=126136636160, 2087390487=3278197563, 1689826712=13580128, 289890178=13580128, 597022555=13580128}]
[1486440058(TR: 8.77017, TS: 8.09453) -> {880680199=11885254890, 2087390487=308888921, 1689826712=1279581, 289890178=1279581, 597022555=1279581}]
[1100607354(TR: 8.77028, TS: 7.99576) -> {880680199=67140546008, 2087390487=1744933008, 1689826712=7228501, 289890178=7228501, 597022555=7228501}]
[17235158(TR: 8.77048, TS: 7.98929) -> {880680199=138021891050, 2087390487=3587086484, 1689826712=14859709, 289890178=14859709, 597022555=14859709}]
[2070863963(TR: 8.77066, TS: 7.96386) -> {880680199=67140546008, 2087390487=1744933008, 1689826712=7228501, 289890178=7228501, 597022555=7228501}]
[1775686618(TR: 8.77174, TS: 7.94690) -> {880680199=23770509780, 2087390487=617777842, 1689826712=2559162, 289890178=2559162, 597022555=2559162}]
[1740243877(TR: 8.77207, TS: 8.08153) -> {880680199=67140546008, 2087390487=1744933008, 1689826712=7228501, 289890178=7228501, 597022555=7228501}]
[1366078408(TR: 8.77258, TS: 7.96736) -> {880680199=11885254890, 2087390487=308888921, 1689826712=1279581, 289890178=1279581, 597022555=1279581}]
[1561132422(TR: 8.77355, TS: 7.99200) -> {880680199=148009789102, 2087390487=3846664529, 1689826712=15935021, 289890178=15935021, 597022555=15935021}]
[43757054(TR: 8.77377, TS: 8.00094) -> {880680199=67140546008, 2087390487=1744933008, 1689826712=7228501, 289890178=7228501, 597022555=7228501}]
[889921827(TR: 8.77466, TS: 8.01395) -> {880680199=67140546008, 2087390487=1744933008, 1689826712=7228501, 289890178=7228501, 597022555=7228501}]
[21833401(TR: 8.77470, TS: 8.02183) -> {880680199=113048110464, 2087390487=2938036458, 1689826712=12170982, 289890178=12170982, 597022555=12170982}]
[991370203(TR: 8.77510, TS: 7.94912) -> {880680199=67140546008, 2087390487=1744933008, 1689826712=7228501, 289890178=7228501, 597022555=7228501}]
[1681700122(TR: 8.77629, TS: 7.92629) -> {880680199=11885254890, 2087390487=308888921, 1689826712=1279581, 289890178=1279581, 597022555=1279581}]
[139629191(TR: 8.77641, TS: 8.03791) -> {880680199=11885254890, 2087390487=308888921, 1689826712=1279581, 289890178=1279581, 597022555=1279581}]
[1623332314(TR: 8.77647, TS: 7.91513) -> {880680199=11885254890, 2087390487=308888921, 1689826712=1279581, 289890178=1279581, 597022555=1279581}]
[1669862362(TR: 8.77695, TS: 7.93754) -> {880680199=79025800898, 2087390487=2053821929, 1689826712=8508082, 289890178=8508082, 597022555=8508082}]
[1646132948(TR: 8.77709, TS: 7.94481) -> {880680199=11885254890, 2087390487=308888921, 1689826712=1279581, 289890178=1279581, 597022555=1279581}]
[2127007418(TR: 8.77755, TS: 7.91796) -> {880680199=23770509780, 2087390487=617777842, 1689826712=2559162, 289890178=2559162, 597022555=2559162}]
[249247869(TR: 8.77767, TS: 8.17109) -> {880680199=11885254890, 2087390487=308888921, 1689826712=1279581, 289890178=1279581, 597022555=1279581}]
[762248383(TR: 8.77796, TS: 7.99997) -> {880680199=157285909216, 2087390487=4087744084, 1689826712=16933730, 289890178=16933730, 597022555=16933730}]
[545803416(TR: 8.77923, TS: 8.00732) -> {880680199=67140546008, 2087390487=1744933008, 1689826712=7228501, 289890178=7228501, 597022555=7228501}]
[1660462189(TR: 8.77994, TS: 8.01953) -> {880680199=79025800898, 2087390487=2053821929, 1689826712=8508082, 289890178=8508082, 597022555=8508082}]
[901214367(TR: 8.78077, TS: 7.98997) -> {880680199=238155152310, 2087390487=6189475605, 1689826712=25640250, 289890178=25640250, 597022555=25640250}]
[1869015442(TR: 8.78147, TS: 7.97689) -> {880680199=47541019560, 2087390487=1235555684, 1689826712=5118324, 289890178=5118324, 597022555=5118324}]
[233346154(TR: 8.78191, TS: 7.93850) -> {880680199=79025800898, 2087390487=2053821929, 1689826712=8508082, 289890178=8508082, 597022555=8508082}]
[705991286(TR: 8.78251, TS: 7.92142) -> {880680199=11885254890, 2087390487=308888921, 1689826712=1279581, 289890178=1279581, 597022555=1279581}]
