[640010049(TR: 9.62927, TS: 9.13546) -> {880680199=5492270, 2087390487=142742, 1689826712=592, 289890178=592, 597022555=592}]
[616545337(TR: 9.63228, TS: 9.12429) -> {880680199=5492270, 2087390487=142742, 1689826712=592, 289890178=592, 597022555=592}]
[1019082363(TR: 9.63551, TS: 9.22104) -> {880680199=3628422, 2087390487=94298, 1689826712=390, 289890178=390, 597022555=390}]
[1666654517(TR: 9.63992, TS: 9.27363) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[1807810001(TR: 9.64244, TS: 9.25114) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[843565796(TR: 9.64317, TS: 9.19115) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[1629154553(TR: 9.64574, TS: 9.20052) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[1000224614(TR: 9.64977, TS: 9.18690) -> {880680199=6209602, 2087390487=161373, 1689826712=665, 289890178=665, 597022555=665}]
[1465678769(TR: 9.65109, TS: 9.27965) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[1530956628(TR: 9.65150, TS: 9.22730) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[1837881825(TR: 9.65176, TS: 9.24528) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[669312561(TR: 9.65493, TS: 9.16221) -> {880680199=1889200, 2087390487=49098, 1689826712=203, 289890178=203, 597022555=203}]
[332497039(TR: 9.65556, TS: 9.24215) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[1284813706(TR: 9.65567, TS: 9.22838) -> {880680199=3609592, 2087390487=93812, 1689826712=389, 289890178=389, 597022555=389}]
[2137206568(TR: 9.65690, TS: 9.26202) -> {880680199=7822728, 2087390487=203310, 1689826712=843, 289890178=843, 597022555=843}]
[2134281115(TR: 9.65819, TS: 9.10419) -> {880680199=1466728, 2087390487=38120, 1689826712=158, 289890178=158, 597022555=158}]
[1618782474(TR: 9.65841, TS: 9.09924) -> {880680199=3355928, 2087390487=87218, 1689826712=361, 289890178=361, 597022555=361}]
[1430253788(TR: 9.65872, TS: 9.11394) -> {880680199=422472, 2087390487=10978, 1689826712=45, 289890178=45, 597022555=45}]
[161308268(TR: 9.65873, TS: 9.11396) -> {880680199=422472, 2087390487=10978, 1689826712=45, 289890178=45, 597022555=45}]
[1868638744(TR: 9.65908, TS: 9.11762) -> {880680199=3355928, 2087390487=87218, 1689826712=361, 289890178=361, 597022555=361}]
[616566332(TR: 9.65908, TS: 9.11590) -> {880680199=4511764, 2087390487=117256, 1689826712=485, 289890178=485, 597022555=485}]
[569493335(TR: 9.65927, TS: 9.23017) -> {880680199=1155836, 2087390487=30038, 1689826712=124, 289890178=124, 597022555=124}]
[1115460411(TR: 9.65928, TS: 9.26592) -> {880680199=9510360, 2087390487=247152, 1689826712=1017, 289890178=1017, 597022555=1017}]
[615207046(TR: 9.65929, TS: 9.22874) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[4066241(TR: 9.65958, TS: 9.21944) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[794476526(TR: 9.65960, TS: 9.26844) -> {880680199=4266050, 2087390487=110867, 1689826712=457, 289890178=457, 597022555=457}]
[161023093(TR: 9.65973, TS: 9.24117) -> {880680199=2876228, 2087390487=74752, 1689826712=310, 289890178=310, 597022555=310}]
[2009619104(TR: 9.65990, TS: 9.23117) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
