[1597008130(TR: 8.13590, TS: 7.29349) -> {880680199=2824984693313972, 2087390487=73419253523966, 1689826712=304142974408, 289890178=304142974408, 597022555=304142974408}]
[1603626968(TR: 8.16925, TS: 7.30340) -> {880680199=1210707725705988, 2087390487=31465394367414, 1689826712=130346989032, 289890178=130346989032, 597022555=130346989032}]
[882454065(TR: 8.17446, TS: 7.30715) -> {880680199=4189593503797098, 2087390487=108884422750064, 1689826712=451059232422, 289890178=451059232422, 597022555=451059232422}]
[1243501954(TR: 8.17567, TS: 7.33739) -> {880680199=3786024261895102, 2087390487=98395957960926, 1689826712=407610236078, 289890178=407610236078, 597022555=407610236078}]
[372923834(TR: 8.17752, TS: 7.34617) -> {880680199=4593162745699094, 2087390487=119372887539202, 1689826712=494508228766, 289890178=494508228766, 597022555=494508228766}]
[1659196162(TR: 8.17833, TS: 7.32624) -> {880680199=4593162745699094, 2087390487=119372887539202, 1689826712=494508228766, 289890178=494508228766, 597022555=494508228766}]
[535826889(TR: 8.17976, TS: 7.31763) -> {880680199=2017846209509980, 2087390487=52442323945690, 1689826712=217244981720, 289890178=217244981720, 597022555=217244981720}]
[670758384(TR: 8.18050, TS: 7.32161) -> {880680199=6860677112333932, 2087390487=178303901415346, 1689826712=738632937848, 289890178=738632937848, 597022555=738632937848}]
[1676258104(TR: 8.18060, TS: 7.32371) -> {880680199=2017846209509980, 2087390487=52442323945690, 1689826712=217244981720, 289890178=217244981720, 597022555=217244981720}]
[978153758(TR: 8.18079, TS: 7.32218) -> {880680199=1210707725705988, 2087390487=31465394367414, 1689826712=130346989032, 289890178=130346989032, 597022555=130346989032}]
[735873284(TR: 8.18088, TS: 7.36129) -> {880680199=5400301229503086, 2087390487=140349817117478, 1689826712=581406221454, 289890178=581406221454, 597022555=581406221454}]
[884849647(TR: 8.18139, TS: 7.36283) -> {880680199=9186325491398188, 2087390487=238745775078404, 1689826712=989016457532, 289890178=989016457532, 597022555=989016457532}]
[1142459901(TR: 8.18143, TS: 7.29493) -> {880680199=2017846209509980, 2087390487=52442323945690, 1689826712=217244981720, 289890178=217244981720, 597022555=217244981720}]
[1778802221(TR: 8.18204, TS: 7.34097) -> {880680199=3632123177117964, 2087390487=94396183102242, 1689826712=391040967096, 289890178=391040967096, 597022555=391040967096}]
[635272896(TR: 8.18213, TS: 7.32713) -> {880680199=2017846209509980, 2087390487=52442323945690, 1689826712=217244981720, 289890178=217244981720, 597022555=217244981720}]
[2095500119(TR: 8.18213, TS: 7.35387) -> {880680199=6611008955209074, 2087390487=171815211484892, 1689826712=711753210486, 289890178=711753210486, 597022555=711753210486}]
[2081539667(TR: 8.18224, TS: 7.36073) -> {880680199=4593162745699094, 2087390487=119372887539202, 1689826712=494508228766, 289890178=494508228766, 597022555=494508228766}]
[608045258(TR: 8.18232, TS: 7.32386) -> {880680199=2017846209509980, 2087390487=52442323945690, 1689826712=217244981720, 289890178=217244981720, 597022555=217244981720}]
[1784367603(TR: 8.18246, TS: 7.38084) -> {880680199=6611008955209074, 2087390487=171815211484892, 1689826712=711753210486, 289890178=711753210486, 597022555=711753210486}]
[539859868(TR: 8.18261, TS: 7.28020) -> {880680199=4189593503797098, 2087390487=108884422750064, 1689826712=451059232422, 289890178=451059232422, 597022555=451059232422}]
[1392304788(TR: 8.18279, TS: 7.36657) -> {880680199=3786024261895102, 2087390487=98395957960926, 1689826712=407610236078, 289890178=407610236078, 597022555=407610236078}]
[114350169(TR: 8.18334, TS: 7.33337) -> {880680199=6457107870431936, 2087390487=167815436626208, 1689826712=695183941504, 289890178=695183941504, 597022555=695183941504}]
[921963937(TR: 8.18344, TS: 7.31868) -> {880680199=3632123177117964, 2087390487=94396183102242, 1689826712=391040967096, 289890178=391040967096, 597022555=391040967096}]
[2051641752(TR: 8.18398, TS: 7.33360) -> {880680199=2017846209509980, 2087390487=52442323945690, 1689826712=217244981720, 289890178=217244981720, 597022555=217244981720}]
[1335108615(TR: 8.18411, TS: 7.30359) -> {880680199=2824984693313972, 2087390487=73419253523966, 1689826712=304142974408, 289890178=304142974408, 597022555=304142974408}]
[1334198204(TR: 8.18479, TS: 7.37816) -> {880680199=3786024261895102, 2087390487=98395957960926, 1689826712=407610236078, 289890178=407610236078, 597022555=407610236078}]
[1493809896(TR: 8.18590, TS: 7.26966) -> {880680199=2017846209509980, 2087390487=52442323945690, 1689826712=217244981720, 289890178=217244981720, 597022555=217244981720}]
[1870279936(TR: 8.18639, TS: 7.34542) -> {880680199=7561857946237150, 2087390487=196527070388251, 1689826712=814123338011, 289890178=814123338011, 597022555=814123338011}]
[27300084(TR: 8.18653, TS: 7.33208) -> {880680199=4035692419019960, 2087390487=104884647891380, 1689826712=434489963440, 289890178=434489963440, 597022555=434489963440}]
[2133144739(TR: 8.18655, TS: 7.37855) -> {880680199=4996731987601090, 2087390487=129861352328340, 1689826712=537957225110, 289890178=537957225110, 597022555=537957225110}]
[1802440533(TR: 8.18687, TS: 7.38746) -> {880680199=2824984693313972, 2087390487=73419253523966, 1689826712=304142974408, 289890178=304142974408, 597022555=304142974408}]
[1426318605(TR: 8.18734, TS: 7.31878) -> {880680199=4842830902823952, 2087390487=125861577469656, 1689826712=521387956128, 289890178=521387956128, 597022555=521387956128}]
[1344399465(TR: 8.18768, TS: 7.30628) -> {880680199=3228553935215968, 2087390487=83907718313104, 1689826712=347591970752, 289890178=347591970752, 597022555=347591970752}]
[108486370(TR: 8.18858, TS: 7.34754) -> {880680199=5462253870357016, 2087390487=141959920233617, 1689826712=588076156388, 289890178=588076156388, 597022555=588076156388}]
[359787742(TR: 8.18867, TS: 7.33734) -> {880680199=1210707725705988, 2087390487=31465394367414, 1689826712=130346989032, 289890178=130346989032, 597022555=130346989032}]
[1603291376(TR: 8.18880, TS: 7.36388) -> {880680199=3228553935215968, 2087390487=83907718313104, 1689826712=347591970752, 289890178=347591970752, 597022555=347591970752}]
[2986443(TR: 8.18892, TS: 7.35476) -> {880680199=2017846209509980, 2087390487=52442323945690, 1689826712=217244981720, 289890178=217244981720, 597022555=217244981720}]
[1007771490(TR: 8.18911, TS: 7.34579) -> {880680199=4996731987601090, 2087390487=129861352328340, 1689826712=537957225110, 289890178=537957225110, 597022555=537957225110}]
[647775010(TR: 8.18913, TS: 7.39287) -> {880680199=1614276967607984, 2087390487=41953859156552, 1689826712=173795985376, 289890178=173795985376, 597022555=173795985376}]
[2065062089(TR: 8.18918, TS: 7.30613) -> {880680199=6672961596063004, 2087390487=173425314601031, 1689826712=718423145420, 289890178=718423145420, 597022555=718423145420}]
[400113065(TR: 8.18959, TS: 7.31052) -> {880680199=4035692419019960, 2087390487=104884647891380, 1689826712=434489963440, 289890178=434489963440, 597022555=434489963440}]
