[750370688(TR: 9.04858, TS: 8.45037) -> {880680199=4103898182, 2087390487=106657315, 1689826712=441847, 289890178=441847, 597022555=441847}]
[710039857(TR: 9.04880, TS: 8.34315) -> {880680199=3631363254, 2087390487=94376415, 1689826712=390954, 289890178=390954, 597022555=390954}]
[1477797154(TR: 9.05217, TS: 8.43929) -> {880680199=2183385210, 2087390487=56744592, 1689826712=235077, 289890178=235077, 597022555=235077}]
[904049759(TR: 9.05274, TS: 8.36992) -> {880680199=3209270484, 2087390487=83406549, 1689826712=345513, 289890178=345513, 597022555=345513}]
[1413892316(TR: 9.05608, TS: 8.37822) -> {880680199=2830619394, 2087390487=73565695, 1689826712=304749, 289890178=304749, 597022555=304749}]
[1826953396(TR: 9.05784, TS: 8.45544) -> {880680199=3235899102, 2087390487=84098646, 1689826712=348393, 289890178=348393, 597022555=348393}]
[1999952470(TR: 9.06062, TS: 8.44894) -> {880680199=3235899102, 2087390487=84098646, 1689826712=348393, 289890178=348393, 597022555=348393}]
[531254399(TR: 9.06067, TS: 8.44910) -> {880680199=3379309758, 2087390487=87825786, 1689826712=363834, 289890178=363834, 597022555=363834}]
[1070224281(TR: 9.06098, TS: 8.33425) -> {880680199=143410656, 2087390487=3727140, 1689826712=15441, 289890178=15441, 597022555=15441}]
[1496116244(TR: 9.06150, TS: 8.44453) -> {880680199=6619312458, 2087390487=172031043, 1689826712=712656, 289890178=712656, 597022555=712656}]
[499679037(TR: 9.06163, TS: 8.40204) -> {880680199=3209270484, 2087390487=83406549, 1689826712=345513, 289890178=345513, 597022555=345513}]
[1355551055(TR: 9.06310, TS: 8.43669) -> {880680199=4457942792, 2087390487=115858668, 1689826712=479965, 289890178=479965, 597022555=479965}]
[1031263828(TR: 9.06340, TS: 8.40724) -> {880680199=4909349694, 2087390487=127590371, 1689826712=528555, 289890178=528555, 597022555=528555}]
[50708898(TR: 9.06502, TS: 8.39304) -> {880680199=1126436586, 2087390487=29275262, 1689826712=121278, 289890178=121278, 597022555=121278}]
[1575647080(TR: 9.06585, TS: 8.48211) -> {880680199=1391573488, 2087390487=36165990, 1689826712=149828, 289890178=149828, 597022555=149828}]
[1838961651(TR: 9.06631, TS: 8.45664) -> {880680199=3379309758, 2087390487=87825786, 1689826712=363834, 289890178=363834, 597022555=363834}]
[1851452770(TR: 9.06666, TS: 8.40081) -> {880680199=1413257898, 2087390487=36729542, 1689826712=152160, 289890178=152160, 597022555=152160}]
[1140799962(TR: 9.06700, TS: 8.41799) -> {880680199=4622528382, 2087390487=120136091, 1689826712=497673, 289890178=497673, 597022555=497673}]
[1302349818(TR: 9.06741, TS: 8.39732) -> {880680199=6561951624, 2087390487=170540238, 1689826712=706467, 289890178=706467, 597022555=706467}]
[1110218358(TR: 9.06774, TS: 8.34081) -> {880680199=3209270484, 2087390487=83406549, 1689826712=345513, 289890178=345513, 597022555=345513}]
[2074366636(TR: 9.06821, TS: 8.40510) -> {880680199=3209270484, 2087390487=83406549, 1689826712=345513, 289890178=345513, 597022555=345513}]
[1102026219(TR: 9.06835, TS: 8.35902) -> {880680199=1222043690, 2087390487=31760022, 1689826712=131572, 289890178=131572, 597022555=131572}]
[251626931(TR: 9.06889, TS: 8.35927) -> {880680199=4457942792, 2087390487=115858668, 1689826712=479965, 289890178=479965, 597022555=479965}]
[675691836(TR: 9.06924, TS: 8.39498) -> {880680199=5377849022, 2087390487=139766328, 1689826712=578995, 289890178=578995, 597022555=578995}]
[1907243946(TR: 9.06932, TS: 8.43465) -> {880680199=143410656, 2087390487=3727140, 1689826712=15441, 289890178=15441, 597022555=15441}]
[1276373177(TR: 9.06962, TS: 8.43287) -> {880680199=1365454346, 2087390487=35487162, 1689826712=147013, 289890178=147013, 597022555=147013}]
[1043541653(TR: 9.06966, TS: 8.37975) -> {880680199=6123254186, 2087390487=159138839, 1689826712=659245, 289890178=659245, 597022555=659245}]
[663047090(TR: 9.07000, TS: 8.48924) -> {880680199=3639502452, 2087390487=94587969, 1689826712=391836, 289890178=391836, 597022555=391836}]
[662062979(TR: 9.07070, TS: 8.44062) -> {880680199=3262639950, 2087390487=84793615, 1689826712=351270, 289890178=351270, 597022555=351270}]
[1962096116(TR: 9.07120, TS: 8.48634) -> {880680199=6465414194, 2087390487=168031328, 1689826712=696082, 289890178=696082, 597022555=696082}]
[1402202745(TR: 9.07153, TS: 8.39640) -> {880680199=2109462516, 2087390487=54823384, 1689826712=227115, 289890178=227115, 597022555=227115}]
[1590096738(TR: 9.07156, TS: 8.47169) -> {880680199=143410656, 2087390487=3727140, 1689826712=15441, 289890178=15441, 597022555=15441}]
[1259990374(TR: 9.07170, TS: 8.45414) -> {880680199=5318406728, 2087390487=138221508, 1689826712=572611, 289890178=572611, 597022555=572611}]
[640171364(TR: 9.07184, TS: 8.43576) -> {880680199=3264282908, 2087390487=84836333, 1689826712=351451, 289890178=351451, 597022555=351451}]
[1789185018(TR: 9.07215, TS: 8.42205) -> {880680199=3496091796, 2087390487=90860829, 1689826712=376395, 289890178=376395, 597022555=376395}]
[59795503(TR: 9.07244, TS: 8.38372) -> {880680199=3496091796, 2087390487=90860829, 1689826712=376395, 289890178=376395, 597022555=376395}]
[132569062(TR: 9.07268, TS: 8.44044) -> {880680199=1843489866, 2087390487=47910962, 1689826712=198483, 289890178=198483, 597022555=198483}]
[1623333219(TR: 9.07295, TS: 8.42891) -> {880680199=3264282908, 2087390487=84836333, 1689826712=351451, 289890178=351451, 597022555=351451}]
[754316698(TR: 9.07301, TS: 8.38734) -> {880680199=286821312, 2087390487=7454280, 1689826712=30882, 289890178=30882, 597022555=30882}]
[740565307(TR: 9.07321, TS: 8.45037) -> {880680199=286821312, 2087390487=7454280, 1689826712=30882, 289890178=30882, 597022555=30882}]
[499944126(TR: 9.07331, TS: 8.49335) -> {880680199=3639502452, 2087390487=94587969, 1689826712=391836, 289890178=391836, 597022555=391836}]
[1840611685(TR: 9.07344, TS: 8.39933) -> {880680199=3631363254, 2087390487=94376415, 1689826712=390954, 289890178=390954, 597022555=390954}]
[1861218412(TR: 9.07347, TS: 8.46930) -> {880680199=2620241930, 2087390487=68098187, 1689826712=282112, 289890178=282112, 597022555=282112}]
[1666132339(TR: 9.07351, TS: 8.37652) -> {880680199=143410656, 2087390487=3727140, 1689826712=15441, 289890178=15441, 597022555=15441}]
[447731422(TR: 9.07353, TS: 8.43899) -> {880680199=1843489866, 2087390487=47910962, 1689826712=198483, 289890178=198483, 597022555=198483}]
[1540411975(TR: 9.07378, TS: 8.42252) -> {880680199=3496091796, 2087390487=90860829, 1689826712=376395, 289890178=376395, 597022555=376395}]
[1252861377(TR: 9.07384, TS: 8.40960) -> {880680199=6697223082, 2087390487=174055824, 1689826712=721026, 289890178=721026, 597022555=721026}]
[1345558870(TR: 9.07405, TS: 8.39406) -> {880680199=3352681140, 2087390487=87133689, 1689826712=360954, 289890178=360954, 597022555=360954}]
[885963944(TR: 9.07434, TS: 8.38712) -> {880680199=4335707070, 2087390487=112681811, 1689826712=466791, 289890178=466791, 597022555=466791}]
[1766920860(TR: 9.07439, TS: 8.41670) -> {880680199=3209270484, 2087390487=83406549, 1689826712=345513, 289890178=345513, 597022555=345513}]
[1257349466(TR: 9.07455, TS: 8.47203) -> {880680199=3120872252, 2087390487=81109193, 1689826712=336010, 289890178=336010, 597022555=336010}]
[105146491(TR: 9.07459, TS: 8.45552) -> {880680199=3782913108, 2087390487=98315109, 1689826712=407277, 289890178=407277, 597022555=407277}]
[1194242023(TR: 9.07492, TS: 8.49879) -> {880680199=1126436586, 2087390487=29275262, 1689826712=121278, 289890178=121278, 597022555=121278}]
[646611052(TR: 9.07552, TS: 8.39397) -> {880680199=5392655694, 2087390487=140151141, 1689826712=580590, 289890178=580590, 597022555=580590}]
[1630936726(TR: 9.07556, TS: 8.42039) -> {880680199=1678394800, 2087390487=43620270, 1689826712=180710, 289890178=180710, 597022555=180710}]
[1150596475(TR: 9.07570, TS: 8.46633) -> {880680199=1248162832, 2087390487=32438850, 1689826712=134387, 289890178=134387, 597022555=134387}]
[1987541913(TR: 9.07570, TS: 8.42936) -> {880680199=6861252288, 2087390487=178318892, 1689826712=738705, 289890178=738705, 597022555=738705}]
[67898587(TR: 9.07632, TS: 8.37542) -> {880680199=1126436586, 2087390487=29275262, 1689826712=121278, 289890178=121278, 597022555=121278}]
[1436508258(TR: 9.07636, TS: 8.44204) -> {880680199=7967070324, 2087390487=207058226, 1689826712=857745, 289890178=857745, 597022555=857745}]
[876689607(TR: 9.07660, TS: 8.44008) -> {880680199=1126436586, 2087390487=29275262, 1689826712=121278, 289890178=121278, 597022555=121278}]
[2041001573(TR: 9.07667, TS: 8.43382) -> {880680199=1843489866, 2087390487=47910962, 1689826712=198483, 289890178=198483, 597022555=198483}]
[497653598(TR: 9.07715, TS: 8.41436) -> {880680199=6697223082, 2087390487=174055824, 1689826712=721026, 289890178=721026, 597022555=721026}]
[865822969(TR: 9.07732, TS: 8.49202) -> {880680199=1126436586, 2087390487=29275262, 1689826712=121278, 289890178=121278, 597022555=121278}]
[245492045(TR: 9.07772, TS: 8.45907) -> {880680199=5204985440, 2087390487=135273731, 1689826712=560386, 289890178=560386, 597022555=560386}]
[1316352738(TR: 9.07787, TS: 8.45752) -> {880680199=573642624, 2087390487=14908560, 1689826712=61764, 289890178=61764, 597022555=61764}]
[532123413(TR: 9.07789, TS: 8.39877) -> {880680199=4601353448, 2087390487=119585808, 1689826712=495406, 289890178=495406, 597022555=495406}]
[2005131450(TR: 9.07794, TS: 8.48657) -> {880680199=1391573488, 2087390487=36165990, 1689826712=149828, 289890178=149828, 597022555=149828}]
[1995015302(TR: 9.07794, TS: 8.40331) -> {880680199=3618327518, 2087390487=94037686, 1689826712=389569, 289890178=389569, 597022555=389569}]
[401250907(TR: 9.07796, TS: 8.44268) -> {880680199=2977461596, 2087390487=77382053, 1689826712=320569, 289890178=320569, 597022555=320569}]
[872837268(TR: 9.07835, TS: 8.42619) -> {880680199=7127455050, 2087390487=185237244, 1689826712=767349, 289890178=767349, 597022555=767349}]
[1558757534(TR: 9.07844, TS: 8.48455) -> {880680199=3774773910, 2087390487=98103555, 1689826712=406395, 289890178=406395, 597022555=406395}]
[1721741873(TR: 9.07853, TS: 8.44284) -> {880680199=3522720414, 2087390487=91552926, 1689826712=379275, 289890178=379275, 597022555=379275}]
[635753723(TR: 9.07863, TS: 8.52755) -> {880680199=6697223082, 2087390487=174055824, 1689826712=721026, 289890178=721026, 597022555=721026}]
[576819715(TR: 9.07864, TS: 8.45418) -> {880680199=10140757094, 2087390487=263550812, 1689826712=1091791, 289890178=1091791, 597022555=1091791}]
[949443297(TR: 9.07869, TS: 8.40744) -> {880680199=5899910768, 2087390487=153334322, 1689826712=635200, 289890178=635200, 597022555=635200}]
[595753464(TR: 9.07873, TS: 8.46683) -> {880680199=1652275658, 2087390487=42941442, 1689826712=177895, 289890178=177895, 597022555=177895}]
[541205119(TR: 9.07873, TS: 8.46352) -> {880680199=5044621152, 2087390487=131105957, 1689826712=543114, 289890178=543114, 597022555=543114}]
[236805630(TR: 9.07886, TS: 8.44873) -> {880680199=1126436586, 2087390487=29275262, 1689826712=121278, 289890178=121278, 597022555=121278}]
[207576718(TR: 9.07890, TS: 8.40399) -> {880680199=7823659668, 2087390487=203331086, 1689826712=842304, 289890178=842304, 597022555=842304}]
[1017297732(TR: 9.07919, TS: 8.40884) -> {880680199=10657710608, 2087390487=276985999, 1689826712=1147432, 289890178=1147432, 597022555=1147432}]
[230831989(TR: 9.07921, TS: 8.46947) -> {880680199=430231968, 2087390487=11181420, 1689826712=46323, 289890178=46323, 597022555=46323}]
[1767139742(TR: 9.07930, TS: 8.37666) -> {880680199=11892570158, 2087390487=309079131, 1689826712=1280389, 289890178=1280389, 597022555=1280389}]
[529129748(TR: 9.07932, TS: 8.40851) -> {880680199=8880608292, 2087390487=230800416, 1689826712=956103, 289890178=956103, 597022555=956103}]
[920125754(TR: 9.07942, TS: 8.50426) -> {880680199=3352681140, 2087390487=87133689, 1689826712=360954, 289890178=360954, 597022555=360954}]
[717086987(TR: 9.07947, TS: 8.42060) -> {880680199=3838998164, 2087390487=99772757, 1689826712=413326, 289890178=413326, 597022555=413326}]
[1617913179(TR: 9.07949, TS: 8.42649) -> {880680199=2690640284, 2087390487=69927773, 1689826712=289687, 289890178=289687, 597022555=289687}]
[817805571(TR: 9.07965, TS: 8.44120) -> {880680199=2830619394, 2087390487=73565695, 1689826712=304749, 289890178=304749, 597022555=304749}]
[1184477183(TR: 9.07986, TS: 8.40316) -> {880680199=1126436586, 2087390487=29275262, 1689826712=121278, 289890178=121278, 597022555=121278}]
[65645470(TR: 9.07994, TS: 8.44939) -> {880680199=4765939038, 2087390487=123863231, 1689826712=513114, 289890178=513114, 597022555=513114}]
[406274821(TR: 9.07996, TS: 8.41215) -> {880680199=8253891636, 2087390487=214512506, 1689826712=888627, 289890178=888627, 597022555=888627}]
[1560582049(TR: 9.08001, TS: 8.38732) -> {880680199=1652275658, 2087390487=42941442, 1689826712=177895, 289890178=177895, 597022555=177895}]
[1449733545(TR: 9.08014, TS: 8.40907) -> {880680199=1126436586, 2087390487=29275262, 1689826712=121278, 289890178=121278, 597022555=121278}]
[403888545(TR: 9.08029, TS: 8.45042) -> {880680199=5840864094, 2087390487=151799741, 1689826712=628845, 289890178=628845, 597022555=628845}]
[983539405(TR: 9.08066, TS: 8.38531) -> {880680199=4479117726, 2087390487=116408951, 1689826712=482232, 289890178=482232, 597022555=482232}]
[1130344352(TR: 9.08067, TS: 8.43109) -> {880680199=7313168666, 2087390487=190063864, 1689826712=787360, 289890178=787360, 597022555=787360}]
[1556403719(TR: 9.08075, TS: 8.43602) -> {880680199=6353339808, 2087390487=165118621, 1689826712=684024, 289890178=684024, 597022555=684024}]
[1385550831(TR: 9.08090, TS: 8.41730) -> {880680199=9816290500, 2087390487=255118057, 1689826712=1056827, 289890178=1056827, 597022555=1056827}]
[347756166(TR: 9.08091, TS: 8.44309) -> {880680199=1269847242, 2087390487=33002402, 1689826712=136719, 289890178=136719, 597022555=136719}]
[715573534(TR: 9.08100, TS: 8.46176) -> {880680199=286821312, 2087390487=7454280, 1689826712=30882, 289890178=30882, 597022555=30882}]
[1353205411(TR: 9.08104, TS: 8.41719) -> {880680199=2830619394, 2087390487=73565695, 1689826712=304749, 289890178=304749, 597022555=304749}]
[752811506(TR: 9.08111, TS: 8.40356) -> {880680199=4744764104, 2087390487=123312948, 1689826712=510847, 289890178=510847, 597022555=510847}]
[1788248201(TR: 9.08115, TS: 8.38751) -> {880680199=4765939038, 2087390487=123863231, 1689826712=513114, 289890178=513114, 597022555=513114}]
[1994672892(TR: 9.08126, TS: 8.41322) -> {880680199=10104916646, 2087390487=262619297, 1689826712=1087918, 289890178=1087918, 597022555=1087918}]
[1693157341(TR: 9.08140, TS: 8.41599) -> {880680199=4943513456, 2087390487=128478297, 1689826712=532243, 289890178=532243, 597022555=532243}]
[1065469919(TR: 9.08155, TS: 8.43135) -> {880680199=6504285608, 2087390487=169041590, 1689826712=700273, 289890178=700273, 597022555=700273}]
[1632471662(TR: 9.08161, TS: 8.42725) -> {880680199=2109462516, 2087390487=54823384, 1689826712=227115, 289890178=227115, 597022555=227115}]
[900370193(TR: 9.08166, TS: 8.42601) -> {880680199=6982577618, 2087390487=181472095, 1689826712=751783, 289890178=751783, 597022555=751783}]
[231154454(TR: 9.08167, TS: 8.40389) -> {880680199=5884236426, 2087390487=152926939, 1689826712=633510, 289890178=633510, 597022555=633510}]
[1019847246(TR: 9.08175, TS: 8.41591) -> {880680199=1413257898, 2087390487=36729542, 1689826712=152160, 289890178=152160, 597022555=152160}]
[828002627(TR: 9.08176, TS: 8.40934) -> {880680199=4909349694, 2087390487=127590371, 1689826712=528555, 289890178=528555, 597022555=528555}]
[1349091966(TR: 9.08186, TS: 8.46573) -> {880680199=1269847242, 2087390487=33002402, 1689826712=136719, 289890178=136719, 597022555=136719}]
[1686295798(TR: 9.08196, TS: 8.43927) -> {880680199=2518010074, 2087390487=65441252, 1689826712=271106, 289890178=271106, 597022555=271106}]
[363381242(TR: 9.08202, TS: 8.43441) -> {880680199=2539694484, 2087390487=66004804, 1689826712=273438, 289890178=273438, 597022555=273438}]
[1989892677(TR: 9.08203, TS: 8.42767) -> {880680199=2109462516, 2087390487=54823384, 1689826712=227115, 289890178=227115, 597022555=227115}]
[1786596506(TR: 9.08203, TS: 8.42622) -> {880680199=2109462516, 2087390487=54823384, 1689826712=227115, 289890178=227115, 597022555=227115}]
[413794375(TR: 9.08210, TS: 8.39498) -> {880680199=143410656, 2087390487=3727140, 1689826712=15441, 289890178=15441, 597022555=15441}]
[1264494009(TR: 9.08222, TS: 8.44111) -> {880680199=2252873172, 2087390487=58550524, 1689826712=242556, 289890178=242556, 597022555=242556}]
[1731954661(TR: 9.08231, TS: 8.38815) -> {880680199=3639502452, 2087390487=94587969, 1689826712=391836, 289890178=391836, 597022555=391836}]
[1738677764(TR: 9.08234, TS: 8.40452) -> {880680199=1126436586, 2087390487=29275262, 1689826712=121278, 289890178=121278, 597022555=121278}]
[801276559(TR: 9.08236, TS: 8.47549) -> {880680199=143410656, 2087390487=3727140, 1689826712=15441, 289890178=15441, 597022555=15441}]
[294619555(TR: 9.08240, TS: 8.44053) -> {880680199=9818095334, 2087390487=255165017, 1689826712=1057036, 289890178=1057036, 597022555=1057036}]
[716189912(TR: 9.08244, TS: 8.42919) -> {880680199=2396283828, 2087390487=62277664, 1689826712=257997, 289890178=257997, 597022555=257997}]
[1570064820(TR: 9.08244, TS: 8.43584) -> {880680199=6027647082, 2087390487=156654079, 1689826712=648951, 289890178=648951, 597022555=648951}]
[1727561331(TR: 9.08252, TS: 8.47079) -> {880680199=2834050940, 2087390487=73654913, 1689826712=305128, 289890178=305128, 597022555=305128}]
[198648222(TR: 9.08254, TS: 8.42293) -> {880680199=2252873172, 2087390487=58550524, 1689826712=242556, 289890178=242556, 597022555=242556}]
