[1892906695(TR: 10.07346, TS: 9.57934) -> {880680199=11186, 2087390487=290, 1689826712=1, 289890178=1, 597022555=1}]
[536552856(TR: 10.08225, TS: 9.62788) -> {880680199=18550, 2087390487=482, 1689826712=2, 289890178=2, 597022555=2}]
[257294956(TR: 10.09129, TS: 9.74302) -> {880680199=61922, 2087390487=1610, 1689826712=7, 289890178=7, 597022555=7}]
[1909436244(TR: 10.09212, TS: 9.70882) -> {880680199=11186, 2087390487=290, 1689826712=1, 289890178=1, 597022555=1}]
[440507108(TR: 10.09435, TS: 9.65064) -> {880680199=22372, 2087390487=580, 1689826712=2, 289890178=2, 597022555=2}]
[1557179345(TR: 10.09716, TS: 9.67817) -> {880680199=61922, 2087390487=1610, 1689826712=7, 289890178=7, 597022555=7}]
[1663731525(TR: 10.09722, TS: 9.65481) -> {880680199=61922, 2087390487=1610, 1689826712=7, 289890178=7, 597022555=7}]
[783295601(TR: 10.09789, TS: 9.66192) -> {880680199=61922, 2087390487=1610, 1689826712=7, 289890178=7, 597022555=7}]
[1863524731(TR: 10.10005, TS: 9.66271) -> {880680199=128182, 2087390487=3332, 1689826712=14, 289890178=14, 597022555=14}]
[2039677127(TR: 10.10189, TS: 9.67043) -> {880680199=35462, 2087390487=922, 1689826712=4, 289890178=4, 597022555=4}]
[549757447(TR: 10.10299, TS: 9.57617) -> {880680199=61922, 2087390487=1610, 1689826712=7, 289890178=7, 597022555=7}]
[392366581(TR: 10.10369, TS: 9.70186) -> {880680199=48802, 2087390487=1268, 1689826712=5, 289890178=5, 597022555=5}]
[1636690587(TR: 10.10423, TS: 9.72600) -> {880680199=48802, 2087390487=1268, 1689826712=5, 289890178=5, 597022555=5}]
[16341845(TR: 10.10429, TS: 9.75364) -> {880680199=68444, 2087390487=1778, 1689826712=7, 289890178=7, 597022555=7}]
[94901719(TR: 10.10440, TS: 9.67806) -> {880680199=16912, 2087390487=440, 1689826712=2, 289890178=2, 597022555=2}]
[176916534(TR: 10.10491, TS: 9.67440) -> {880680199=60870, 2087390487=1581, 1689826712=6, 289890178=6, 597022555=6}]
[81556174(TR: 10.10573, TS: 9.74422) -> {880680199=156796, 2087390487=4076, 1689826712=17, 289890178=17, 597022555=17}]
[1312137971(TR: 10.10638, TS: 9.68513) -> {880680199=160588, 2087390487=4174, 1689826712=17, 289890178=17, 597022555=17}]
[200675407(TR: 10.10649, TS: 9.75305) -> {880680199=37616, 2087390487=978, 1689826712=4, 289890178=4, 597022555=4}]
[1575674687(TR: 10.10714, TS: 9.65932) -> {880680199=122972, 2087390487=3196, 1689826712=13, 289890178=13, 597022555=13}]
[977776718(TR: 10.10718, TS: 9.75095) -> {880680199=37616, 2087390487=978, 1689826712=4, 289890178=4, 597022555=4}]
[1493610447(TR: 10.10725, TS: 9.61320) -> {880680199=83422, 2087390487=2166, 1689826712=8, 289890178=8, 597022555=8}]
[1657387208(TR: 10.10737, TS: 9.64596) -> {880680199=54528, 2087390487=1418, 1689826712=6, 289890178=6, 597022555=6}]
[1756384437(TR: 10.10778, TS: 9.64878) -> {880680199=68444, 2087390487=1778, 1689826712=7, 289890178=7, 597022555=7}]
[1869759533(TR: 10.10798, TS: 9.68562) -> {880680199=11186, 2087390487=290, 1689826712=1, 289890178=1, 597022555=1}]
[57075419(TR: 10.10836, TS: 9.62815) -> {880680199=127090, 2087390487=3304, 1689826712=14, 289890178=14, 597022555=14}]
[751178119(TR: 10.10870, TS: 9.75263) -> {880680199=18550, 2087390487=482, 1689826712=2, 289890178=2, 597022555=2}]
[1190737230(TR: 10.10933, TS: 9.70139) -> {880680199=11186, 2087390487=290, 1689826712=1, 289890178=1, 597022555=1}]
[995574416(TR: 10.10971, TS: 9.69455) -> {880680199=11186, 2087390487=290, 1689826712=1, 289890178=1, 597022555=1}]
[255015711(TR: 10.11008, TS: 9.72978) -> {880680199=154066, 2087390487=4006, 1689826712=17, 289890178=17, 597022555=17}]
[333793623(TR: 10.11008, TS: 9.72448) -> {880680199=52374, 2087390487=1362, 1689826712=6, 289890178=6, 597022555=6}]
[473521440(TR: 10.11018, TS: 9.70316) -> {880680199=35462, 2087390487=922, 1689826712=4, 289890178=4, 597022555=4}]
[494653429(TR: 10.11080, TS: 9.63945) -> {880680199=33558, 2087390487=870, 1689826712=3, 289890178=3, 597022555=3}]
[193393798(TR: 10.11112, TS: 9.70532) -> {880680199=61922, 2087390487=1610, 1689826712=7, 289890178=7, 597022555=7}]
[839957328(TR: 10.11159, TS: 9.80810) -> {880680199=37616, 2087390487=978, 1689826712=4, 289890178=4, 597022555=4}]
[1687560303(TR: 10.11201, TS: 9.70846) -> {880680199=263698, 2087390487=6856, 1689826712=29, 289890178=29, 597022555=29}]
[668032879(TR: 10.11218, TS: 9.75239) -> {880680199=61922, 2087390487=1610, 1689826712=7, 289890178=7, 597022555=7}]
[458206679(TR: 10.11224, TS: 9.71931) -> {880680199=117216, 2087390487=3046, 1689826712=12, 289890178=12, 597022555=12}]
[749887445(TR: 10.11224, TS: 9.69892) -> {880680199=39284, 2087390487=1020, 1689826712=4, 289890178=4, 597022555=4}]
[2037553012(TR: 10.11226, TS: 9.69857) -> {880680199=263698, 2087390487=6856, 1689826712=29, 289890178=29, 597022555=29}]
[1416992018(TR: 10.11254, TS: 9.66874) -> {880680199=181102, 2087390487=4708, 1689826712=20, 289890178=20, 597022555=20}]
[842181470(TR: 10.11294, TS: 9.86003) -> {880680199=63530, 2087390487=1652, 1689826712=7, 289890178=7, 597022555=7}]
[213915194(TR: 10.11311, TS: 9.67389) -> {880680199=126248, 2087390487=3280, 1689826712=13, 289890178=13, 597022555=13}]
[1642396129(TR: 10.11322, TS: 9.70393) -> {880680199=16912, 2087390487=440, 1689826712=2, 289890178=2, 597022555=2}]
[432090570(TR: 10.11331, TS: 9.66586) -> {880680199=200714, 2087390487=5218, 1689826712=22, 289890178=22, 597022555=22}]
[1041108471(TR: 10.11336, TS: 9.77141) -> {880680199=16912, 2087390487=440, 1689826712=2, 289890178=2, 597022555=2}]
[854834634(TR: 10.11338, TS: 9.77876) -> {880680199=11186, 2087390487=290, 1689826712=1, 289890178=1, 597022555=1}]
[1956540804(TR: 10.11368, TS: 9.83279) -> {880680199=16912, 2087390487=440, 1689826712=2, 289890178=2, 597022555=2}]
[1688321440(TR: 10.11400, TS: 9.65886) -> {880680199=11186, 2087390487=290, 1689826712=1, 289890178=1, 597022555=1}]
[713975158(TR: 10.11401, TS: 9.67470) -> {880680199=118424, 2087390487=3079, 1689826712=13, 289890178=13, 597022555=13}]
[96243712(TR: 10.11404, TS: 9.71033) -> {880680199=11186, 2087390487=290, 1689826712=1, 289890178=1, 597022555=1}]
[44684130(TR: 10.11427, TS: 9.63182) -> {880680199=37616, 2087390487=978, 1689826712=4, 289890178=4, 597022555=4}]
[1804345898(TR: 10.11443, TS: 9.77319) -> {880680199=72056, 2087390487=1871, 1689826712=7, 289890178=7, 597022555=7}]
[846225400(TR: 10.11444, TS: 9.77928) -> {880680199=48802, 2087390487=1268, 1689826712=5, 289890178=5, 597022555=5}]
[1403909414(TR: 10.11474, TS: 9.68109) -> {880680199=33824, 2087390487=880, 1689826712=4, 289890178=4, 597022555=4}]
[533929714(TR: 10.11482, TS: 9.63404) -> {880680199=59988, 2087390487=1558, 1689826712=6, 289890178=6, 597022555=6}]
[356835920(TR: 10.11488, TS: 9.65413) -> {880680199=91082, 2087390487=2368, 1689826712=10, 289890178=10, 597022555=10}]
