[2120635494(TR: 9.99841, TS: 9.49786) -> {880680199=46648, 2087390487=1212, 1689826712=5, 289890178=5, 597022555=5}]
[1150574881(TR: 10.01279, TS: 9.64290) -> {880680199=68444, 2087390487=1778, 1689826712=7, 289890178=7, 597022555=7}]
[1212206817(TR: 10.01956, TS: 9.61827) -> {880680199=68444, 2087390487=1778, 1689826712=7, 289890178=7, 597022555=7}]
[1549032595(TR: 10.01995, TS: 9.61846) -> {880680199=216814, 2087390487=5634, 1689826712=23, 289890178=23, 597022555=23}]
[1984551445(TR: 10.01996, TS: 9.61947) -> {880680199=130366, 2087390487=3388, 1689826712=14, 289890178=14, 597022555=14}]
[985687518(TR: 10.02200, TS: 9.62503) -> {880680199=130366, 2087390487=3388, 1689826712=14, 289890178=14, 597022555=14}]
[1572505294(TR: 10.02520, TS: 9.68222) -> {880680199=83422, 2087390487=2166, 1689826712=8, 289890178=8, 597022555=8}]
[603257134(TR: 10.02636, TS: 9.60195) -> {880680199=79630, 2087390487=2068, 1689826712=8, 289890178=8, 597022555=8}]
[466945591(TR: 10.02649, TS: 9.63356) -> {880680199=85356, 2087390487=2218, 1689826712=9, 289890178=9, 597022555=9}]
[578977286(TR: 10.02721, TS: 9.60965) -> {880680199=67352, 2087390487=1750, 1689826712=7, 289890178=7, 597022555=7}]
[730271854(TR: 10.02973, TS: 9.57525) -> {880680199=65714, 2087390487=1708, 1689826712=7, 289890178=7, 597022555=7}]
[801022393(TR: 10.02979, TS: 9.62183) -> {880680199=251154, 2087390487=6528, 1689826712=27, 289890178=27, 597022555=27}]
[485097159(TR: 10.02997, TS: 9.55976) -> {880680199=68444, 2087390487=1778, 1689826712=7, 289890178=7, 597022555=7}]
[757780754(TR: 10.03090, TS: 9.62786) -> {880680199=166624, 2087390487=4328, 1689826712=17, 289890178=17, 597022555=17}]
[1044230329(TR: 10.03402, TS: 9.61487) -> {880680199=90816, 2087390487=2358, 1689826712=9, 289890178=9, 597022555=9}]
[1683254702(TR: 10.03597, TS: 9.59529) -> {880680199=130366, 2087390487=3388, 1689826712=14, 289890178=14, 597022555=14}]
[932751397(TR: 10.03626, TS: 9.65025) -> {880680199=258838, 2087390487=6723, 1689826712=26, 289890178=26, 597022555=26}]
[1279348101(TR: 10.03645, TS: 9.58769) -> {880680199=82626, 2087390487=2148, 1689826712=9, 289890178=9, 597022555=9}]
[522880204(TR: 10.03697, TS: 9.56802) -> {880680199=193350, 2087390487=5026, 1689826712=21, 289890178=21, 597022555=21}]
[1481946010(TR: 10.03725, TS: 9.56829) -> {880680199=177234, 2087390487=4604, 1689826712=18, 289890178=18, 597022555=18}]
[713027893(TR: 10.03838, TS: 9.61428) -> {880680199=268316, 2087390487=6972, 1689826712=28, 289890178=28, 597022555=28}]
[1813298330(TR: 10.03863, TS: 9.55712) -> {880680199=233150, 2087390487=6060, 1689826712=25, 289890178=25, 597022555=25}]
[668162352(TR: 10.03916, TS: 9.59245) -> {880680199=61922, 2087390487=1610, 1689826712=7, 289890178=7, 597022555=7}]
[1516693043(TR: 10.03917, TS: 9.58848) -> {880680199=68444, 2087390487=1778, 1689826712=7, 289890178=7, 597022555=7}]
[256201235(TR: 10.03928, TS: 9.55068) -> {880680199=164706, 2087390487=4282, 1689826712=18, 289890178=18, 597022555=18}]
[1182584589(TR: 10.03937, TS: 9.54243) -> {880680199=94608, 2087390487=2456, 1689826712=9, 289890178=9, 597022555=9}]
[2069566507(TR: 10.03999, TS: 9.59100) -> {880680199=61922, 2087390487=1610, 1689826712=7, 289890178=7, 597022555=7}]
[383853069(TR: 10.04021, TS: 9.59294) -> {880680199=61922, 2087390487=1610, 1689826712=7, 289890178=7, 597022555=7}]
[856768264(TR: 10.04062, TS: 9.67222) -> {880680199=68444, 2087390487=1778, 1689826712=7, 289890178=7, 597022555=7}]
[322280128(TR: 10.04186, TS: 9.59785) -> {880680199=90020, 2087390487=2340, 1689826712=10, 289890178=10, 597022555=10}]
[820784833(TR: 10.04218, TS: 9.54352) -> {880680199=127636, 2087390487=3318, 1689826712=14, 289890178=14, 597022555=14}]
[788698011(TR: 10.04240, TS: 9.69435) -> {880680199=94608, 2087390487=2456, 1689826712=9, 289890178=9, 597022555=9}]
