[188549681(TR: 10.91726, TS: 10.56279) -> {880680199=546, 2087390487=14}]
[849057369(TR: 10.92679, TS: 10.57958) -> {880680199=624, 2087390487=16}]
[2009872520(TR: 10.93103, TS: 10.55861) -> {880680199=624, 2087390487=16}]
[663561194(TR: 10.93282, TS: 10.54672) -> {880680199=624, 2087390487=16}]
[37784363(TR: 10.93477, TS: 10.67034) -> {880680199=624, 2087390487=16}]
[1640981968(TR: 10.93664, TS: 10.48777) -> {880680199=546, 2087390487=14}]
[260574958(TR: 10.93733, TS: 10.56383) -> {880680199=1506, 2087390487=39}]
[1104477830(TR: 10.94244, TS: 10.58172) -> {880680199=2076, 2087390487=54}]
[1204501572(TR: 10.94472, TS: 10.56462) -> {880680199=1584, 2087390487=41}]
[1571827848(TR: 10.94564, TS: 10.58009) -> {880680199=2348, 2087390487=63, 1689826712=1, 289890178=1, 597022555=1}]
[310422190(TR: 10.95462, TS: 10.47297) -> {880680199=624, 2087390487=16}]
[1950762678(TR: 10.95512, TS: 10.66139) -> {880680199=546, 2087390487=14}]
[1785818470(TR: 10.95696, TS: 10.57157) -> {880680199=1092, 2087390487=28}]
[907621584(TR: 10.96098, TS: 10.49019) -> {880680199=624, 2087390487=16}]
[568012135(TR: 10.96545, TS: 10.49202) -> {880680199=546, 2087390487=14}]
[1735310364(TR: 10.97136, TS: 10.70322) -> {880680199=546, 2087390487=14}]
[102102986(TR: 10.97385, TS: 10.64441) -> {880680199=312, 2087390487=8}]
[2044066924(TR: 10.97778, TS: 10.63288) -> {880680199=1584, 2087390487=41}]
[18699812(TR: 10.98155, TS: 10.57519) -> {880680199=1038, 2087390487=27}]
[327255111(TR: 10.98371, TS: 10.52061) -> {880680199=624, 2087390487=16}]
[981699162(TR: 10.98871, TS: 10.51922) -> {880680199=546, 2087390487=14}]
[1818441722(TR: 10.98897, TS: 10.59744) -> {880680199=1248, 2087390487=32}]
[119857188(TR: 10.99252, TS: 10.58742) -> {880680199=414, 2087390487=11}]
[412675899(TR: 10.99518, TS: 10.64424) -> {880680199=1326, 2087390487=34}]
[1055881000(TR: 10.99653, TS: 10.64780) -> {880680199=312, 2087390487=8}]
[1262898152(TR: 10.99985, TS: 10.64217) -> {880680199=468, 2087390487=12}]
