[951329272(TR: 7.12895, TS: 6.37705) -> {880680199=470540101721489675116, 2087390487=12228987683733918382, 1689826712=50659200523748018, 289890178=50659200523748018, 597022555=50659200523748018}]
[1686043938(TR: 7.14170, TS: 6.37119) -> {880680199=117670391137154711344, 2087390487=3058166049379853852, 1689826712=12668607667044236, 289890178=12668607667044236, 597022555=12668607667044236}]
[120201266(TR: 7.14241, TS: 6.34047) -> {880680199=120626162788290511690, 2087390487=3134984358776784581, 1689826712=12986831402363591, 289890178=12986831402363591, 597022555=12986831402363591}]
[2010558014(TR: 7.14534, TS: 6.35206) -> {880680199=192145248464237493230, 2087390487=4993712264609387343, 1689826712=20686705842971953, 289890178=20686705842971953, 597022555=20686705842971953}]
[1861548765(TR: 7.14734, TS: 6.39933) -> {880680199=286399236703266445032, 2087390487=7443303398502028444, 1689826712=30834261115943616, 289890178=30834261115943616, 597022555=30834261115943616}]
[2104532428(TR: 7.14735, TS: 6.40158) -> {880680199=210111091544080256088, 2087390487=5460631179591301167, 1689826712=22620941084188515, 289890178=22620941084188515, 597022555=22620941084188515}]
[722278880(TR: 7.14739, TS: 6.43860) -> {880680199=94253988239028951802, 2087390487=2449591133892641101, 1689826712=10147555272971663, 289890178=10147555272971663, 597022555=10147555272971663}]
[1768486369(TR: 7.14788, TS: 6.37265) -> {880680199=13186087274630779944, 2087390487=342696612442071740, 1689826712=1419638064695964, 289890178=1419638064695964, 597022555=1419638064695964}]
[1074696820(TR: 7.14788, TS: 6.37265) -> {880680199=13186087274630779944, 2087390487=342696612442071740, 1689826712=1419638064695964, 289890178=1419638064695964, 597022555=1419638064695964}]
[537118723(TR: 7.14804, TS: 6.37313) -> {880680199=92302610922415459608, 2087390487=2398876287094502180, 1689826712=9937466452871748, 289890178=9937466452871748, 597022555=9937466452871748}]
[1508159282(TR: 7.14812, TS: 6.37939) -> {880680199=133812250062921291634, 2087390487=3477680971218856321, 1689826712=14406469467059555, 289890178=14406469467059555, 597022555=14406469467059555}]
[451248119(TR: 7.14812, TS: 6.37287) -> {880680199=265208765982621401942, 2087390487=6892578806682459299, 1689826712=28552856616080101, 289890178=28552856616080101, 597022555=28552856616080101}]
[873223863(TR: 7.14829, TS: 6.37082) -> {880680199=165366128440799368320, 2087390487=4297742829167574136, 1689826712=17803617225979896, 289890178=17803617225979896, 597022555=17803617225979896}]
[175231973(TR: 7.14846, TS: 6.37100) -> {880680199=385834928770911913632, 2087390487=10027563165459243880, 1689826712=41539688018443692, 289890178=41539688018443692, 597022555=41539688018443692}]
[1989173414(TR: 7.14862, TS: 6.39956) -> {880680199=120626162788290511690, 2087390487=3134984358776784581, 1689826712=12986831402363591, 289890178=12986831402363591, 597022555=12986831402363591}]
[1195090756(TR: 7.14883, TS: 6.37191) -> {880680199=594752687130872339960, 2087390487=15457180502111681284, 1689826712=64032152688284494, 289890178=64032152688284494, 597022555=64032152688284494}]
[290782458(TR: 7.14884, TS: 6.37180) -> {880680199=171419134570200139272, 2087390487=4455055961746932620, 1689826712=18455294841047532, 289890178=18455294841047532, 597022555=18455294841047532}]
[364837838(TR: 7.14888, TS: 6.37112) -> {880680199=346418129774148744060, 2087390487=9003149841918525686, 1689826712=37296003968784726, 289890178=37296003968784726, 597022555=37296003968784726}]
[1616784527(TR: 7.14890, TS: 6.37237) -> {880680199=317953115081144521718, 2087390487=8263365256450746259, 1689826712=34231408874863957, 289890178=34231408874863957, 597022555=34231408874863957}]
[2061865539(TR: 7.14891, TS: 6.39498) -> {880680199=211924379376183663146, 2087390487=5507757183272494953, 1689826712=22816162940015899, 289890178=22816162940015899, 597022555=22816162940015899}]
[1281360585(TR: 7.14913, TS: 6.37850) -> {880680199=144042565686416271232, 2087390487=3743559274263997332, 1689826712=15507883796436164, 289890178=15507883796436164, 597022555=15507883796436164}]
[778231808(TR: 7.14958, TS: 6.37804) -> {880680199=177145873357503306228, 2087390487=4603889648486121817, 1689826712=19071845922448605, 289890178=19071845922448605, 597022555=19071845922448605}]
[1061784343(TR: 7.14959, TS: 6.37515) -> {880680199=130856478411785491288, 2087390487=3400862661821925592, 1689826712=14088245731740200, 289890178=14088245731740200, 597022555=14088245731740200}]
[1768452407(TR: 7.14962, TS: 6.33519) -> {880680199=117670391137154711344, 2087390487=3058166049379853852, 1689826712=12668607667044236, 289890178=12668607667044236, 597022555=12668607667044236}]
[626147481(TR: 7.14965, TS: 6.37044) -> {880680199=117670391137154711344, 2087390487=3058166049379853852, 1689826712=12668607667044236, 289890178=12668607667044236, 597022555=12668607667044236}]
[470402771(TR: 7.14977, TS: 6.36970) -> {880680199=268444089945396457684, 2087390487=6976662472981832189, 1689826712=28901177460100913, 289890178=28901177460100913, 597022555=28901177460100913}]
[1869342582(TR: 7.14979, TS: 6.38506) -> {880680199=26372174549261559888, 2087390487=685393224884143480, 1689826712=2839276129391928, 289890178=2839276129391928, 597022555=2839276129391928}]
[1168163429(TR: 7.14985, TS: 6.37173) -> {880680199=144042565686416271232, 2087390487=3743559274263997332, 1689826712=15507883796436164, 289890178=15507883796436164, 597022555=15507883796436164}]
[1916867776(TR: 7.14986, TS: 6.38015) -> {880680199=112621779342276248544, 2087390487=2926956379399287176, 1689826712=12125064967196040, 289890178=12125064967196040, 597022555=12125064967196040}]
[539781893(TR: 7.14988, TS: 6.37069) -> {880680199=490319232633435845032, 2087390487=12743032602397025992, 1689826712=52788657620791964, 289890178=52788657620791964, 597022555=52788657620791964}]
[273446945(TR: 7.14991, TS: 6.37059) -> {880680199=336187814150653764462, 2087390487=8737271538873384675, 1689826712=36194589639408117, 289890178=36194589639408117, 597022555=36194589639408117}]
[1404842919(TR: 7.14993, TS: 6.37235) -> {880680199=520328679168876994546, 2087390487=13522955824105274613, 1689826712=56019529047212519, 289890178=56019529047212519, 597022555=56019529047212519}]
[698472964(TR: 7.15000, TS: 6.43431) -> {880680199=107440075513659731746, 2087390487=2792287746334712841, 1689826712=11567193337667627, 289890178=11567193337667627, 597022555=11567193337667627}]
[1779886198(TR: 7.15016, TS: 6.37419) -> {880680199=130856478411785491288, 2087390487=3400862661821925592, 1689826712=14088245731740200, 289890178=14088245731740200, 597022555=14088245731740200}]
[426248293(TR: 7.15026, TS: 6.36017) -> {880680199=146127035036767817424, 2087390487=3797733084146143912, 1689826712=15732301546216296, 289890178=15732301546216296, 597022555=15732301546216296}]
[729489892(TR: 7.15028, TS: 6.38740) -> {880680199=146998337337552071578, 2087390487=3820377583660928061, 1689826712=15826107531755519, 289890178=15826107531755519, 597022555=15826107531755519}]
[204320629(TR: 7.15029, TS: 6.36431) -> {880680199=86249604793014688656, 2087390487=2241563154515143696, 1689826712=9285788837804112, 289890178=9285788837804112, 597022555=9285788837804112}]
[1361421278(TR: 7.15033, TS: 6.37130) -> {880680199=528873100122805876712, 2087390487=13745018977124449404, 1689826712=56939436899660416, 289890178=56939436899660416, 597022555=56939436899660416}]
[139961023(TR: 7.15056, TS: 6.38811) -> {880680199=303095153420535768516, 2087390487=7877217870737506174, 1689826712=32631773782358670, 289890178=32631773782358670, 597022555=32631773782358670}]
[2060572240(TR: 7.15056, TS: 6.38270) -> {880680199=286399236703266445032, 2087390487=7443303398502028444, 1689826712=30834261115943616, 289890178=30834261115943616, 597022555=30834261115943616}]
[468097144(TR: 7.15063, TS: 6.39410) -> {880680199=120626162788290511690, 2087390487=3134984358776784581, 1689826712=12986831402363591, 289890178=12986831402363591, 597022555=12986831402363591}]
[1738662793(TR: 7.15067, TS: 6.38669) -> {880680199=118674785471677019496, 2087390487=3084269511978645660, 1689826712=12776742582263676, 289890178=12776742582263676, 597022555=12776742582263676}]
[1381427096(TR: 7.15072, TS: 6.36966) -> {880680199=130856478411785491288, 2087390487=3400862661821925592, 1689826712=14088245731740200, 289890178=14088245731740200, 597022555=14088245731740200}]
[641849556(TR: 7.15072, TS: 6.38413) -> {880680199=596410377141599858852, 2087390487=15500262634007659469, 1689826712=64210622600571301, 289890178=64210622600571301, 597022555=64210622600571301}]
[164340028(TR: 7.15075, TS: 6.37474) -> {880680199=291040903023968342810, 2087390487=7563936857924925393, 1689826712=31333991328191683, 289890178=31333991328191683, 597022555=31333991328191683}]
[1637787175(TR: 7.15083, TS: 6.38510) -> {880680199=209973002059570170952, 2087390487=5457042336474356032, 1689826712=22606074119915984, 289890178=22606074119915984, 597022555=22606074119915984}]
[68282283(TR: 7.15098, TS: 6.37266) -> {880680199=107440075513659731746, 2087390487=2792287746334712841, 1689826712=11567193337667627, 289890178=11567193337667627, 597022555=11567193337667627}]
[750651525(TR: 7.15102, TS: 6.37966) -> {880680199=607308123435546767096, 2087390487=15783486964349705432, 1689826712=65383893726126928, 289890178=65383893726126928, 597022555=65383893726126928}]
[2024316527(TR: 7.15105, TS: 6.37445) -> {880680199=146998337337552071578, 2087390487=3820377583660928061, 1689826712=15826107531755519, 289890178=15826107531755519, 597022555=15826107531755519}]
