[75061034(TR: 8.66957, TS: 7.89300) -> {880680199=507680539730, 2087390487=13194239994, 1689826712=54657784, 289890178=54657784, 597022555=54657784}]
[2099015814(TR: 8.67119, TS: 7.94737) -> {880680199=814123194776, 2087390487=21158457458, 1689826712=87650104, 289890178=87650104, 597022555=87650104}]
[463602473(TR: 8.67331, TS: 7.97271) -> {880680199=869587889320, 2087390487=22599942877, 1689826712=93621302, 289890178=93621302, 597022555=93621302}]
[498849600(TR: 8.67368, TS: 7.89310) -> {880680199=561522572950, 2087390487=14593554539, 1689826712=60454544, 289890178=60454544, 597022555=60454544}]
[1395987418(TR: 8.67561, TS: 7.92425) -> {880680199=478325788720, 2087390487=12431332092, 1689826712=51497477, 289890178=51497477, 597022555=51497477}]
[1295237498(TR: 8.67570, TS: 7.93911) -> {880680199=169936856686, 2087390487=4416532779, 1689826712=18295745, 289890178=18295745, 597022555=18295745}]
[1174612158(TR: 8.67574, TS: 7.87588) -> {880680199=478325788720, 2087390487=12431332092, 1689826712=51497477, 289890178=51497477, 597022555=51497477}]
[96597737(TR: 8.67760, TS: 7.84765) -> {880680199=1416467481946, 2087390487=36812937519, 1689826712=152499440, 289890178=152499440, 597022555=152499440}]
[2123468360(TR: 8.67774, TS: 7.85235) -> {880680199=507680539730, 2087390487=13194239994, 1689826712=54657784, 289890178=54657784, 597022555=54657784}]
[422625706(TR: 8.67791, TS: 7.97729) -> {880680199=478325788720, 2087390487=12431332092, 1689826712=51497477, 289890178=51497477, 597022555=51497477}]
[771401969(TR: 8.67793, TS: 7.97791) -> {880680199=478325788720, 2087390487=12431332092, 1689826712=51497477, 289890178=51497477, 597022555=51497477}]
[1927492392(TR: 8.67803, TS: 7.97422) -> {880680199=1796491558984, 2087390487=46689481333, 1689826712=193413632, 289890178=193413632, 597022555=193413632}]
[2015360291(TR: 8.67806, TS: 7.88115) -> {880680199=1416467481946, 2087390487=36812937519, 1689826712=152499440, 289890178=152499440, 597022555=152499440}]
[168740774(TR: 8.67813, TS: 7.90484) -> {880680199=478325788720, 2087390487=12431332092, 1689826712=51497477, 289890178=51497477, 597022555=51497477}]
[1917541174(TR: 8.67827, TS: 8.00374) -> {880680199=478325788720, 2087390487=12431332092, 1689826712=51497477, 289890178=51497477, 597022555=51497477}]
[425348132(TR: 8.67836, TS: 7.97502) -> {880680199=786714720754, 2087390487=20446131405, 1689826712=84699209, 289890178=84699209, 597022555=84699209}]
[518718657(TR: 8.67855, TS: 7.93757) -> {880680199=859439507992, 2087390487=22336194473, 1689826712=92528855, 289890178=92528855, 597022555=92528855}]
[1654969165(TR: 8.67862, TS: 7.86820) -> {880680199=507680539730, 2087390487=13194239994, 1689826712=54657784, 289890178=54657784, 597022555=54657784}]
[1251915460(TR: 8.67885, TS: 7.91685) -> {880680199=1517457377960, 2087390487=39437589922, 1689826712=163372207, 289890178=163372207, 597022555=163372207}]
[32434399(TR: 8.67931, TS: 7.92085) -> {880680199=1622060103302, 2087390487=42156137061, 1689826712=174633928, 289890178=174633928, 597022555=174633928}]
[1206200623(TR: 8.67933, TS: 7.92253) -> {880680199=3039860743832, 2087390487=79003723291, 1689826712=327277168, 289890178=327277168, 597022555=327277168}]
[52409381(TR: 8.67941, TS: 7.99475) -> {880680199=478325788720, 2087390487=12431332092, 1689826712=51497477, 289890178=51497477, 597022555=51497477}]
[1015548436(TR: 8.67958, TS: 7.86868) -> {880680199=1009776838230, 2087390487=26243349928, 1689826712=108714423, 289890178=108714423, 597022555=108714423}]
[1247192394(TR: 8.67961, TS: 7.96708) -> {880680199=561522572950, 2087390487=14593554539, 1689826712=60454544, 289890178=60454544, 597022555=60454544}]
[605307262(TR: 8.67968, TS: 7.91584) -> {880680199=1015361079460, 2087390487=26388479988, 1689826712=109315568, 289890178=109315568, 597022555=109315568}]
[1515480901(TR: 8.67983, TS: 7.84602) -> {880680199=507680539730, 2087390487=13194239994, 1689826712=54657784, 289890178=54657784, 597022555=54657784}]
[644878001(TR: 8.68004, TS: 7.92153) -> {880680199=1015361079460, 2087390487=26388479988, 1689826712=109315568, 289890178=109315568, 597022555=109315568}]
[1500742592(TR: 8.68030, TS: 7.96608) -> {880680199=521695824948, 2087390487=13558487258, 1689826712=56166816, 289890178=56166816, 597022555=56166816}]
[1609180705(TR: 8.68062, TS: 7.94731) -> {880680199=1592705352292, 2087390487=41393229159, 1689826712=171473621, 289890178=171473621, 597022555=171473621}]
[654122198(TR: 8.68073, TS: 7.96561) -> {880680199=1606327480744, 2087390487=41747258597, 1689826712=172940336, 289890178=172940336, 597022555=172940336}]
[6196030(TR: 8.68081, TS: 7.95222) -> {880680199=1869216346222, 2087390487=48579544401, 1689826712=201243278, 289890178=201243278, 597022555=201243278}]
[1173775734(TR: 8.68084, TS: 7.96572) -> {880680199=1521393822952, 2087390487=39539895633, 1689826712=163796135, 289890178=163796135, 597022555=163796135}]
[1269008583(TR: 8.68085, TS: 7.92522) -> {880680199=1021662093120, 2087390487=26552238849, 1689826712=109994004, 289890178=109994004, 597022555=109994004}]
[100021961(TR: 8.68090, TS: 7.95199) -> {880680199=351758968262, 2087390487=9141954479, 1689826712=37871071, 289890178=37871071, 597022555=37871071}]
[1896172082(TR: 8.68110, TS: 7.92850) -> {880680199=1114379563572, 2087390487=28961897067, 1689826712=119976144, 289890178=119976144, 597022555=119976144}]
[128867505(TR: 8.68130, TS: 7.96399) -> {880680199=2024903379350, 2087390487=52625735109, 1689826712=218004934, 289890178=218004934, 597022555=218004934}]
[1344018739(TR: 8.68166, TS: 7.95463) -> {880680199=2286473662946, 2087390487=59423751697, 1689826712=246165838, 289890178=246165838, 597022555=246165838}]
[1692941703(TR: 8.68169, TS: 7.99811) -> {880680199=308388932034, 2087390487=8014799313, 1689826712=33201732, 289890178=33201732, 597022555=33201732}]
[1063763954(TR: 8.68241, TS: 7.94705) -> {880680199=1217175874250, 2087390487=31633496838, 1689826712=131043388, 289890178=131043388, 597022555=131043388}]
[1255749499(TR: 8.68245, TS: 7.94000) -> {880680199=1353288515844, 2087390487=35170963697, 1689826712=145697646, 289890178=145697646, 597022555=145697646}]
[2050779794(TR: 8.68250, TS: 7.96946) -> {880680199=1217175874250, 2087390487=31633496838, 1689826712=131043388, 289890178=131043388, 597022555=131043388}]
[1595761751(TR: 8.68275, TS: 7.98075) -> {880680199=1683711084096, 2087390487=43758400335, 1689826712=181271406, 289890178=181271406, 597022555=181271406}]
[1560795241(TR: 8.68276, TS: 7.95588) -> {880680199=1519682084304, 2087390487=39495408591, 1689826712=163611780, 289890178=163611780, 597022555=163611780}]
[1592151645(TR: 8.68282, TS: 7.94403) -> {880680199=507680539730, 2087390487=13194239994, 1689826712=54657784, 289890178=54657784, 597022555=54657784}]
[1192744937(TR: 8.68282, TS: 7.94314) -> {880680199=169936856686, 2087390487=4416532779, 1689826712=18295745, 289890178=18295745, 597022555=18295745}]
[1939614848(TR: 8.68303, TS: 7.99848) -> {880680199=869587889320, 2087390487=22599942877, 1689826712=93621302, 289890178=93621302, 597022555=93621302}]
[280720906(TR: 8.68303, TS: 7.99848) -> {880680199=869587889320, 2087390487=22599942877, 1689826712=93621302, 289890178=93621302, 597022555=93621302}]
[2084787942(TR: 8.68305, TS: 7.94126) -> {880680199=1519682084304, 2087390487=39495408591, 1689826712=163611780, 289890178=163611780, 597022555=163611780}]
[93486616(TR: 8.68305, TS: 7.96632) -> {880680199=169936856686, 2087390487=4416532779, 1689826712=18295745, 289890178=18295745, 597022555=18295745}]
[402176518(TR: 8.68331, TS: 7.99134) -> {880680199=2646479921856, 2087390487=68780046886, 1689826712=284924757, 289890178=284924757, 597022555=284924757}]
[1555600853(TR: 8.68344, TS: 7.91280) -> {880680199=1519682084304, 2087390487=39495408591, 1689826712=163611780, 289890178=163611780, 597022555=163611780}]
[984222914(TR: 8.68353, TS: 8.02501) -> {880680199=1726269671878, 2087390487=44864466374, 1689826712=185853332, 289890178=185853332, 597022555=185853332}]
[752797489(TR: 8.68366, TS: 7.96754) -> {880680199=549637318060, 2087390487=14284665618, 1689826712=59174963, 289890178=59174963, 597022555=59174963}]
[2116317222(TR: 8.68381, TS: 7.93528) -> {880680199=169936856686, 2087390487=4416532779, 1689826712=18295745, 289890178=18295745, 597022555=18295745}]
[1722438666(TR: 8.68382, TS: 7.95978) -> {880680199=1079675109672, 2087390487=28059953912, 1689826712=116239749, 289890178=116239749, 597022555=116239749}]
[210540545(TR: 8.68402, TS: 7.95777) -> {880680199=379700461374, 2087390487=9868132839, 1689826712=40879218, 289890178=40879218, 597022555=40879218}]
[1446064622(TR: 8.68416, TS: 7.90828) -> {880680199=1359405776164, 2087390487=35329946064, 1689826712=146356043, 289890178=146356043, 597022555=146356043}]
[197779022(TR: 8.68426, TS: 7.91909) -> {880680199=1778374831536, 2087390487=46218640402, 1689826712=191462958, 289890178=191462958, 597022555=191462958}]
[1064816953(TR: 8.68452, TS: 7.90829) -> {880680199=1724856413980, 2087390487=44827736832, 1689826712=185701172, 289890178=185701172, 597022555=185701172}]
[1465064006(TR: 8.68452, TS: 7.90819) -> {880680199=2631836941532, 2087390487=68399486989, 1689826712=283348351, 289890178=283348351, 597022555=283348351}]
[137559811(TR: 8.68456, TS: 7.90241) -> {880680199=1015361079460, 2087390487=26388479988, 1689826712=109315568, 289890178=109315568, 597022555=109315568}]
[1296853989(TR: 8.68463, TS: 7.93284) -> {880680199=1254568512482, 2087390487=32605304118, 1689826712=135069265, 289890178=135069265, 597022555=135069265}]
[1286833516(TR: 8.68464, TS: 7.90983) -> {880680199=1748233766994, 2087390487=45435296848, 1689826712=188218017, 289890178=188218017, 597022555=188218017}]
[58533782(TR: 8.68465, TS: 7.89203) -> {880680199=986006328450, 2087390487=25625572086, 1689826712=106155261, 289890178=106155261, 597022555=106155261}]
[472386077(TR: 8.68467, TS: 7.99262) -> {880680199=169936856686, 2087390487=4416532779, 1689826712=18295745, 289890178=18295745, 597022555=18295745}]
[840255806(TR: 8.68467, TS: 7.90721) -> {880680199=1726269671878, 2087390487=44864466374, 1689826712=185853332, 289890178=185853332, 597022555=185853332}]
[1650270965(TR: 8.68473, TS: 7.94406) -> {880680199=1839861595212, 2087390487=47816636499, 1689826712=198082971, 289890178=198082971, 597022555=198082971}]
[150403263(TR: 8.68485, TS: 7.96313) -> {880680199=930751037332, 2087390487=24189527999, 1689826712=100206341, 289890178=100206341, 597022555=100206341}]
[1414689630(TR: 8.68489, TS: 7.91112) -> {880680199=677617396416, 2087390487=17610772773, 1689826712=72953529, 289890178=72953529, 597022555=72953529}]
[1276550227(TR: 8.68493, TS: 7.90771) -> {880680199=2556982123966, 2087390487=66454065578, 1689826712=275289254, 289890178=275289254, 597022555=275289254}]
[1205294510(TR: 8.68497, TS: 7.87034) -> {880680199=1274795734036, 2087390487=33130994075, 1689826712=137246816, 289890178=137246816, 597022555=137246816}]
[2027650795(TR: 8.68502, TS: 7.96739) -> {880680199=1240946384030, 2087390487=32251274680, 1689826712=133602550, 289890178=133602550, 597022555=133602550}]
[1070869037(TR: 8.68502, TS: 7.90222) -> {880680199=1160114168468, 2087390487=30150505383, 1689826712=124899991, 289890178=124899991, 597022555=124899991}]
[1205394816(TR: 8.68504, TS: 7.89533) -> {880680199=1086672608800, 2087390487=28241813514, 1689826712=116993054, 289890178=116993054, 597022555=116993054}]
[987732720(TR: 8.68515, TS: 7.92746) -> {880680199=1185297936146, 2087390487=30805012767, 1689826712=127611313, 289890178=127611313, 597022555=127611313}]
[433096550(TR: 8.68522, TS: 7.89361) -> {880680199=942636292222, 2087390487=24498416920, 1689826712=101485922, 289890178=101485922, 597022555=101485922}]
[130765619(TR: 8.68522, TS: 7.95987) -> {880680199=847554253102, 2087390487=22027305552, 1689826712=91249274, 289890178=91249274, 597022555=91249274}]
[117357207(TR: 8.68522, TS: 7.90243) -> {880680199=1748626923760, 2087390487=45445514674, 1689826712=188260334, 289890178=188260334, 597022555=188260334}]
[1085319330(TR: 8.68523, TS: 7.89254) -> {880680199=507680539730, 2087390487=13194239994, 1689826712=54657784, 289890178=54657784, 597022555=54657784}]
[1564933221(TR: 8.68525, TS: 7.91580) -> {880680199=2290340566836, 2087390487=59524250557, 1689826712=246582423, 289890178=246582423, 597022555=246582423}]
[4812341(TR: 8.68527, TS: 7.95741) -> {880680199=869911504984, 2087390487=22608353852, 1689826712=93656276, 289890178=93656276, 597022555=93656276}]
[1938835113(TR: 8.68531, TS: 7.90141) -> {880680199=1924148021676, 2087390487=50007177513, 1689826712=207157224, 289890178=207157224, 597022555=207157224}]
[916460993(TR: 8.68534, TS: 7.94775) -> {880680199=865740521652, 2087390487=22499953334, 1689826712=93207291, 289890178=93207291, 597022555=93207291}]
[1550803620(TR: 8.68537, TS: 7.91349) -> {880680199=1185297936146, 2087390487=30805012767, 1689826712=127611313, 289890178=127611313, 597022555=127611313}]
[387749850(TR: 8.68537, TS: 7.94152) -> {880680199=737043670866, 2087390487=19155217378, 1689826712=79351434, 289890178=79351434, 597022555=79351434}]
[1724399262(TR: 8.68538, TS: 7.91379) -> {880680199=2362647062394, 2087390487=61403442324, 1689826712=254366973, 289890178=254366973, 597022555=254366973}]
[1357914523(TR: 8.68539, TS: 7.90604) -> {880680199=816069471764, 2087390487=21209039307, 1689826712=87859516, 289890178=87859516, 597022555=87859516}]
[2007831395(TR: 8.68540, TS: 7.89144) -> {880680199=1015361079460, 2087390487=26388479988, 1689826712=109315568, 289890178=109315568, 597022555=109315568}]
[83687435(TR: 8.68541, TS: 7.90022) -> {880680199=1086672608800, 2087390487=28241813514, 1689826712=116993054, 289890178=116993054, 597022555=116993054}]
[602348228(TR: 8.68543, TS: 7.89986) -> {880680199=507680539730, 2087390487=13194239994, 1689826712=54657784, 289890178=54657784, 597022555=54657784}]
[1925843930(TR: 8.68553, TS: 7.93640) -> {880680199=1381135332940, 2087390487=35894681731, 1689826712=148695671, 289890178=148695671, 597022555=148695671}]
[1843607787(TR: 8.68554, TS: 7.91780) -> {880680199=2633643356196, 2087390487=68446434357, 1689826712=283542828, 289890178=283542828, 597022555=283542828}]
[247245308(TR: 8.68556, TS: 7.96608) -> {880680199=648262645406, 2087390487=16847864871, 1689826712=69793222, 289890178=69793222, 597022555=69793222}]
[353805269(TR: 8.68558, TS: 7.90934) -> {880680199=1240946384030, 2087390487=32251274680, 1689826712=133602550, 289890178=133602550, 597022555=133602550}]
[933297782(TR: 8.68565, TS: 7.89840) -> {880680199=1517457377960, 2087390487=39437589922, 1689826712=163372207, 289890178=163372207, 597022555=163372207}]
[1139846153(TR: 8.68565, TS: 7.89844) -> {880680199=2631836941532, 2087390487=68399486989, 1689826712=283348351, 289890178=283348351, 597022555=283348351}]
[686296770(TR: 8.68566, TS: 7.90388) -> {880680199=1416467481946, 2087390487=36812937519, 1689826712=152499440, 289890178=152499440, 597022555=152499440}]
[146802689(TR: 8.68566, TS: 7.96597) -> {880680199=695803664966, 2087390487=18083420555, 1689826712=74911546, 289890178=74911546, 597022555=74911546}]
[941823009(TR: 8.68567, TS: 7.89877) -> {880680199=1779718548332, 2087390487=46253563093, 1689826712=191607775, 289890178=191607775, 597022555=191607775}]
[2130016200(TR: 8.68573, TS: 7.91315) -> {880680199=1409076826052, 2087390487=36620860091, 1689826712=151703818, 289890178=151703818, 597022555=151703818}]
[369354954(TR: 8.68578, TS: 7.93219) -> {880680199=1284316420258, 2087390487=33378429846, 1689826712=138271889, 289890178=138271889, 597022555=138271889}]
[512457227(TR: 8.68579, TS: 7.90999) -> {880680199=1920788486790, 2087390487=49919866122, 1689826712=206795652, 289890178=206795652, 597022555=206795652}]
[1051326439(TR: 8.68580, TS: 7.90012) -> {880680199=1779718548332, 2087390487=46253563093, 1689826712=191607775, 289890178=191607775, 597022555=191607775}]
[1807191245(TR: 8.68582, TS: 8.01698) -> {880680199=478325788720, 2087390487=12431332092, 1689826712=51497477, 289890178=51497477, 597022555=51497477}]
[1652260041(TR: 8.68584, TS: 7.84874) -> {880680199=1978408346576, 2087390487=51417363359, 1689826712=212999080, 289890178=212999080, 597022555=212999080}]
[669325743(TR: 8.68586, TS: 7.89729) -> {880680199=1517457377960, 2087390487=39437589922, 1689826712=163372207, 289890178=163372207, 597022555=163372207}]
[1451410555(TR: 8.68586, TS: 7.85529) -> {880680199=1741236267866, 2087390487=45253437246, 1689826712=187464712, 289890178=187464712, 597022555=187464712}]
[25492354(TR: 8.68586, TS: 7.98828) -> {880680199=339873713372, 2087390487=8833065558, 1689826712=36591490, 289890178=36591490, 597022555=36591490}]
[941638223(TR: 8.68588, TS: 7.93313) -> {880680199=847554253102, 2087390487=22027305552, 1689826712=91249274, 289890178=91249274, 597022555=91249274}]
[923212933(TR: 8.68591, TS: 7.91067) -> {880680199=2231008968402, 2087390487=57982266278, 1689826712=240194640, 289890178=240194640, 597022555=240194640}]
[2011608834(TR: 8.68595, TS: 7.93110) -> {880680199=1284316420258, 2087390487=33378429846, 1689826712=138271889, 289890178=138271889, 597022555=138271889}]
[1360534167(TR: 8.68597, TS: 7.94312) -> {880680199=2161225424370, 2087390487=56168643300, 1689826712=232681470, 289890178=232681470, 597022555=232681470}]
[1804605633(TR: 8.68598, TS: 7.90035) -> {880680199=2728332238550, 2087390487=70907327899, 1689826712=293737159, 289890178=293737159, 597022555=293737159}]
[1694290434(TR: 8.68601, TS: 7.91683) -> {880680199=1248660655588, 2087390487=32451763083, 1689826712=134433146, 289890178=134433146, 597022555=134433146}]
[643835704(TR: 8.68603, TS: 7.90511) -> {880680199=2758403761990, 2087390487=71688864602, 1689826712=296974757, 289890178=296974757, 597022555=296974757}]
[926768577(TR: 8.68604, TS: 7.89681) -> {880680199=1416467481946, 2087390487=36812937519, 1689826712=152499440, 289890178=152499440, 597022555=152499440}]
[1543511543(TR: 8.68605, TS: 7.92909) -> {880680199=1796167943320, 2087390487=46681070358, 1689826712=193378658, 289890178=193378658, 597022555=193378658}]
[1592703159(TR: 8.68605, TS: 7.91155) -> {880680199=1995783166680, 2087390487=51868922014, 1689826712=214869684, 289890178=214869684, 597022555=214869684}]
[2031099317(TR: 8.68615, TS: 7.90038) -> {880680199=3192826495392, 2087390487=82979189221, 1689826712=343745643, 289890178=343745643, 597022555=343745643}]
[605983747(TR: 8.68616, TS: 7.91653) -> {880680199=1217175874250, 2087390487=31633496838, 1689826712=131043388, 289890178=131043388, 597022555=131043388}]
[2024655570(TR: 8.68617, TS: 7.86715) -> {880680199=1221670473246, 2087390487=31750308331, 1689826712=131527347, 289890178=131527347, 597022555=131527347}]
[1395523184(TR: 8.68620, TS: 7.92260) -> {880680199=816069471764, 2087390487=21209039307, 1689826712=87859516, 289890178=87859516, 597022555=87859516}]
[707378197(TR: 8.68622, TS: 7.95133) -> {880680199=1410883240716, 2087390487=36667807459, 1689826712=151898295, 289890178=151898295, 597022555=151898295}]
[2059901919(TR: 8.68623, TS: 7.86639) -> {880680199=1470309515166, 2087390487=38212252064, 1689826712=158296200, 289890178=158296200, 597022555=158296200}]
[1823089935(TR: 8.68634, TS: 7.87639) -> {880680199=1710537049320, 2087390487=44455587910, 1689826712=184159740, 289890178=184159740, 597022555=184159740}]
[1346930836(TR: 8.68636, TS: 7.90815) -> {880680199=1817573884432, 2087390487=47237395050, 1689826712=195683312, 289890178=195683312, 597022555=195683312}]
[929456028(TR: 8.68636, TS: 7.90375) -> {880680199=1251025224256, 2087390487=32513216233, 1689826712=134687654, 289890178=134687654, 597022555=134687654}]
[1907962828(TR: 8.68637, TS: 7.90064) -> {880680199=1009776838230, 2087390487=26243349928, 1689826712=108714423, 289890178=108714423, 597022555=108714423}]
[1275519657(TR: 8.68638, TS: 7.90387) -> {880680199=816069471764, 2087390487=21209039307, 1689826712=87859516, 289890178=87859516, 597022555=87859516}]
[1478414229(TR: 8.68652, TS: 7.89986) -> {880680199=2873085327558, 2087390487=74669353294, 1689826712=309321582, 289890178=309321582, 597022555=309321582}]
[1560404405(TR: 8.68655, TS: 7.90818) -> {880680199=2396889569166, 2087390487=62293379545, 1689826712=258053556, 289890178=258053556, 597022555=258053556}]
[1704889994(TR: 8.68657, TS: 7.91941) -> {880680199=1920788486790, 2087390487=49919866122, 1689826712=206795652, 289890178=206795652, 597022555=206795652}]
[519453498(TR: 8.68657, TS: 7.90561) -> {880680199=1748233766994, 2087390487=45435296848, 1689826712=188218017, 289890178=188218017, 597022555=188218017}]
[809123094(TR: 8.68661, TS: 7.95580) -> {880680199=1487779011286, 2087390487=38666271045, 1689826712=160176926, 289890178=160176926, 597022555=160176926}]
[1659137773(TR: 8.68663, TS: 7.94168) -> {880680199=871324762882, 2087390487=22645083394, 1689826712=93808436, 289890178=93808436, 597022555=93808436}]
[1939822309(TR: 8.68673, TS: 7.92973) -> {880680199=1588768907300, 2087390487=41290923448, 1689826712=171049693, 289890178=171049693, 597022555=171049693}]
[1545571399(TR: 8.68674, TS: 7.91641) -> {880680199=1377268429050, 2087390487=35794182871, 1689826712=148279086, 289890178=148279086, 597022555=148279086}]
[1034737759(TR: 8.68675, TS: 7.90964) -> {880680199=2125962816466, 2087390487=55252194363, 1689826712=228885044, 289890178=228885044, 597022555=228885044}]
[2088651265(TR: 8.68676, TS: 7.90481) -> {880680199=713273161086, 2087390487=18537439536, 1689826712=76792272, 289890178=76792272, 597022555=76792272}]
[1969165077(TR: 8.68677, TS: 7.91058) -> {880680199=2633643356196, 2087390487=68446434357, 1689826712=283542828, 289890178=283542828, 597022555=283542828}]
[1434637389(TR: 8.68678, TS: 7.94157) -> {880680199=1185691092912, 2087390487=30815230593, 1689826712=127653630, 289890178=127653630, 597022555=127653630}]
