[1836751205(TR: 8.59884, TS: 7.89133) -> {880680199=7472440326994, 2087390487=194203172962, 1689826712=804496496, 289890178=804496496, 597022555=804496496}]
[1620704871(TR: 8.60055, TS: 7.85867) -> {880680199=4965040175592, 2087390487=129037705243, 1689826712=534545100, 289890178=534545100, 597022555=534545100}]
[1359768131(TR: 8.60147, TS: 7.86047) -> {880680199=4965040175592, 2087390487=129037705243, 1689826712=534545100, 289890178=534545100, 597022555=534545100}]
[1274421867(TR: 8.60263, TS: 7.79283) -> {880680199=2108727858686, 2087390487=54804270189, 1689826712=227029375, 289890178=227029375, 597022555=227029375}]
[1711445738(TR: 8.60296, TS: 7.79280) -> {880680199=2108727858686, 2087390487=54804270189, 1689826712=227029375, 289890178=227029375, 597022555=227029375}]
[1594530558(TR: 8.60310, TS: 7.83895) -> {880680199=4965040175592, 2087390487=129037705243, 1689826712=534545100, 289890178=534545100, 597022555=534545100}]
[1884237246(TR: 8.60495, TS: 7.81118) -> {880680199=7581448574008, 2087390487=197036215426, 1689826712=816232259, 289890178=816232259, 597022555=816232259}]
[1117986694(TR: 8.60504, TS: 7.83288) -> {880680199=7472440326994, 2087390487=194203172962, 1689826712=804496496, 289890178=804496496, 597022555=804496496}]
[811885822(TR: 8.60562, TS: 7.79283) -> {880680199=14064428361650, 2087390487=365524044585, 1689826712=1514201800, 289890178=1514201800, 597022555=1514201800}]
[993187174(TR: 8.60572, TS: 7.82323) -> {880680199=17048328350886, 2087390487=443073387711, 1689826712=1835453622, 289890178=1835453622, 597022555=1835453622}]
[848903523(TR: 8.60578, TS: 7.78364) -> {880680199=5787803817782, 2087390487=150420721237, 1689826712=623125369, 289890178=623125369, 597022555=623125369}]
[1755073433(TR: 8.60667, TS: 7.81221) -> {880680199=5787803817782, 2087390487=150420721237, 1689826712=623125369, 289890178=623125369, 597022555=623125369}]
[2077004256(TR: 8.60676, TS: 7.77670) -> {880680199=5787803817782, 2087390487=150420721237, 1689826712=623125369, 289890178=623125369, 597022555=623125369}]
[1450762778(TR: 8.60681, TS: 7.81215) -> {880680199=8295203969184, 2087390487=215586188956, 1689826712=893076765, 289890178=893076765, 597022555=893076765}]
[770817939(TR: 8.60695, TS: 7.85261) -> {880680199=10338134998658, 2087390487=268680448828, 1689826712=1113022456, 289890178=1113022456, 597022555=1113022456}]
[666626359(TR: 8.60721, TS: 7.88451) -> {880680199=4965040175592, 2087390487=129037705243, 1689826712=534545100, 289890178=534545100, 597022555=534545100}]
[954679217(TR: 8.60725, TS: 7.88597) -> {880680199=11260524533104, 2087390487=292652666474, 1689826712=1212328253, 289890178=1212328253, 597022555=1212328253}]
[689857157(TR: 8.60742, TS: 7.80214) -> {880680199=9182977376314, 2087390487=238658760872, 1689826712=988656236, 289890178=988656236, 597022555=988656236}]
[154361106(TR: 8.60755, TS: 7.81829) -> {880680199=11491624537802, 2087390487=298658784375, 1689826712=1237209037, 289890178=1237209037, 597022555=1237209037}]
[1899622226(TR: 8.60768, TS: 7.77976) -> {880680199=5787803817782, 2087390487=150420721237, 1689826712=623125369, 289890178=623125369, 597022555=623125369}]
[1881295987(TR: 8.60772, TS: 7.83379) -> {880680199=8966127195174, 2087390487=233022985042, 1689826712=965309541, 289890178=965309541, 597022555=965309541}]
[712114872(TR: 8.60781, TS: 7.77973) -> {880680199=12434932416146, 2087390487=323174655941, 1689826712=1338767437, 289890178=1338767437, 597022555=1338767437}]
[968495401(TR: 8.60800, TS: 7.83116) -> {880680199=20300416903610, 2087390487=527592754360, 1689826712=2185579705, 289890178=2185579705, 597022555=2185579705}]
[122104371(TR: 8.60800, TS: 7.87162) -> {880680199=12437480502586, 2087390487=323240878205, 1689826712=1339041596, 289890178=1339041596, 597022555=1339041596}]
[1701097340(TR: 8.60822, TS: 7.80281) -> {880680199=12942612955876, 2087390487=336368895935, 1689826712=1393425221, 289890178=1393425221, 597022555=1393425221}]
[1605965482(TR: 8.60829, TS: 7.84748) -> {880680199=507680539730, 2087390487=13194239994, 1689826712=54657784, 289890178=54657784, 597022555=54657784}]
[912488237(TR: 8.60834, TS: 7.77183) -> {880680199=22591753187404, 2087390487=587142881901, 1689826712=2432269040, 289890178=2432269040, 597022555=2432269040}]
[147572064(TR: 8.60841, TS: 7.88417) -> {880680199=10338134998658, 2087390487=268680448828, 1689826712=1113022456, 289890178=1113022456, 597022555=1113022456}]
[1209308234(TR: 8.60841, TS: 7.81776) -> {880680199=16864097264454, 2087390487=438285359485, 1689826712=1815619224, 289890178=1815619224, 597022555=1815619224}]
[1603258276(TR: 8.60846, TS: 7.81813) -> {880680199=13640337012176, 2087390487=354502226121, 1689826712=1468543552, 289890178=1468543552, 597022555=1468543552}]
[1928857959(TR: 8.60856, TS: 7.81329) -> {880680199=17371777804184, 2087390487=451479599479, 1689826712=1870277008, 289890178=1870277008, 597022555=1870277008}]
[609104541(TR: 8.60865, TS: 7.80433) -> {880680199=21459454475686, 2087390487=557715281149, 1689826712=2310364175, 289890178=2310364175, 597022555=2310364175}]
[1217680538(TR: 8.60867, TS: 7.85363) -> {880680199=8487801406454, 2087390487=220591652950, 1689826712=913812064, 289890178=913812064, 597022555=913812064}]
[1762072779(TR: 8.60868, TS: 7.84762) -> {880680199=12945161042316, 2087390487=336435118199, 1689826712=1393699380, 289890178=1393699380, 597022555=1393699380}]
[1535543229(TR: 8.60877, TS: 7.88582) -> {880680199=10630840562274, 2087390487=276287648468, 1689826712=1144535517, 289890178=1144535517, 597022555=1144535517}]
[243899530(TR: 8.60889, TS: 7.81581) -> {880680199=7980120866724, 2087390487=207397412956, 1689826712=859154280, 289890178=859154280, 597022555=859154280}]
[1691560261(TR: 8.60894, TS: 7.85434) -> {880680199=10916086679634, 2087390487=283700982572, 1689826712=1175245461, 289890178=1175245461, 597022555=1175245461}]
[902014036(TR: 8.60894, TS: 7.84863) -> {880680199=19724251350336, 2087390487=512618639924, 1689826712=2123548755, 289890178=2123548755, 597022555=2123548755}]
[1519871550(TR: 8.60897, TS: 7.80546) -> {880680199=4821003859014, 2087390487=125294308649, 1689826712=519037968, 289890178=519037968, 597022555=519037968}]
[414764074(TR: 8.60902, TS: 7.77609) -> {880680199=14192016033980, 2087390487=368839952657, 1689826712=1527937897, 289890178=1527937897, 597022555=1527937897}]
[1708939129(TR: 8.60905, TS: 7.83394) -> {880680199=8880800380616, 2087390487=230805404252, 1689826712=956123023, 289890178=956123023, 597022555=956123023}]
[1301655186(TR: 8.60913, TS: 7.83024) -> {880680199=2953524386354, 2087390487=76759904765, 1689826712=317981824, 289890178=317981824, 597022555=317981824}]
[751998856(TR: 8.60937, TS: 7.86707) -> {880680199=14910961762880, 2087390487=387524819678, 1689826712=1605341383, 289890178=1605341383, 597022555=1605341383}]
[1926612900(TR: 8.60949, TS: 7.85935) -> {880680199=14503947503500, 2087390487=376946821112, 1689826712=1561521392, 289890178=1561521392, 597022555=1561521392}]
[1974808856(TR: 8.60952, TS: 7.82510) -> {880680199=17013712223570, 2087390487=442173741981, 1689826712=1831727296, 289890178=1831727296, 597022555=1831727296}]
[364175362(TR: 8.60954, TS: 7.85878) -> {880680199=4965040175592, 2087390487=129037705243, 1689826712=534545100, 289890178=534545100, 597022555=534545100}]
[769805291(TR: 8.60957, TS: 7.84080) -> {880680199=13369252391790, 2087390487=347456936663, 1689826712=1439357628, 289890178=1439357628, 597022555=1439357628}]
[1909870868(TR: 8.60968, TS: 7.81360) -> {880680199=15870674394456, 2087390487=412467037753, 1689826712=1708665714, 289890178=1708665714, 597022555=1708665714}]
[758617031(TR: 8.60973, TS: 7.80332) -> {880680199=16313135765820, 2087390487=423966280493, 1689826712=1756302018, 289890178=1756302018, 597022555=1756302018}]
[531743379(TR: 8.60975, TS: 7.83154) -> {880680199=10238558360542, 2087390487=266092525967, 1689826712=1102301849, 289890178=1102301849, 597022555=1102301849}]
[548634525(TR: 8.60977, TS: 7.91046) -> {880680199=15811597621324, 2087390487=410931676341, 1689826712=1702305410, 289890178=1702305410, 597022555=1702305410}]
[1664013422(TR: 8.60982, TS: 7.87517) -> {880680199=2108727858686, 2087390487=54804270189, 1689826712=227029375, 289890178=227029375, 597022555=227029375}]
[1922484839(TR: 8.60984, TS: 7.84996) -> {880680199=17906747007006, 2087390487=465383051725, 1689826712=1927872786, 289890178=1927872786, 597022555=1927872786}]
[1663183868(TR: 8.60984, TS: 7.79948) -> {880680199=2108727858686, 2087390487=54804270189, 1689826712=227029375, 289890178=227029375, 597022555=227029375}]
[1490481042(TR: 8.60998, TS: 7.85198) -> {880680199=15715032003084, 2087390487=408422007801, 1689826712=1691909010, 289890178=1691909010, 597022555=1691909010}]
[1305398594(TR: 8.61009, TS: 7.91911) -> {880680199=5472720715322, 2087390487=142231945237, 1689826712=589202884, 289890178=589202884, 597022555=589202884}]
[156230510(TR: 8.61011, TS: 7.90336) -> {880680199=10772050363056, 2087390487=279957585978, 1689826712=1159738329, 289890178=1159738329, 597022555=1159738329}]
[2076198000(TR: 8.61015, TS: 7.81511) -> {880680199=12083288175294, 2087390487=314035682468, 1689826712=1300908522, 289890178=1300908522, 597022555=1300908522}]
[344301285(TR: 8.61018, TS: 7.80089) -> {880680199=10088848725410, 2087390487=262201683145, 1689826712=1086183655, 289890178=1086183655, 597022555=1086183655}]
[798684650(TR: 8.61025, TS: 7.81689) -> {880680199=12845535150060, 2087390487=333845916547, 1689826712=1382973852, 289890178=1382973852, 597022555=1382973852}]
[1496856548(TR: 8.61027, TS: 7.77407) -> {880680199=14192016033980, 2087390487=368839952657, 1689826712=1527937897, 289890178=1527937897, 597022555=1527937897}]
