[950579506(TR: 10.66455, TS: 10.04789) -> {880680199=546, 2087390487=14}]
[1145918763(TR: 10.80088, TS: 10.40611) -> {880680199=1092, 2087390487=28}]
[1573803598(TR: 10.87138, TS: 10.47875) -> {880680199=624, 2087390487=16}]
[33924964(TR: 10.87175, TS: 10.47968) -> {880680199=1248, 2087390487=32}]
[1713825193(TR: 10.87859, TS: 10.56170) -> {880680199=624, 2087390487=16}]
[469428606(TR: 10.88067, TS: 10.53454) -> {880680199=1506, 2087390487=39}]
[892343079(TR: 10.88235, TS: 10.48517) -> {880680199=1950, 2087390487=50}]
[446807138(TR: 10.88256, TS: 10.48133) -> {880680199=1038, 2087390487=27}]
[1274747186(TR: 10.88341, TS: 10.49437) -> {880680199=1716, 2087390487=44}]
[117880874(TR: 10.88449, TS: 10.50187) -> {880680199=1896, 2087390487=49}]
[848968390(TR: 10.89213, TS: 10.61412) -> {880680199=624, 2087390487=16}]
[634376795(TR: 10.89347, TS: 10.59040) -> {880680199=2052, 2087390487=53}]
[913206617(TR: 10.89505, TS: 10.55080) -> {880680199=1896, 2087390487=49}]
[77288534(TR: 10.89819, TS: 10.49488) -> {880680199=2130, 2087390487=55}]
[1731461641(TR: 10.89872, TS: 10.50918) -> {880680199=1170, 2087390487=30}]
[1009932734(TR: 10.90070, TS: 10.57072) -> {880680199=1248, 2087390487=32}]
[2046033860(TR: 10.90100, TS: 10.45201) -> {880680199=546, 2087390487=14}]
[664026440(TR: 10.90532, TS: 10.54303) -> {880680199=1248, 2087390487=32}]
[1618429945(TR: 10.90545, TS: 10.56096) -> {880680199=624, 2087390487=16}]
[1311120864(TR: 10.90606, TS: 10.48355) -> {880680199=624, 2087390487=16}]
[676189759(TR: 10.90636, TS: 10.51268) -> {880680199=624, 2087390487=16}]
[775274499(TR: 10.90640, TS: 10.47319) -> {880680199=624, 2087390487=16}]
[1957106355(TR: 10.90680, TS: 10.47950) -> {880680199=624, 2087390487=16}]
[177260762(TR: 10.90703, TS: 10.51728) -> {880680199=546, 2087390487=14}]
[1286212505(TR: 10.90852, TS: 10.52811) -> {880680199=936, 2087390487=24}]
[1285550039(TR: 10.90914, TS: 10.57530) -> {880680199=624, 2087390487=16}]
[14769789(TR: 10.90917, TS: 10.51067) -> {880680199=624, 2087390487=16}]
[205230243(TR: 10.90933, TS: 10.64046) -> {880680199=1170, 2087390487=30}]
[282174590(TR: 10.90935, TS: 10.59190) -> {880680199=624, 2087390487=16}]
[595792100(TR: 10.91244, TS: 10.54120) -> {880680199=2286, 2087390487=59}]
[698064991(TR: 10.91276, TS: 10.53767) -> {880680199=1170, 2087390487=30}]
[2046133063(TR: 10.91288, TS: 10.54755) -> {880680199=2520, 2087390487=65}]
[1687824979(TR: 10.91387, TS: 10.54221) -> {880680199=936, 2087390487=24}]
[1596260884(TR: 10.91389, TS: 10.57500) -> {880680199=1170, 2087390487=30}]
[734578935(TR: 10.91398, TS: 10.50977) -> {880680199=2754, 2087390487=71}]
[2129828210(TR: 10.91434, TS: 10.55138) -> {880680199=4556, 2087390487=120, 1689826712=1, 289890178=1, 597022555=1}]
[1259338829(TR: 10.91558, TS: 10.55410) -> {880680199=1170, 2087390487=30}]
[1011708570(TR: 10.91568, TS: 10.50587) -> {880680199=3246, 2087390487=84}]
[1370462868(TR: 10.91582, TS: 10.48822) -> {880680199=624, 2087390487=16}]
[1006416090(TR: 10.91613, TS: 10.59925) -> {880680199=624, 2087390487=16}]
[262528636(TR: 10.91760, TS: 10.49260) -> {880680199=624, 2087390487=16}]
[1487643824(TR: 10.91804, TS: 10.56193) -> {880680199=546, 2087390487=14}]
[1971191307(TR: 10.91810, TS: 10.55393) -> {880680199=2676, 2087390487=69}]
[727312926(TR: 10.91824, TS: 10.55362) -> {880680199=3620, 2087390487=96, 1689826712=1, 289890178=1, 597022555=1}]
[170821431(TR: 10.91839, TS: 10.49698) -> {880680199=1896, 2087390487=49}]
[254094566(TR: 10.91971, TS: 10.53578) -> {880680199=2652, 2087390487=68}]
[355604143(TR: 10.91997, TS: 10.56308) -> {880680199=3144, 2087390487=81}]
[1910441741(TR: 10.91998, TS: 10.50760) -> {880680199=1248, 2087390487=32}]
[263598398(TR: 10.92028, TS: 10.48198) -> {880680199=624, 2087390487=16}]
[693272114(TR: 10.92050, TS: 10.55816) -> {880680199=1716, 2087390487=44}]
[743477977(TR: 10.92061, TS: 10.56429) -> {880680199=2948, 2087390487=78, 1689826712=1, 289890178=1, 597022555=1}]
[633212721(TR: 10.92112, TS: 10.59188) -> {880680199=546, 2087390487=14}]
[465560953(TR: 10.92138, TS: 10.59301) -> {880680199=546, 2087390487=14}]
[564575186(TR: 10.92139, TS: 10.56277) -> {880680199=546, 2087390487=14}]
[155722597(TR: 10.92142, TS: 10.55320) -> {880680199=1716, 2087390487=44}]
[1557816058(TR: 10.92158, TS: 10.58496) -> {880680199=2988, 2087390487=77}]
[942329909(TR: 10.92162, TS: 10.54607) -> {880680199=1092, 2087390487=28}]
[742819017(TR: 10.92172, TS: 10.54960) -> {880680199=2208, 2087390487=57}]
[1683872047(TR: 10.92191, TS: 10.59339) -> {880680199=1638, 2087390487=42}]
[1797237484(TR: 10.92203, TS: 10.48508) -> {880680199=1170, 2087390487=30}]
[98198722(TR: 10.92222, TS: 10.54860) -> {880680199=2574, 2087390487=66}]
[497211516(TR: 10.92233, TS: 10.55484) -> {880680199=1716, 2087390487=44}]
[398261830(TR: 10.92294, TS: 10.52903) -> {880680199=546, 2087390487=14}]
[31620759(TR: 10.92296, TS: 10.57032) -> {880680199=3222, 2087390487=83}]
[1464399389(TR: 10.92303, TS: 10.56982) -> {880680199=3144, 2087390487=81}]
[1554163120(TR: 10.92330, TS: 10.59150) -> {880680199=3114, 2087390487=81}]
[740048556(TR: 10.92333, TS: 10.57168) -> {880680199=3222, 2087390487=83}]
[1041820542(TR: 10.92361, TS: 10.52594) -> {880680199=2052, 2087390487=53}]
[787483326(TR: 10.92364, TS: 10.51780) -> {880680199=624, 2087390487=16}]
[1740023285(TR: 10.92387, TS: 10.61988) -> {880680199=624, 2087390487=16}]
[714215153(TR: 10.92389, TS: 10.50538) -> {880680199=1560, 2087390487=40}]
[1395151814(TR: 10.92401, TS: 10.58357) -> {880680199=1794, 2087390487=46}]
[2099451623(TR: 10.92412, TS: 10.55781) -> {880680199=2832, 2087390487=73}]
[803769787(TR: 10.92439, TS: 10.55294) -> {880680199=2106, 2087390487=54}]
[364374833(TR: 10.92444, TS: 10.59267) -> {880680199=936, 2087390487=24}]
[76557346(TR: 10.92453, TS: 10.64108) -> {880680199=624, 2087390487=16}]
[1633785465(TR: 10.92456, TS: 10.54655) -> {880680199=3144, 2087390487=81}]
[177162939(TR: 10.92475, TS: 10.59474) -> {880680199=1248, 2087390487=32}]
[541836984(TR: 10.92499, TS: 10.62371) -> {880680199=1740, 2087390487=45}]
[624889775(TR: 10.92504, TS: 10.62660) -> {880680199=1248, 2087390487=32}]
[1216386863(TR: 10.92540, TS: 10.59112) -> {880680199=2286, 2087390487=59}]
[942327318(TR: 10.92588, TS: 10.51115) -> {880680199=1482, 2087390487=38}]
[1177201069(TR: 10.92622, TS: 10.56605) -> {880680199=3948, 2087390487=102}]
[456492208(TR: 10.92640, TS: 10.48966) -> {880680199=1092, 2087390487=28}]
[1472217366(TR: 10.92641, TS: 10.57165) -> {880680199=2052, 2087390487=53}]
[959719310(TR: 10.92670, TS: 10.53530) -> {880680199=3714, 2087390487=96}]
[717264580(TR: 10.92675, TS: 10.59137) -> {880680199=1560, 2087390487=40}]
[501712680(TR: 10.92742, TS: 10.61149) -> {880680199=624, 2087390487=16}]
[1216003443(TR: 10.92744, TS: 10.53517) -> {880680199=1170, 2087390487=30}]
[1349184421(TR: 10.92748, TS: 10.50972) -> {880680199=1092, 2087390487=28}]
[2117214682(TR: 10.92779, TS: 10.54300) -> {880680199=546, 2087390487=14}]
[1607284723(TR: 10.92789, TS: 10.52163) -> {880680199=2972, 2087390487=79, 1689826712=1, 289890178=1, 597022555=1}]
[1119979612(TR: 10.92796, TS: 10.55824) -> {880680199=1248, 2087390487=32}]
[1173447778(TR: 10.92814, TS: 10.55923) -> {880680199=3612, 2087390487=93}]
[706916855(TR: 10.92860, TS: 10.52785) -> {880680199=3714, 2087390487=96}]
[476473839(TR: 10.92867, TS: 10.60523) -> {880680199=2130, 2087390487=55}]
[1378582871(TR: 10.92889, TS: 10.57152) -> {880680199=1092, 2087390487=28}]
[481770756(TR: 10.92889, TS: 10.56555) -> {880680199=1872, 2087390487=48}]
