[1226132719(TR: 8.62481, TS: 7.82921) -> {880680199=2445843846624, 2087390487=63565664771, 1689826712=263324040, 289890178=263324040, 597022555=263324040}]
[447519599(TR: 8.62550, TS: 7.81070) -> {880680199=1493686868180, 2087390487=38819812080, 1689826712=160813045, 289890178=160813045, 597022555=160813045}]
[1990925010(TR: 8.62648, TS: 7.77619) -> {880680199=507680539730, 2087390487=13194239994, 1689826712=54657784, 289890178=54657784, 597022555=54657784}]
[2011073218(TR: 8.62688, TS: 7.84542) -> {880680199=2445843846624, 2087390487=63565664771, 1689826712=263324040, 289890178=263324040, 597022555=263324040}]
[732078159(TR: 8.62706, TS: 7.81653) -> {880680199=2507400151402, 2087390487=65165467719, 1689826712=269951396, 289890178=269951396, 597022555=269951396}]
[1211364320(TR: 8.62852, TS: 7.78780) -> {880680199=6295484357512, 2087390487=163614961231, 1689826712=677783153, 289890178=677783153, 597022555=677783153}]
[909799018(TR: 8.62857, TS: 7.82551) -> {880680199=5787803817782, 2087390487=150420721237, 1689826712=623125369, 289890178=623125369, 597022555=623125369}]
[892435189(TR: 8.62980, TS: 7.79503) -> {880680199=5158119846952, 2087390487=134055703231, 1689826712=555332633, 289890178=555332633, 597022555=555332633}]
[187634884(TR: 8.63040, TS: 7.80523) -> {880680199=6167896685182, 2087390487=160299053159, 1689826712=664047056, 289890178=664047056, 597022555=664047056}]
[1549028018(TR: 8.63076, TS: 7.80932) -> {880680199=5787803817782, 2087390487=150420721237, 1689826712=623125369, 289890178=623125369, 597022555=623125369}]
[972564076(TR: 8.63085, TS: 7.79347) -> {880680199=4030441770592, 2087390487=104748187701, 1689826712=433924748, 289890178=433924748, 597022555=433924748}]
[119543156(TR: 8.63096, TS: 7.80455) -> {880680199=5000785017586, 2087390487=129966688174, 1689826712=538393760, 289890178=538393760, 597022555=538393760}]
[1960487008(TR: 8.63154, TS: 7.80802) -> {880680199=5787803817782, 2087390487=150420721237, 1689826712=623125369, 289890178=623125369, 597022555=623125369}]
[178617747(TR: 8.63251, TS: 7.80782) -> {880680199=11884796707092, 2087390487=308877038191, 1689826712=1279539018, 289890178=1279539018, 597022555=1279539018}]
[1922494957(TR: 8.63302, TS: 7.80697) -> {880680199=4340637117290, 2087390487=112809934382, 1689826712=467320957, 289890178=467320957, 597022555=467320957}]
[1964691838(TR: 8.63428, TS: 7.80469) -> {880680199=4865414283336, 2087390487=126448503591, 1689826712=523819572, 289890178=523819572, 597022555=523819572}]
[1411579413(TR: 8.63446, TS: 7.88374) -> {880680199=507680539730, 2087390487=13194239994, 1689826712=54657784, 289890178=54657784, 597022555=54657784}]
[1967806695(TR: 8.63455, TS: 7.83337) -> {880680199=4030720199948, 2087390487=104755424521, 1689826712=433954909, 289890178=433954909, 597022555=433954909}]
[806803002(TR: 8.63558, TS: 7.83318) -> {880680199=1728634240546, 2087390487=44925919524, 1689826712=186107840, 289890178=186107840, 597022555=186107840}]
[329539687(TR: 8.63612, TS: 7.81589) -> {880680199=4720661194328, 2087390487=122686478196, 1689826712=508235149, 289890178=508235149, 597022555=508235149}]
[1345709648(TR: 8.63639, TS: 7.93157) -> {880680199=2507400151402, 2087390487=65165467719, 1689826712=269951396, 289890178=269951396, 597022555=269951396}]
[2006909393(TR: 8.63660, TS: 7.81992) -> {880680199=8119384390518, 2087390487=211016768617, 1689826712=874147680, 289890178=874147680, 597022555=874147680}]
[1908321822(TR: 8.63729, TS: 7.83062) -> {880680199=7704421321240, 2087390487=200232186841, 1689826712=829472036, 289890178=829472036, 597022555=829472036}]
[1093226262(TR: 8.63746, TS: 7.83105) -> {880680199=7896531676468, 2087390487=205224991426, 1689826712=850154744, 289890178=850154744, 597022555=850154744}]
[1053898245(TR: 8.63807, TS: 7.91385) -> {880680199=3698282328778, 2087390487=96115610546, 1689826712=398163854, 289890178=398163854, 597022555=398163854}]
[835660167(TR: 8.63823, TS: 7.82295) -> {880680199=3191413237494, 2087390487=82942459679, 1689826712=343593483, 289890178=343593483, 597022555=343593483}]
[889565182(TR: 8.63852, TS: 7.82521) -> {880680199=7558578589998, 2087390487=196441842879, 1689826712=813770427, 289890178=813770427, 597022555=813770427}]
[1054807991(TR: 8.63882, TS: 7.81373) -> {880680199=7719063550824, 2087390487=200612727995, 1689826712=831048594, 289890178=831048594, 597022555=831048594}]
[151613303(TR: 8.63909, TS: 7.83945) -> {880680199=6336305556560, 2087390487=164675875390, 1689826712=682178485, 289890178=682178485, 597022555=682178485}]
[1094905024(TR: 8.63913, TS: 7.87297) -> {880680199=986006328450, 2087390487=25625572086, 1689826712=106155261, 289890178=106155261, 597022555=106155261}]
[1503707465(TR: 8.63942, TS: 7.84027) -> {880680199=5463149244100, 2087390487=141983191153, 1689826712=588172793, 289890178=588172793, 597022555=588172793}]
[520361829(TR: 8.63972, TS: 7.83082) -> {880680199=3021083224042, 2087390487=78515709074, 1689826712=325255421, 289890178=325255421, 597022555=325255421}]
[1572122917(TR: 8.64076, TS: 7.86669) -> {880680199=986006328450, 2087390487=25625572086, 1689826712=106155261, 289890178=106155261, 597022555=106155261}]
[197550783(TR: 8.64083, TS: 7.76046) -> {880680199=2108727858686, 2087390487=54804270189, 1689826712=227029375, 289890178=227029375, 597022555=227029375}]
[1421037575(TR: 8.64121, TS: 7.82910) -> {880680199=6859440289492, 2087390487=178271757028, 1689826712=738499700, 289890178=738499700, 597022555=738499700}]
[1798560459(TR: 8.64243, TS: 7.81143) -> {880680199=4959874226042, 2087390487=128903446484, 1689826712=533989051, 289890178=533989051, 597022555=533989051}]
[326529809(TR: 8.64300, TS: 7.77548) -> {880680199=2712276000328, 2087390487=70490038460, 1689826712=292008593, 289890178=292008593, 597022555=292008593}]
[723335258(TR: 8.64326, TS: 7.85942) -> {880680199=9085372900840, 2087390487=236122092078, 1689826712=978147668, 289890178=978147668, 597022555=978147668}]
[1709209174(TR: 8.64404, TS: 7.92765) -> {880680199=2712276000328, 2087390487=70490038460, 1689826712=292008593, 289890178=292008593, 597022555=292008593}]
[284171683(TR: 8.64413, TS: 7.85789) -> {880680199=6592564194022, 2087390487=171335847200, 1689826712=709767812, 289890178=709767812, 597022555=709767812}]
[817764951(TR: 8.64421, TS: 7.86424) -> {880680199=5272199603068, 2087390487=137020551508, 1689826712=567614711, 289890178=567614711, 597022555=567614711}]
[1914907634(TR: 8.64504, TS: 7.92440) -> {880680199=6229452989960, 2087390487=161898856107, 1689826712=670674412, 289890178=670674412, 597022555=670674412}]
[337096998(TR: 8.64527, TS: 7.85631) -> {880680199=5674231430670, 2087390487=147469060429, 1689826712=610898304, 289890178=610898304, 597022555=610898304}]
[68856578(TR: 8.64596, TS: 7.82116) -> {880680199=507680539730, 2087390487=13194239994, 1689826712=54657784, 289890178=54657784, 597022555=54657784}]
[1152804212(TR: 8.64601, TS: 7.85136) -> {880680199=2967539671572, 2087390487=77124152029, 1689826712=319490856, 289890178=319490856, 597022555=319490856}]
[799128235(TR: 8.64607, TS: 7.92506) -> {880680199=5956326665830, 2087390487=154800505731, 1689826712=641269106, 289890178=641269106, 597022555=641269106}]
[110539000(TR: 8.64610, TS: 7.85712) -> {880680199=4255633918396, 2087390487=110600764567, 1689826712=458169413, 289890178=458169413, 597022555=458169413}]
[1459964307(TR: 8.64635, TS: 7.83855) -> {880680199=3794175816344, 2087390487=98607811041, 1689826712=408487915, 289890178=408487915, 597022555=408487915}]
