[1518705542(TR: 9.97467, TS: 9.54107) -> {880680199=68444, 2087390487=1778, 1689826712=7, 289890178=7, 597022555=7}]
[1519846016(TR: 9.98528, TS: 9.63139) -> {880680199=61922, 2087390487=1610, 1689826712=7, 289890178=7, 597022555=7}]
[56063187(TR: 9.98683, TS: 9.56759) -> {880680199=46648, 2087390487=1212, 1689826712=5, 289890178=5, 597022555=5}]
[857848743(TR: 9.99607, TS: 9.49557) -> {880680199=46648, 2087390487=1212, 1689826712=5, 289890178=5, 597022555=5}]
[1158569966(TR: 9.99841, TS: 9.49786) -> {880680199=46648, 2087390487=1212, 1689826712=5, 289890178=5, 597022555=5}]
[2120635494(TR: 9.99841, TS: 9.49786) -> {880680199=46648, 2087390487=1212, 1689826712=5, 289890178=5, 597022555=5}]
[670025421(TR: 9.99861, TS: 9.55144) -> {880680199=61922, 2087390487=1610, 1689826712=7, 289890178=7, 597022555=7}]
[531025679(TR: 10.00161, TS: 9.50772) -> {880680199=177014, 2087390487=4600, 1689826712=19, 289890178=19, 597022555=19}]
[568636383(TR: 10.00346, TS: 9.61168) -> {880680199=68444, 2087390487=1778, 1689826712=7, 289890178=7, 597022555=7}]
[379746594(TR: 10.00348, TS: 9.55839) -> {880680199=46648, 2087390487=1212, 1689826712=5, 289890178=5, 597022555=5}]
[1336020117(TR: 10.00372, TS: 9.59082) -> {880680199=130366, 2087390487=3388, 1689826712=14, 289890178=14, 597022555=14}]
[1716878553(TR: 10.00805, TS: 9.59240) -> {880680199=273306, 2087390487=7104, 1689826712=30, 289890178=30, 597022555=30}]
[1655394695(TR: 10.00965, TS: 9.52800) -> {880680199=130070, 2087390487=3378, 1689826712=13, 289890178=13, 597022555=13}]
[1740988313(TR: 10.01219, TS: 9.66105) -> {880680199=68444, 2087390487=1778, 1689826712=7, 289890178=7, 597022555=7}]
[953954640(TR: 10.01388, TS: 9.53765) -> {880680199=46648, 2087390487=1212, 1689826712=5, 289890178=5, 597022555=5}]
[1965170982(TR: 10.01419, TS: 9.63903) -> {880680199=231572, 2087390487=6018, 1689826712=25, 289890178=25, 597022555=25}]
[1295872364(TR: 10.01474, TS: 9.53572) -> {880680199=68444, 2087390487=1778, 1689826712=7, 289890178=7, 597022555=7}]
[4835013(TR: 10.01901, TS: 9.63252) -> {880680199=68444, 2087390487=1778, 1689826712=7, 289890178=7, 597022555=7}]
[1497772333(TR: 10.01910, TS: 9.68997) -> {880680199=68444, 2087390487=1778, 1689826712=7, 289890178=7, 597022555=7}]
[1032392754(TR: 10.02001, TS: 9.61484) -> {880680199=134158, 2087390487=3486, 1689826712=14, 289890178=14, 597022555=14}]
[454668542(TR: 10.02043, TS: 9.62547) -> {880680199=130366, 2087390487=3388, 1689826712=14, 289890178=14, 597022555=14}]
[1437082294(TR: 10.02052, TS: 9.48810) -> {880680199=46648, 2087390487=1212, 1689826712=5, 289890178=5, 597022555=5}]
[1032826487(TR: 10.02076, TS: 9.62627) -> {880680199=130366, 2087390487=3388, 1689826712=14, 289890178=14, 597022555=14}]
[1223827828(TR: 10.02095, TS: 9.61603) -> {880680199=217080, 2087390487=5644, 1689826712=24, 289890178=24, 597022555=24}]
[515569364(TR: 10.02096, TS: 9.61860) -> {880680199=394860, 2087390487=10262, 1689826712=42, 289890178=42, 597022555=42}]
[177457703(TR: 10.02146, TS: 9.55489) -> {880680199=322048, 2087390487=8372, 1689826712=35, 289890178=35, 597022555=35}]
[1244602644(TR: 10.02186, TS: 9.61494) -> {880680199=306834, 2087390487=7974, 1689826712=33, 289890178=33, 597022555=33}]
[319770788(TR: 10.02212, TS: 9.64399) -> {880680199=130366, 2087390487=3388, 1689826712=14, 289890178=14, 597022555=14}]
[1514805319(TR: 10.02245, TS: 9.57832) -> {880680199=130366, 2087390487=3388, 1689826712=14, 289890178=14, 597022555=14}]
[1310471131(TR: 10.02362, TS: 9.59640) -> {880680199=282528, 2087390487=7342, 1689826712=30, 289890178=30, 597022555=30}]
[2097716365(TR: 10.02366, TS: 9.58762) -> {880680199=360210, 2087390487=9364, 1689826712=39, 289890178=39, 597022555=39}]
[342583800(TR: 10.02393, TS: 9.68202) -> {880680199=83422, 2087390487=2166, 1689826712=8, 289890178=8, 597022555=8}]
[510251794(TR: 10.02407, TS: 9.66842) -> {880680199=316572, 2087390487=8226, 1689826712=33, 289890178=33, 597022555=33}]
[826587631(TR: 10.02408, TS: 9.60755) -> {880680199=130366, 2087390487=3388, 1689826712=14, 289890178=14, 597022555=14}]
[143767486(TR: 10.02426, TS: 9.71708) -> {880680199=79630, 2087390487=2068, 1689826712=8, 289890178=8, 597022555=8}]
[1199188989(TR: 10.02450, TS: 9.67639) -> {880680199=334576, 2087390487=8694, 1689826712=35, 289890178=35, 597022555=35}]
[400265539(TR: 10.02464, TS: 9.67559) -> {880680199=347986, 2087390487=9039, 1689826712=35, 289890178=35, 597022555=35}]
[63232406(TR: 10.02468, TS: 9.60541) -> {880680199=126278, 2087390487=3280, 1689826712=13, 289890178=13, 597022555=13}]
[116236823(TR: 10.02511, TS: 9.62062) -> {880680199=249516, 2087390487=6486, 1689826712=27, 289890178=27, 597022555=27}]
[274617588(TR: 10.02520, TS: 9.68222) -> {880680199=83422, 2087390487=2166, 1689826712=8, 289890178=8, 597022555=8}]
[1539608117(TR: 10.02520, TS: 9.68222) -> {880680199=83422, 2087390487=2166, 1689826712=8, 289890178=8, 597022555=8}]
[2120873138(TR: 10.02525, TS: 9.62385) -> {880680199=259640, 2087390487=6748, 1689826712=28, 289890178=28, 597022555=28}]
[360651890(TR: 10.02533, TS: 9.61871) -> {880680199=456556, 2087390487=11861, 1689826712=47, 289890178=47, 597022555=47}]
[2003043293(TR: 10.02540, TS: 9.60081) -> {880680199=228000, 2087390487=5924, 1689826712=24, 289890178=24, 597022555=24}]
[137272866(TR: 10.02564, TS: 9.61001) -> {880680199=258884, 2087390487=6729, 1689826712=28, 289890178=28, 597022555=28}]
