[1274421867(TR: 8.60263, TS: 7.79283) -> {880680199=2108727858686, 2087390487=54804270189, 1689826712=227029375, 289890178=227029375, 597022555=227029375}]
[991629895(TR: 8.60667, TS: 7.81221) -> {880680199=5787803817782, 2087390487=150420721237, 1689826712=623125369, 289890178=623125369, 597022555=623125369}]
[1551282658(TR: 8.60697, TS: 7.80232) -> {880680199=507680539730, 2087390487=13194239994, 1689826712=54657784, 289890178=54657784, 597022555=54657784}]
[2105270989(TR: 8.60721, TS: 7.88451) -> {880680199=4965040175592, 2087390487=129037705243, 1689826712=534545100, 289890178=534545100, 597022555=534545100}]
[132407923(TR: 8.60770, TS: 7.82410) -> {880680199=5472720715322, 2087390487=142231945237, 1689826712=589202884, 289890178=589202884, 597022555=589202884}]
[1678692834(TR: 8.60830, TS: 7.81872) -> {880680199=7472440326994, 2087390487=194203172962, 1689826712=804496496, 289890178=804496496, 597022555=804496496}]
[228496672(TR: 8.60998, TS: 7.85268) -> {880680199=5951046504042, 2087390487=154663277329, 1689826712=640700361, 289890178=640700361, 597022555=640700361}]
[1211188152(TR: 8.61027, TS: 7.85784) -> {880680199=4965040175592, 2087390487=129037705243, 1689826712=534545100, 289890178=534545100, 597022555=534545100}]
[802251732(TR: 8.61032, TS: 7.85724) -> {880680199=7472440326994, 2087390487=194203172962, 1689826712=804496496, 289890178=804496496, 597022555=804496496}]
[193100711(TR: 8.61046, TS: 7.76264) -> {880680199=12083288175294, 2087390487=314035682468, 1689826712=1300908522, 289890178=1300908522, 597022555=1300908522}]
[428948212(TR: 8.61124, TS: 7.85702) -> {880680199=10338134998658, 2087390487=268680448828, 1689826712=1113022456, 289890178=1113022456, 597022555=1113022456}]
[1625262963(TR: 8.61132, TS: 7.81758) -> {880680199=2507400151402, 2087390487=65165467719, 1689826712=269951396, 289890178=269951396, 597022555=269951396}]
[1144298367(TR: 8.61148, TS: 7.81197) -> {880680199=2507400151402, 2087390487=65165467719, 1689826712=269951396, 289890178=269951396, 597022555=269951396}]
[1551081245(TR: 8.61180, TS: 7.84473) -> {880680199=507680539730, 2087390487=13194239994, 1689826712=54657784, 289890178=54657784, 597022555=54657784}]
[1277516029(TR: 8.61186, TS: 7.93367) -> {880680199=4965040175592, 2087390487=129037705243, 1689826712=534545100, 289890178=534545100, 597022555=534545100}]
[1354618393(TR: 8.61187, TS: 7.77148) -> {880680199=9962281904952, 2087390487=258912305532, 1689826712=1072557249, 289890178=1072557249, 597022555=1072557249}]
[808599570(TR: 8.61206, TS: 7.80664) -> {880680199=507680539730, 2087390487=13194239994, 1689826712=54657784, 289890178=54657784, 597022555=54657784}]
[1895410302(TR: 8.61221, TS: 7.76180) -> {880680199=5787803817782, 2087390487=150420721237, 1689826712=623125369, 289890178=623125369, 597022555=623125369}]
[385738284(TR: 8.61248, TS: 7.80527) -> {880680199=507680539730, 2087390487=13194239994, 1689826712=54657784, 289890178=54657784, 597022555=54657784}]
[684652532(TR: 8.61255, TS: 7.77086) -> {880680199=12083288175294, 2087390487=314035682468, 1689826712=1300908522, 289890178=1300908522, 597022555=1300908522}]
[182325295(TR: 8.61269, TS: 7.79217) -> {880680199=5787803817782, 2087390487=150420721237, 1689826712=623125369, 289890178=623125369, 597022555=623125369}]
[927588688(TR: 8.61286, TS: 7.78379) -> {880680199=2108727858686, 2087390487=54804270189, 1689826712=227029375, 289890178=227029375, 597022555=227029375}]
[1316793619(TR: 8.61315, TS: 7.86005) -> {880680199=8373119840886, 2087390487=217611164258, 1689826712=901465239, 289890178=901465239, 597022555=901465239}]
[290624127(TR: 8.61372, TS: 7.80503) -> {880680199=12434932416146, 2087390487=323174655941, 1689826712=1338767437, 289890178=1338767437, 597022555=1338767437}]
[1811396370(TR: 8.61385, TS: 7.85400) -> {880680199=1015361079460, 2087390487=26388479988, 1689826712=109315568, 289890178=109315568, 597022555=109315568}]
[332175453(TR: 8.61449, TS: 7.80561) -> {880680199=4001087019582, 2087390487=103985279799, 1689826712=430764441, 289890178=430764441, 597022555=430764441}]
[955497218(TR: 8.61490, TS: 7.79404) -> {880680199=6675577224912, 2087390487=173493293153, 1689826712=718704840, 289890178=718704840, 597022555=718704840}]
[1027020553(TR: 8.61497, TS: 7.82909) -> {880680199=6295484357512, 2087390487=163614961231, 1689826712=677783153, 289890178=677783153, 597022555=677783153}]
[1806596250(TR: 8.61528, TS: 7.80519) -> {880680199=9723188684168, 2087390487=252698451045, 1689826712=1046816248, 289890178=1046816248, 597022555=1046816248}]
[483859394(TR: 8.61539, TS: 7.85067) -> {880680199=4965040175592, 2087390487=129037705243, 1689826712=534545100, 289890178=534545100, 597022555=534545100}]
[962169073(TR: 8.61554, TS: 7.77387) -> {880680199=4821003859014, 2087390487=125294308649, 1689826712=519037968, 289890178=519037968, 597022555=519037968}]
[1012096908(TR: 8.61556, TS: 7.80526) -> {880680199=11135485182782, 2087390487=289402988046, 1689826712=1198866703, 289890178=1198866703, 597022555=1198866703}]
[614566452(TR: 8.61580, TS: 7.82481) -> {880680199=5787803817782, 2087390487=150420721237, 1689826712=623125369, 289890178=623125369, 597022555=623125369}]
[9210985(TR: 8.61609, TS: 7.85025) -> {880680199=9382896679116, 2087390487=243854514186, 1689826712=1010179662, 289890178=1010179662, 597022555=1010179662}]
[1969721993(TR: 8.61641, TS: 7.76658) -> {880680199=4340637117290, 2087390487=112809934382, 1689826712=467320957, 289890178=467320957, 597022555=467320957}]
[1408113814(TR: 8.61706, TS: 7.79523) -> {880680199=11955700502964, 2087390487=310719774396, 1689826712=1287172425, 289890178=1287172425, 597022555=1287172425}]
[2067193077(TR: 8.61757, TS: 7.76895) -> {880680199=2616408398416, 2087390487=67998510183, 1689826712=281687159, 289890178=281687159, 597022555=281687159}]
[532539454(TR: 8.61766, TS: 7.82135) -> {880680199=6295484357512, 2087390487=163614961231, 1689826712=677783153, 289890178=677783153, 597022555=677783153}]
[1451741850(TR: 8.61791, TS: 7.81697) -> {880680199=5787803817782, 2087390487=150420721237, 1689826712=623125369, 289890178=623125369, 597022555=623125369}]
[1965981296(TR: 8.61791, TS: 7.78892) -> {880680199=15368160039844, 2087390487=399407063898, 1689826712=1654564367, 289890178=1654564367, 597022555=1654564367}]
[951240020(TR: 8.61818, TS: 7.80380) -> {880680199=10846557445732, 2087390487=281893971098, 1689826712=1167760310, 289890178=1167760310, 597022555=1167760310}]
[1212036708(TR: 8.61824, TS: 7.81785) -> {880680199=2507400151402, 2087390487=65165467719, 1689826712=269951396, 289890178=269951396, 597022555=269951396}]
[541409019(TR: 8.61838, TS: 7.83849) -> {880680199=2507400151402, 2087390487=65165467719, 1689826712=269951396, 289890178=269951396, 597022555=269951396}]
[639502717(TR: 8.61839, TS: 7.85438) -> {880680199=12523618765590, 2087390487=325479548122, 1689826712=1348315527, 289890178=1348315527, 597022555=1348315527}]
[145289359(TR: 8.61849, TS: 7.79036) -> {880680199=6167896685182, 2087390487=160299053159, 1689826712=664047056, 289890178=664047056, 597022555=664047056}]
[823945960(TR: 8.61864, TS: 7.74981) -> {880680199=10342375523092, 2087390487=268790656197, 1689826712=1113478784, 289890178=1113478784, 597022555=1113478784}]
[942094550(TR: 8.61895, TS: 7.83276) -> {880680199=1015361079460, 2087390487=26388479988, 1689826712=109315568, 289890178=109315568, 597022555=109315568}]
[1856281422(TR: 8.61903, TS: 7.84862) -> {880680199=13764261070178, 2087390487=357722921144, 1689826712=1481885677, 289890178=1481885677, 597022555=1481885677}]
[566702749(TR: 8.61903, TS: 7.79951) -> {880680199=5665800386682, 2087390487=147249943225, 1689826712=609990417, 289890178=609990417, 597022555=609990417}]
[1935562599(TR: 8.61919, TS: 7.80191) -> {880680199=8404212216198, 2087390487=218419231420, 1689826712=904812528, 289890178=904812528, 597022555=904812528}]
[1916674130(TR: 8.61920, TS: 7.77598) -> {880680199=10945923664734, 2087390487=284476424468, 1689826712=1178458002, 289890178=1178458002, 597022555=1178458002}]
[940227504(TR: 8.61941, TS: 7.79731) -> {880680199=4848317657020, 2087390487=126004174376, 1689826712=521978741, 289890178=521978741, 597022555=521978741}]
[541144566(TR: 8.61965, TS: 7.79173) -> {880680199=12557468115596, 2087390487=326359267517, 1689826712=1351959793, 289890178=1351959793, 597022555=1351959793}]
[564509686(TR: 8.61967, TS: 7.82749) -> {880680199=6803164897242, 2087390487=176809201225, 1689826712=732440937, 289890178=732440937, 597022555=732440937}]
[572142368(TR: 8.61967, TS: 7.84665) -> {880680199=10508465012110, 2087390487=273107199433, 1689826712=1131360518, 289890178=1131360518, 597022555=1131360518}]
[1335938024(TR: 8.61982, TS: 7.76455) -> {880680199=9730877820812, 2087390487=252898285973, 1689826712=1047644065, 289890178=1047644065, 597022555=1047644065}]
[1718073711(TR: 8.61987, TS: 7.78578) -> {880680199=10397953679134, 2087390487=270235092516, 1689826712=1119462830, 289890178=1119462830, 597022555=1119462830}]
[1779553374(TR: 8.61999, TS: 7.78845) -> {880680199=9388062864234, 2087390487=243988780325, 1689826712=1010736099, 289890178=1010736099, 597022555=1010736099}]
[434206991(TR: 8.62009, TS: 7.78827) -> {880680199=8419754971552, 2087390487=218823177869, 1689826712=906486416, 289890178=906486416, 597022555=906486416}]
