[794154995(TR: 10.55094, TS: 10.04677) -> {880680199=546, 2087390487=14}]
[1087461600(TR: 10.57828, TS: 10.14094) -> {880680199=546, 2087390487=14}]
[1129119904(TR: 10.58925, TS: 10.10140) -> {880680199=546, 2087390487=14}]
[238134849(TR: 10.59719, TS: 10.13662) -> {880680199=546, 2087390487=14}]
[1361504613(TR: 10.59802, TS: 10.12936) -> {880680199=546, 2087390487=14}]
[1347245821(TR: 10.60494, TS: 10.10307) -> {880680199=546, 2087390487=14}]
[437326412(TR: 10.61369, TS: 10.09820) -> {880680199=546, 2087390487=14}]
[837966254(TR: 10.61750, TS: 10.17068) -> {880680199=546, 2087390487=14}]
[1467605812(TR: 10.61818, TS: 10.12416) -> {880680199=3792, 2087390487=98}]
[1840885144(TR: 10.61870, TS: 10.07323) -> {880680199=546, 2087390487=14}]
[2141737233(TR: 10.61910, TS: 10.26500) -> {880680199=546, 2087390487=14}]
[1555322979(TR: 10.62278, TS: 10.16846) -> {880680199=1584, 2087390487=41}]
[1145856130(TR: 10.62501, TS: 10.06880) -> {880680199=546, 2087390487=14}]
[1681510654(TR: 10.62555, TS: 10.06928) -> {880680199=546, 2087390487=14}]
[1503933873(TR: 10.63704, TS: 10.25908) -> {880680199=546, 2087390487=14}]
[665651622(TR: 10.64188, TS: 10.37006) -> {880680199=546, 2087390487=14}]
[12727713(TR: 10.64763, TS: 10.12095) -> {880680199=3792, 2087390487=98}]
[710323047(TR: 10.65781, TS: 10.04968) -> {880680199=546, 2087390487=14}]
[1378294305(TR: 10.65939, TS: 10.21382) -> {880680199=5024, 2087390487=132, 1689826712=1, 289890178=1, 597022555=1}]
[495503866(TR: 10.66455, TS: 10.04789) -> {880680199=546, 2087390487=14}]
[217487575(TR: 10.66501, TS: 10.24931) -> {880680199=1638, 2087390487=42}]
[325322685(TR: 10.66632, TS: 10.04832) -> {880680199=546, 2087390487=14}]
[2046357986(TR: 10.66842, TS: 10.05627) -> {880680199=4338, 2087390487=112}]
[576991294(TR: 10.67651, TS: 10.16352) -> {880680199=546, 2087390487=14}]
[451687557(TR: 10.67700, TS: 10.07576) -> {880680199=3300, 2087390487=85}]
[688292234(TR: 10.67747, TS: 10.02180) -> {880680199=546, 2087390487=14}]
[391053993(TR: 10.67838, TS: 10.17203) -> {880680199=2442, 2087390487=63}]
[338245054(TR: 10.68168, TS: 10.23986) -> {880680199=3510, 2087390487=90}]
[1864000418(TR: 10.68208, TS: 10.25069) -> {880680199=3666, 2087390487=94}]
[1921889562(TR: 10.68521, TS: 10.09586) -> {880680199=3792, 2087390487=98}]
[490257320(TR: 10.68523, TS: 10.09757) -> {880680199=3066, 2087390487=79}]
[1088551284(TR: 10.68653, TS: 10.01720) -> {880680199=546, 2087390487=14}]
[2086307257(TR: 10.68860, TS: 10.09901) -> {880680199=3792, 2087390487=98}]
[1675680333(TR: 10.69064, TS: 10.10472) -> {880680199=4884, 2087390487=126}]
[1004390498(TR: 10.69107, TS: 10.25613) -> {880680199=2808, 2087390487=72}]
[1958259764(TR: 10.69304, TS: 10.03856) -> {880680199=546, 2087390487=14}]
[1558677591(TR: 10.69385, TS: 10.20769) -> {880680199=1170, 2087390487=30}]
[967840564(TR: 10.69465, TS: 10.11651) -> {880680199=1584, 2087390487=41}]
[1820017336(TR: 10.69493, TS: 10.26658) -> {880680199=2574, 2087390487=66}]
[1569950223(TR: 10.69790, TS: 10.07975) -> {880680199=546, 2087390487=14}]
[1037436122(TR: 10.69981, TS: 10.02458) -> {880680199=1092, 2087390487=28}]
[80124391(TR: 10.70193, TS: 10.25984) -> {880680199=3066, 2087390487=79}]
[849245509(TR: 10.70552, TS: 10.05553) -> {880680199=546, 2087390487=14}]
[1931231979(TR: 10.70719, TS: 10.10586) -> {880680199=1638, 2087390487=42}]
[2120312966(TR: 10.71122, TS: 10.14925) -> {880680199=1638, 2087390487=42}]
