[1522528236(TR: 8.99598, TS: 8.16241) -> {880680199=11885254890, 2087390487=308888921, 1689826712=1279581, 289890178=1279581, 597022555=1279581}]
[243691815(TR: 9.03802, TS: 8.35121) -> {880680199=1413257898, 2087390487=36729542, 1689826712=152160, 289890178=152160, 597022555=152160}]
[1451727331(TR: 9.04025, TS: 8.35177) -> {880680199=2183385210, 2087390487=56744592, 1689826712=235077, 289890178=235077, 597022555=235077}]
[1545941033(TR: 9.04084, TS: 8.37836) -> {880680199=7313168666, 2087390487=190063864, 1689826712=787360, 289890178=787360, 597022555=787360}]
[2042651854(TR: 9.04297, TS: 8.41899) -> {880680199=5419284312, 2087390487=140843238, 1689826712=583470, 289890178=583470, 597022555=583470}]
[1148337560(TR: 9.04432, TS: 8.43669) -> {880680199=6039889878, 2087390487=156972244, 1689826712=650262, 289890178=650262, 597022555=650262}]
[777059444(TR: 9.04471, TS: 8.39937) -> {880680199=6471910434, 2087390487=168200164, 1689826712=696783, 289890178=696783, 597022555=696783}]
[1526801903(TR: 9.04530, TS: 8.35026) -> {880680199=4649157000, 2087390487=120828188, 1689826712=500553, 289890178=500553, 597022555=500553}]
[555600981(TR: 9.04623, TS: 8.36794) -> {880680199=15946383444, 2087390487=414434617, 1689826712=1716801, 289890178=1716801, 597022555=1716801}]
[1951836947(TR: 9.04625, TS: 8.36796) -> {880680199=15946383444, 2087390487=414434617, 1689826712=1716801, 289890178=1716801, 597022555=1716801}]
[1565285041(TR: 9.04644, TS: 8.43830) -> {880680199=4103898182, 2087390487=106657315, 1689826712=441847, 289890178=441847, 597022555=441847}]
[263201450(TR: 9.04663, TS: 8.32870) -> {880680199=1413257898, 2087390487=36729542, 1689826712=152160, 289890178=152160, 597022555=152160}]
[1073752173(TR: 9.04683, TS: 8.32842) -> {880680199=1413257898, 2087390487=36729542, 1689826712=152160, 289890178=152160, 597022555=152160}]
[21962061(TR: 9.04757, TS: 8.43343) -> {880680199=143410656, 2087390487=3727140, 1689826712=15441, 289890178=15441, 597022555=15441}]
[1055479303(TR: 9.04765, TS: 8.36519) -> {880680199=13584867432, 2087390487=353060604, 1689826712=1462566, 289890178=1462566, 597022555=1462566}]
[809666050(TR: 9.04799, TS: 8.35429) -> {880680199=7313168666, 2087390487=190063864, 1689826712=787360, 289890178=787360, 597022555=787360}]
[1900053287(TR: 9.04825, TS: 8.44580) -> {880680199=4103898182, 2087390487=106657315, 1689826712=441847, 289890178=441847, 597022555=441847}]
[144465207(TR: 9.04832, TS: 8.43771) -> {880680199=7544977554, 2087390487=196088360, 1689826712=812304, 289890178=812304, 597022555=812304}]
[1075011928(TR: 9.04837, TS: 8.37107) -> {880680199=4103898182, 2087390487=106657315, 1689826712=441847, 289890178=441847, 597022555=441847}]
[2092002125(TR: 9.04844, TS: 8.38847) -> {880680199=7993698942, 2087390487=207750323, 1689826712=860625, 289890178=860625, 597022555=860625}]
[1491566671(TR: 9.04871, TS: 8.33091) -> {880680199=1413257898, 2087390487=36729542, 1689826712=152160, 289890178=152160, 597022555=152160}]
[768305615(TR: 9.04881, TS: 8.33302) -> {880680199=7885168332, 2087390487=204929706, 1689826712=848943, 289890178=848943, 597022555=848943}]
[1196752036(TR: 9.04889, TS: 8.38301) -> {880680199=8726426564, 2087390487=226793406, 1689826712=939520, 289890178=939520, 597022555=939520}]
[810028032(TR: 9.04889, TS: 8.34167) -> {880680199=15094525374, 2087390487=392295470, 1689826712=1625094, 289890178=1625094, 597022555=1625094}]
[1422464958(TR: 9.04900, TS: 8.34371) -> {880680199=3631363254, 2087390487=94376415, 1689826712=390954, 289890178=390954, 597022555=390954}]
[574261753(TR: 9.04901, TS: 8.39124) -> {880680199=4103898182, 2087390487=106657315, 1689826712=441847, 289890178=441847, 597022555=441847}]
[1122754758(TR: 9.04905, TS: 8.43709) -> {880680199=10219943496, 2087390487=265608750, 1689826712=1100301, 289890178=1100301, 597022555=1100301}]
[850644119(TR: 9.04933, TS: 8.34442) -> {880680199=11885254890, 2087390487=308888921, 1689826712=1279581, 289890178=1279581, 597022555=1279581}]
[786127256(TR: 9.04934, TS: 8.33067) -> {880680199=7449044178, 2087390487=193595175, 1689826712=801993, 289890178=801993, 597022555=801993}]
[1482189051(TR: 9.04951, TS: 8.42847) -> {880680199=4247308838, 2087390487=110384455, 1689826712=457288, 289890178=457288, 597022555=457288}]
[1168658150(TR: 9.04958, TS: 8.34536) -> {880680199=16643054730, 2087390487=432540598, 1689826712=1791813, 289890178=1791813, 597022555=1791813}]
[1775498672(TR: 9.04960, TS: 8.37544) -> {880680199=9671253132, 2087390487=251348659, 1689826712=1041216, 289890178=1041216, 597022555=1041216}]
[489715339(TR: 9.04964, TS: 8.38693) -> {880680199=9523182494, 2087390487=247500553, 1689826712=1025317, 289890178=1025317, 597022555=1025317}]
[104122982(TR: 9.04971, TS: 8.37187) -> {880680199=9148519334, 2087390487=237763272, 1689826712=984961, 289890178=984961, 597022555=984961}]
[23886648(TR: 9.05000, TS: 8.35232) -> {880680199=2183385210, 2087390487=56744592, 1689826712=235077, 289890178=235077, 597022555=235077}]
[2011459792(TR: 9.05016, TS: 8.44883) -> {880680199=19362452762, 2087390487=503215853, 1689826712=2084620, 289890178=2084620, 597022555=2084620}]
[1769915529(TR: 9.05019, TS: 8.44275) -> {880680199=10139684462, 2087390487=263522948, 1689826712=1091680, 289890178=1091680, 597022555=1091680}]
[1228489786(TR: 9.05022, TS: 8.37476) -> {880680199=3352681140, 2087390487=87133689, 1689826712=360954, 289890178=360954, 597022555=360954}]
[737039262(TR: 9.05022, TS: 8.44497) -> {880680199=2183385210, 2087390487=56744592, 1689826712=235077, 289890178=235077, 597022555=235077}]
[2136528067(TR: 9.05029, TS: 8.44773) -> {880680199=17275278710, 2087390487=448971746, 1689826712=1859911, 289890178=1859911, 597022555=1859911}]
[1612516653(TR: 9.05033, TS: 8.35270) -> {880680199=11087942576, 2087390487=288167419, 1689826712=1193755, 289890178=1193755, 597022555=1193755}]
[1661373824(TR: 9.05037, TS: 8.42530) -> {880680199=12683482544, 2087390487=329634363, 1689826712=1365547, 289890178=1365547, 597022555=1365547}]
[984436957(TR: 9.05054, TS: 8.36544) -> {880680199=10780550384, 2087390487=280178581, 1689826712=1160680, 289890178=1160680, 597022555=1160680}]
[65697159(TR: 9.05056, TS: 8.36808) -> {880680199=11432545572, 2087390487=297123385, 1689826712=1230852, 289890178=1230852, 597022555=1230852}]
[186016946(TR: 9.05057, TS: 8.43761) -> {880680199=8869837220, 2087390487=230520546, 1689826712=954961, 289890178=954961, 597022555=954961}]
[1546359517(TR: 9.05059, TS: 8.44384) -> {880680199=20723588044, 2087390487=538590777, 1689826712=2231171, 289890178=2231171, 597022555=2231171}]
[214964797(TR: 9.05062, TS: 8.37050) -> {880680199=4103898182, 2087390487=106657315, 1689826712=441847, 289890178=441847, 597022555=441847}]
[1556484205(TR: 9.05064, TS: 8.43840) -> {880680199=3774773910, 2087390487=98103555, 1689826712=406395, 289890178=406395, 597022555=406395}]
[1691212979(TR: 9.05078, TS: 8.36996) -> {880680199=11648875736, 2087390487=302745675, 1689826712=1254151, 289890178=1254151, 597022555=1254151}]
[1693456269(TR: 9.05086, TS: 8.44723) -> {880680199=11077255250, 2087390487=287889711, 1689826712=1192621, 289890178=1192621, 597022555=1192621}]
[1753086172(TR: 9.05090, TS: 8.33068) -> {880680199=1413257898, 2087390487=36729542, 1689826712=152160, 289890178=152160, 597022555=152160}]
[72665286(TR: 9.05094, TS: 8.37357) -> {880680199=10428966414, 2087390487=271041121, 1689826712=1122810, 289890178=1122810, 597022555=1122810}]
[242656443(TR: 9.05109, TS: 8.41475) -> {880680199=10177084152, 2087390487=264494915, 1689826712=1095702, 289890178=1095702, 597022555=1095702}]
[1784583815(TR: 9.05111, TS: 8.44175) -> {880680199=5419284312, 2087390487=140843238, 1689826712=583470, 289890178=583470, 597022555=583470}]
[1835153416(TR: 9.05112, TS: 8.36169) -> {880680199=4247308838, 2087390487=110384455, 1689826712=457288, 289890178=457288, 597022555=457288}]
[1339215770(TR: 9.05117, TS: 8.44363) -> {880680199=4757799840, 2087390487=123651677, 1689826712=512232, 289890178=512232, 597022555=512232}]
[1950017959(TR: 9.05119, TS: 8.38034) -> {880680199=7599989978, 2087390487=197518144, 1689826712=818242, 289890178=818242, 597022555=818242}]
[1783542537(TR: 9.05127, TS: 8.37849) -> {880680199=13778582860, 2087390487=358095192, 1689826712=1483442, 289890178=1483442, 597022555=1483442}]
[370172976(TR: 9.05128, TS: 8.39641) -> {880680199=2183385210, 2087390487=56744592, 1689826712=235077, 289890178=235077, 597022555=235077}]
[1332201335(TR: 9.05139, TS: 8.38618) -> {880680199=8362582146, 2087390487=217337365, 1689826712=900351, 289890178=900351, 597022555=900351}]
[1815308525(TR: 9.05140, TS: 8.43497) -> {880680199=9855211560, 2087390487=256129689, 1689826712=1061049, 289890178=1061049, 597022555=1061049}]
[1945782425(TR: 9.05145, TS: 8.42994) -> {880680199=8219171490, 2087390487=213610225, 1689826712=884910, 289890178=884910, 597022555=884910}]
[1725862706(TR: 9.05151, TS: 8.38488) -> {880680199=4247308838, 2087390487=110384455, 1689826712=457288, 289890178=457288, 597022555=457288}]
[401849569(TR: 9.05156, TS: 8.44330) -> {880680199=21907690646, 2087390487=569364687, 1689826712=2358643, 289890178=2358643, 597022555=2358643}]
[1618004722(TR: 9.05159, TS: 8.34464) -> {880680199=7010673012, 2087390487=182202201, 1689826712=754788, 289890178=754788, 597022555=754788}]
[1097853157(TR: 9.05166, TS: 8.31082) -> {880680199=12079107704, 2087390487=313927095, 1689826712=1300474, 289890178=1300474, 597022555=1300474}]
[1404740857(TR: 9.05169, TS: 8.43533) -> {880680199=15737099576, 2087390487=408995607, 1689826712=1694308, 289890178=1694308, 597022555=1694308}]
[1495539419(TR: 9.05171, TS: 8.32758) -> {880680199=1413257898, 2087390487=36729542, 1689826712=152160, 289890178=152160, 597022555=152160}]
[1063610455(TR: 9.05172, TS: 8.35575) -> {880680199=7993698942, 2087390487=207750323, 1689826712=860625, 289890178=860625, 597022555=860625}]
[24348574(TR: 9.05179, TS: 8.35338) -> {880680199=4757799840, 2087390487=123651677, 1689826712=512232, 289890178=512232, 597022555=512232}]
[132675109(TR: 9.05179, TS: 8.35956) -> {880680199=7993698942, 2087390487=207750323, 1689826712=860625, 289890178=860625, 597022555=860625}]
[2118345413(TR: 9.05190, TS: 8.44202) -> {880680199=2183385210, 2087390487=56744592, 1689826712=235077, 289890178=235077, 597022555=235077}]
[1785764490(TR: 9.05190, TS: 8.35371) -> {880680199=4901210496, 2087390487=127378817, 1689826712=527673, 289890178=527673, 597022555=527673}]
[2007150381(TR: 9.05201, TS: 8.38325) -> {880680199=4390719494, 2087390487=114111595, 1689826712=472729, 289890178=472729, 597022555=472729}]
[868202146(TR: 9.05212, TS: 8.41240) -> {880680199=3264282908, 2087390487=84836333, 1689826712=351451, 289890178=351451, 597022555=351451}]
[1452261210(TR: 9.05214, TS: 8.39027) -> {880680199=11142955000, 2087390487=289597203, 1689826712=1199693, 289890178=1199693, 597022555=1199693}]
[952486859(TR: 9.05215, TS: 8.43873) -> {880680199=8083295978, 2087390487=210078914, 1689826712=870277, 289890178=870277, 597022555=870277}]
[1526517817(TR: 9.05226, TS: 8.36713) -> {880680199=10097381502, 2087390487=262423468, 1689826712=1087110, 289890178=1087110, 597022555=1087110}]
[347629410(TR: 9.05237, TS: 8.35834) -> {880680199=13306651986, 2087390487=345830017, 1689826712=1432623, 289890178=1432623, 597022555=1432623}]
[1063677888(TR: 9.05246, TS: 8.35762) -> {880680199=13914458372, 2087390487=361626503, 1689826712=1498075, 289890178=1498075, 597022555=1498075}]
[703291508(TR: 9.05259, TS: 8.41064) -> {880680199=15619808062, 2087390487=405947295, 1689826712=1681682, 289890178=1681682, 597022555=1681682}]
[363462760(TR: 9.05260, TS: 8.44219) -> {880680199=6941185050, 2087390487=180396269, 1689826712=747309, 289890178=747309, 597022555=747309}]
[1115616968(TR: 9.05262, TS: 8.43648) -> {880680199=5447668118, 2087390487=141580925, 1689826712=586528, 289890178=586528, 597022555=586528}]
[1315604776(TR: 9.05264, TS: 8.39405) -> {880680199=11377112298, 2087390487=295682720, 1689826712=1224888, 289890178=1224888, 597022555=1224888}]
[1022404689(TR: 9.05265, TS: 8.42286) -> {880680199=18446323858, 2087390487=479406379, 1689826712=1986002, 289890178=1986002, 597022555=1986002}]
[2031896295(TR: 9.05281, TS: 8.40880) -> {880680199=10076532840, 2087390487=261881610, 1689826712=1084860, 289890178=1084860, 597022555=1084860}]
[1281439674(TR: 9.05283, TS: 8.43721) -> {880680199=5899910768, 2087390487=153334322, 1689826712=635200, 289890178=635200, 597022555=635200}]
[1448658135(TR: 9.05284, TS: 8.41606) -> {880680199=9275788980, 2087390487=241070890, 1689826712=998655, 289890178=998655, 597022555=998655}]
[1867730029(TR: 9.05285, TS: 8.45205) -> {880680199=10194696886, 2087390487=264952732, 1689826712=1097618, 289890178=1097618, 597022555=1097618}]
[1961038878(TR: 9.05292, TS: 8.41293) -> {880680199=11885254890, 2087390487=308888921, 1689826712=1279581, 289890178=1279581, 597022555=1279581}]
[838480351(TR: 9.05292, TS: 8.43792) -> {880680199=10177084152, 2087390487=264494915, 1689826712=1095702, 289890178=1095702, 597022555=1095702}]
[563361099(TR: 9.05295, TS: 8.43120) -> {880680199=18446323858, 2087390487=479406379, 1689826712=1986002, 289890178=1986002, 597022555=1986002}]
[1414604080(TR: 9.05296, TS: 8.43499) -> {880680199=14916394572, 2087390487=387666049, 1689826712=1605936, 289890178=1605936, 597022555=1605936}]
[956209216(TR: 9.05308, TS: 8.41649) -> {880680199=10198800484, 2087390487=265059343, 1689826712=1098047, 289890178=1098047, 597022555=1098047}]
[1483350601(TR: 9.05310, TS: 8.42301) -> {880680199=7863483922, 2087390487=204366154, 1689826712=846611, 289890178=846611, 597022555=846611}]
[1490315874(TR: 9.05312, TS: 8.37457) -> {880680199=11229710274, 2087390487=291851841, 1689826712=1209015, 289890178=1209015, 597022555=1209015}]
[99728621(TR: 9.05315, TS: 8.38136) -> {880680199=3631363254, 2087390487=94376415, 1689826712=390954, 289890178=390954, 597022555=390954}]
[1224808587(TR: 9.05323, TS: 8.44792) -> {880680199=11053222430, 2087390487=287265138, 1689826712=1190038, 289890178=1190038, 597022555=1190038}]
[1089475464(TR: 9.05336, TS: 8.37173) -> {880680199=10797689718, 2087390487=280623921, 1689826712=1162494, 289890178=1162494, 597022555=1162494}]
[999089806(TR: 9.05336, TS: 8.43741) -> {880680199=8219171490, 2087390487=213610225, 1689826712=884910, 289890178=884910, 597022555=884910}]
[856830918(TR: 9.05343, TS: 8.40559) -> {880680199=11306715728, 2087390487=293853186, 1689826712=1217314, 289890178=1217314, 597022555=1217314}]
[1914089583(TR: 9.05347, TS: 8.43709) -> {880680199=13224128288, 2087390487=343685356, 1689826712=1423759, 289890178=1423759, 597022555=1423759}]
[851087862(TR: 9.05348, TS: 8.44157) -> {880680199=9551566300, 2087390487=248238240, 1689826712=1028375, 289890178=1028375, 597022555=1028375}]
[1860090297(TR: 9.05349, TS: 8.42213) -> {880680199=14065404172, 2087390487=365549472, 1689826712=1514324, 289890178=1514324, 597022555=1514324}]
[1290808231(TR: 9.05350, TS: 8.38774) -> {880680199=6039889878, 2087390487=156972244, 1689826712=650262, 289890178=650262, 597022555=650262}]
[186810270(TR: 9.05351, TS: 8.44401) -> {880680199=10814714146, 2087390487=281066507, 1689826712=1164368, 289890178=1164368, 597022555=1164368}]
[1844537901(TR: 9.05354, TS: 8.44697) -> {880680199=16746244648, 2087390487=435222557, 1689826712=1802960, 289890178=1802960, 597022555=1802960}]
[1996035419(TR: 9.05357, TS: 8.44053) -> {880680199=11098761318, 2087390487=288448659, 1689826712=1194942, 289890178=1194942, 597022555=1194942}]
[999929136(TR: 9.05357, TS: 8.42384) -> {880680199=8781438988, 2087390487=228223190, 1689826712=945458, 289890178=945458, 597022555=945458}]
[593486674(TR: 9.05361, TS: 8.35061) -> {880680199=3209270484, 2087390487=83406549, 1689826712=345513, 289890178=345513, 597022555=345513}]
[1167672598(TR: 9.05362, TS: 8.39758) -> {880680199=15181153432, 2087390487=394547026, 1689826712=1634468, 289890178=1634468, 597022555=1634468}]
[2079642419(TR: 9.05362, TS: 8.37109) -> {880680199=10678559270, 2087390487=277527857, 1689826712=1149682, 289890178=1149682, 597022555=1149682}]
[221436232(TR: 9.05364, TS: 8.37674) -> {880680199=10754248038, 2087390487=279494909, 1689826712=1157817, 289890178=1157817, 597022555=1157817}]
[1370226383(TR: 9.05365, TS: 8.45341) -> {880680199=10604080192, 2087390487=275592294, 1689826712=1141691, 289890178=1141691, 597022555=1141691}]
[1586868249(TR: 9.05367, TS: 8.38117) -> {880680199=5517156080, 2087390487=143386857, 1689826712=594007, 289890178=594007, 597022555=594007}]
[52792755(TR: 9.05368, TS: 8.39196) -> {880680199=1391573488, 2087390487=36165990, 1689826712=149828, 289890178=149828, 597022555=149828}]
[415689734(TR: 9.05372, TS: 8.35315) -> {880680199=18008509076, 2087390487=468027760, 1689826712=1938826, 289890178=1938826, 597022555=1938826}]
[378877015(TR: 9.05374, TS: 8.38587) -> {880680199=3774773910, 2087390487=98103555, 1689826712=406395, 289890178=406395, 597022555=406395}]
[1710447588(TR: 9.05390, TS: 8.45695) -> {880680199=5419284312, 2087390487=140843238, 1689826712=583470, 289890178=583470, 597022555=583470}]
[1251216124(TR: 9.05393, TS: 8.41412) -> {880680199=3774773910, 2087390487=98103555, 1689826712=406395, 289890178=406395, 597022555=406395}]
[1696430452(TR: 9.05393, TS: 8.44834) -> {880680199=6810857800, 2087390487=177009228, 1689826712=733298, 289890178=733298, 597022555=733298}]
[1519767052(TR: 9.05393, TS: 8.42314) -> {880680199=6035786280, 2087390487=156865633, 1689826712=649833, 289890178=649833, 597022555=649833}]
[625377985(TR: 9.05397, TS: 8.37919) -> {880680199=10274955920, 2087390487=267038534, 1689826712=1106239, 289890178=1106239, 597022555=1106239}]
[1332719487(TR: 9.05398, TS: 8.44508) -> {880680199=11472079272, 2087390487=298150963, 1689826712=1235145, 289890178=1235145, 597022555=1235145}]
[1094170943(TR: 9.05404, TS: 8.43800) -> {880680199=11455070592, 2087390487=297708871, 1689826712=1233303, 289890178=1233303, 597022555=1233303}]
[900135611(TR: 9.05405, TS: 8.39187) -> {880680199=11633489806, 2087390487=302345873, 1689826712=1252514, 289890178=1252514, 597022555=1252514}]
[619128388(TR: 9.05406, TS: 8.36112) -> {880680199=11319751464, 2087390487=294191915, 1689826712=1218699, 289890178=1218699, 597022555=1218699}]
[373383664(TR: 9.05407, TS: 8.44888) -> {880680199=9523182494, 2087390487=247500553, 1689826712=1025317, 289890178=1025317, 597022555=1025317}]
[1782828102(TR: 9.05409, TS: 8.38514) -> {880680199=8110480980, 2087390487=210785366, 1689826712=873186, 289890178=873186, 597022555=873186}]
[1748144279(TR: 9.05409, TS: 8.38377) -> {880680199=3774773910, 2087390487=98103555, 1689826712=406395, 289890178=406395, 597022555=406395}]
[1979338451(TR: 9.05410, TS: 8.37201) -> {880680199=1534984144, 2087390487=39893130, 1689826712=165269, 289890178=165269, 597022555=165269}]
[1747578749(TR: 9.05422, TS: 8.43819) -> {880680199=12535968290, 2087390487=325800612, 1689826712=1349677, 289890178=1349677, 597022555=1349677}]
[477900738(TR: 9.05455, TS: 8.34066) -> {880680199=7549547820, 2087390487=196207110, 1689826712=812790, 289890178=812790, 597022555=812790}]
[1614193394(TR: 9.05464, TS: 8.44366) -> {880680199=14688689282, 2087390487=381748164, 1689826712=1581421, 289890178=1581421, 597022555=1581421}]
[1193145585(TR: 9.05470, TS: 8.31233) -> {880680199=3352681140, 2087390487=87133689, 1689826712=360954, 289890178=360954, 597022555=360954}]
[1625864552(TR: 9.05471, TS: 8.43120) -> {880680199=11715263286, 2087390487=304471054, 1689826712=1261305, 289890178=1261305, 597022555=1261305}]
[496470152(TR: 9.05471, TS: 8.48095) -> {880680199=5052760350, 2087390487=131317511, 1689826712=543996, 289890178=543996, 597022555=543996}]
[1214486778(TR: 9.05472, TS: 8.43824) -> {880680199=11147074346, 2087390487=289704308, 1689826712=1200154, 289890178=1200154, 597022555=1200154}]
[1626425211(TR: 9.05493, TS: 8.36644) -> {880680199=10471996992, 2087390487=272159379, 1689826712=1127421, 289890178=1127421, 597022555=1127421}]
[1173848564(TR: 9.05493, TS: 8.42132) -> {880680199=8223275088, 2087390487=213716836, 1689826712=885339, 289890178=885339, 597022555=885339}]
[1686471178(TR: 9.05496, TS: 8.40280) -> {880680199=14103407916, 2087390487=366537164, 1689826712=1518420, 289890178=1518420, 597022555=1518420}]
[821387816(TR: 9.05500, TS: 8.32490) -> {880680199=5283638912, 2087390487=137317857, 1689826712=568849, 289890178=568849, 597022555=568849}]
[1515528658(TR: 9.05501, TS: 8.37444) -> {880680199=14393750490, 2087390487=374082878, 1689826712=1549653, 289890178=1549653, 597022555=1549653}]
[601154381(TR: 9.05505, TS: 8.37429) -> {880680199=10219943496, 2087390487=265608750, 1689826712=1100301, 289890178=1100301, 597022555=1100301}]
[1795797231(TR: 9.05510, TS: 8.41846) -> {880680199=11866209086, 2087390487=308394023, 1689826712=1277554, 289890178=1277554, 597022555=1277554}]
[1895197572(TR: 9.05514, TS: 8.39115) -> {880680199=5814748464, 2087390487=151121007, 1689826712=626031, 289890178=626031, 597022555=626031}]
[64921593(TR: 9.05516, TS: 8.40078) -> {880680199=11215678890, 2087390487=291487176, 1689826712=1207506, 289890178=1207506, 597022555=1207506}]
[118803012(TR: 9.05517, TS: 8.39689) -> {880680199=8869837220, 2087390487=230520546, 1689826712=954961, 289890178=954961, 597022555=954961}]
[557620353(TR: 9.05522, TS: 8.44921) -> {880680199=15056569300, 2087390487=391309148, 1689826712=1621043, 289890178=1621043, 597022555=1621043}]
[1658157417(TR: 9.05530, TS: 8.35917) -> {880680199=7154083668, 2087390487=185929341, 1689826712=770229, 289890178=770229, 597022555=770229}]
[360907677(TR: 9.05531, TS: 8.38440) -> {880680199=9992842260, 2087390487=259706590, 1689826712=1075860, 289890178=1075860, 597022555=1075860}]
[887401859(TR: 9.05533, TS: 8.40392) -> {880680199=6941185050, 2087390487=180396269, 1689826712=747309, 289890178=747309, 597022555=747309}]
[1912203018(TR: 9.05539, TS: 8.43304) -> {880680199=13921993516, 2087390487=361822332, 1689826712=1498883, 289890178=1498883, 597022555=1498883}]
[942593645(TR: 9.05540, TS: 8.37927) -> {880680199=7431463366, 2087390487=193138234, 1689826712=800090, 289890178=800090, 597022555=800090}]
[901555486(TR: 9.05542, TS: 8.35878) -> {880680199=10274955920, 2087390487=267038534, 1689826712=1106239, 289890178=1106239, 597022555=1106239}]
[606445215(TR: 9.05542, TS: 8.42254) -> {880680199=11776612050, 2087390487=306065432, 1689826712=1267902, 289890178=1267902, 597022555=1267902}]
[450555046(TR: 9.05546, TS: 8.35799) -> {880680199=5884236426, 2087390487=152926939, 1689826712=633510, 289890178=633510, 597022555=633510}]
[1409928238(TR: 9.05548, TS: 8.40619) -> {880680199=12792125384, 2087390487=332457852, 1689826712=1377226, 289890178=1377226, 597022555=1377226}]
[72157156(TR: 9.05551, TS: 8.36740) -> {880680199=15838207272, 2087390487=411623267, 1689826712=1705179, 289890178=1705179, 597022555=1705179}]
[211067028(TR: 9.05551, TS: 8.39077) -> {880680199=13989820868, 2087390487=363585130, 1689826712=1506193, 289890178=1506193, 597022555=1506193}]
[1105646204(TR: 9.05552, TS: 8.40805) -> {880680199=4247308838, 2087390487=110384455, 1689826712=457288, 289890178=457288, 597022555=457288}]
[1536429778(TR: 9.05553, TS: 8.40401) -> {880680199=7544977554, 2087390487=196088360, 1689826712=812304, 289890178=812304, 597022555=812304}]
[923422819(TR: 9.05558, TS: 8.40483) -> {880680199=10642036266, 2087390487=276578616, 1689826712=1145742, 289890178=1145742, 597022555=1145742}]
[515102230(TR: 9.05561, TS: 8.41436) -> {880680199=20754535726, 2087390487=539395112, 1689826712=2234513, 289890178=2234513, 597022555=2234513}]
[1773240974(TR: 9.05561, TS: 8.37384) -> {880680199=14112382862, 2087390487=366770412, 1689826712=1519384, 289890178=1519384, 597022555=1519384}]
[313058292(TR: 9.05570, TS: 8.35710) -> {880680199=11585397842, 2087390487=301095912, 1689826712=1247314, 289890178=1247314, 597022555=1247314}]
[2009342090(TR: 9.05578, TS: 8.36775) -> {880680199=6616964048, 2087390487=171970022, 1689826712=712405, 289890178=712405, 597022555=712405}]
