[1769619677(TR: 9.47738, TS: 9.06897) -> {880680199=30718004, 2087390487=798338, 1689826712=3307, 289890178=3307, 597022555=3307}]
[1283237696(TR: 9.47740, TS: 9.00691) -> {880680199=21869806, 2087390487=568378, 1689826712=2354, 289890178=2354, 597022555=2354}]
[222515357(TR: 9.47759, TS: 9.07072) -> {880680199=30718004, 2087390487=798338, 1689826712=3307, 289890178=3307, 597022555=3307}]
[1525269501(TR: 9.47821, TS: 9.06808) -> {880680199=30718004, 2087390487=798338, 1689826712=3307, 289890178=3307, 597022555=3307}]
[429917386(TR: 9.47824, TS: 9.06911) -> {880680199=30718004, 2087390487=798338, 1689826712=3307, 289890178=3307, 597022555=3307}]
[585618315(TR: 9.47938, TS: 9.07168) -> {880680199=65352768, 2087390487=1698459, 1689826712=7032, 289890178=7032, 597022555=7032}]
[193476144(TR: 9.48205, TS: 9.02004) -> {880680199=21869806, 2087390487=568378, 1689826712=2354, 289890178=2354, 597022555=2354}]
[535489175(TR: 9.48207, TS: 9.00238) -> {880680199=30990498, 2087390487=805418, 1689826712=3336, 289890178=3336, 597022555=3336}]
[108342260(TR: 9.48296, TS: 9.05746) -> {880680199=62915782, 2087390487=1635144, 1689826712=6776, 289890178=6776, 597022555=6776}]
[437439290(TR: 9.48321, TS: 9.06972) -> {880680199=52587810, 2087390487=1366716, 1689826712=5661, 289890178=5661, 597022555=5661}]
[1348556798(TR: 9.48350, TS: 9.07242) -> {880680199=82905708, 2087390487=2154649, 1689826712=8922, 289890178=8922, 597022555=8922}]
[404201783(TR: 9.48775, TS: 9.02021) -> {880680199=48972434, 2087390487=1272766, 1689826712=5275, 289890178=5275, 597022555=5275}]
[923927370(TR: 9.48803, TS: 9.05556) -> {880680199=23038688, 2087390487=598764, 1689826712=2482, 289890178=2482, 597022555=2482}]
[995448201(TR: 9.48847, TS: 9.08520) -> {880680199=32127504, 2087390487=834970, 1689826712=3459, 289890178=3459, 597022555=3459}]
[1632709562(TR: 9.48899, TS: 8.99142) -> {880680199=25933746, 2087390487=674002, 1689826712=2793, 289890178=2793, 597022555=2793}]
[1156198590(TR: 9.48917, TS: 8.98566) -> {880680199=25933746, 2087390487=674002, 1689826712=2793, 289890178=2793, 597022555=2793}]
[1665491770(TR: 9.48962, TS: 9.01361) -> {880680199=21869806, 2087390487=568378, 1689826712=2354, 289890178=2354, 597022555=2354}]
[1915591622(TR: 9.49032, TS: 8.94666) -> {880680199=30990498, 2087390487=805418, 1689826712=3336, 289890178=3336, 597022555=3336}]
[441017026(TR: 9.49056, TS: 8.88023) -> {880680199=21869806, 2087390487=568378, 1689826712=2354, 289890178=2354, 597022555=2354}]
[255053557(TR: 9.49084, TS: 9.08389) -> {880680199=30990498, 2087390487=805418, 1689826712=3336, 289890178=3336, 597022555=3336}]
[1202135194(TR: 9.49120, TS: 8.92961) -> {880680199=21869806, 2087390487=568378, 1689826712=2354, 289890178=2354, 597022555=2354}]
[1498046467(TR: 9.49165, TS: 9.05722) -> {880680199=30990498, 2087390487=805418, 1689826712=3336, 289890178=3336, 597022555=3336}]
[138696346(TR: 9.49174, TS: 9.10354) -> {880680199=21869806, 2087390487=568378, 1689826712=2354, 289890178=2354, 597022555=2354}]
[428958977(TR: 9.49393, TS: 8.99565) -> {880680199=23038688, 2087390487=598764, 1689826712=2482, 289890178=2482, 597022555=2482}]
[1741436249(TR: 9.49446, TS: 9.01173) -> {880680199=30990498, 2087390487=805418, 1689826712=3336, 289890178=3336, 597022555=3336}]
[1829510107(TR: 9.49649, TS: 9.03060) -> {880680199=23038688, 2087390487=598764, 1689826712=2482, 289890178=2482, 597022555=2482}]
[1196843110(TR: 9.49704, TS: 8.99213) -> {880680199=35368128, 2087390487=919181, 1689826712=3804, 289890178=3804, 597022555=3804}]
[1434299616(TR: 9.49860, TS: 9.06730) -> {880680199=47247172, 2087390487=1227920, 1689826712=5087, 289890178=5087, 597022555=5087}]
[1402813931(TR: 9.49893, TS: 9.06372) -> {880680199=21869806, 2087390487=568378, 1689826712=2354, 289890178=2354, 597022555=2354}]
[1581397632(TR: 9.49900, TS: 9.01025) -> {880680199=38285740, 2087390487=995016, 1689826712=4121, 289890178=4121, 597022555=4121}]
[711141502(TR: 9.49918, TS: 9.02221) -> {880680199=40149588, 2087390487=1043460, 1689826712=4323, 289890178=4323, 597022555=4323}]
[314674046(TR: 9.49935, TS: 9.01429) -> {880680199=78121450, 2087390487=2030313, 1689826712=8408, 289890178=8408, 597022555=8408}]
[680107688(TR: 9.50072, TS: 9.06732) -> {880680199=69115280, 2087390487=1796256, 1689826712=7441, 289890178=7441, 597022555=7441}]
[1739610895(TR: 9.50076, TS: 9.10159) -> {880680199=60691252, 2087390487=1577316, 1689826712=6533, 289890178=6533, 597022555=6533}]
[1411628895(TR: 9.50142, TS: 8.99927) -> {880680199=19013146, 2087390487=494142, 1689826712=2048, 289890178=2048, 597022555=2048}]
[1252480222(TR: 9.50149, TS: 9.06253) -> {880680199=59957888, 2087390487=1558256, 1689826712=6454, 289890178=6454, 597022555=6454}]
[784334844(TR: 9.50257, TS: 9.04875) -> {880680199=33923954, 2087390487=881658, 1689826712=3652, 289890178=3652, 597022555=3652}]
[1270001927(TR: 9.50295, TS: 9.12632) -> {880680199=21869806, 2087390487=568378, 1689826712=2354, 289890178=2354, 597022555=2354}]
[35792489(TR: 9.50319, TS: 9.11389) -> {880680199=30990498, 2087390487=805418, 1689826712=3336, 289890178=3336, 597022555=3336}]
[1918075735(TR: 9.50487, TS: 9.04451) -> {880680199=40882952, 2087390487=1062520, 1689826712=4402, 289890178=4402, 597022555=4402}]
[599970558(TR: 9.50501, TS: 9.09204) -> {880680199=61912722, 2087390487=1609061, 1689826712=6663, 289890178=6663, 597022555=6663}]
[2099672328(TR: 9.50526, TS: 9.04876) -> {880680199=13482478, 2087390487=350398, 1689826712=1451, 289890178=1451, 597022555=1451}]
[1847854507(TR: 9.50600, TS: 9.09471) -> {880680199=22603170, 2087390487=587438, 1689826712=2433, 289890178=2433, 597022555=2433}]
[8616451(TR: 9.50615, TS: 9.04015) -> {880680199=21869806, 2087390487=568378, 1689826712=2354, 289890178=2354, 597022555=2354}]
[895688143(TR: 9.50677, TS: 9.08783) -> {880680199=65352768, 2087390487=1698459, 1689826712=7032, 289890178=7032, 597022555=7032}]
[2074320990(TR: 9.50691, TS: 9.04034) -> {880680199=34634764, 2087390487=900121, 1689826712=3725, 289890178=3725, 597022555=3725}]
[904199132(TR: 9.50693, TS: 9.10162) -> {880680199=21869806, 2087390487=568378, 1689826712=2354, 289890178=2354, 597022555=2354}]
[774687745(TR: 9.50736, TS: 9.05684) -> {880680199=32197778, 2087390487=836806, 1689826712=3469, 289890178=3469, 597022555=3469}]
[59519342(TR: 9.50820, TS: 9.09612) -> {880680199=58509074, 2087390487=1520604, 1689826712=6298, 289890178=6298, 597022555=6298}]
[1699467281(TR: 9.50843, TS: 9.03666) -> {880680199=63322222, 2087390487=1645693, 1689826712=6815, 289890178=6815, 597022555=6815}]
[2003037567(TR: 9.50883, TS: 8.97004) -> {880680199=21869806, 2087390487=568378, 1689826712=2354, 289890178=2354, 597022555=2354}]
[1072134998(TR: 9.50889, TS: 9.03827) -> {880680199=86624998, 2087390487=2251318, 1689826712=9326, 289890178=9326, 597022555=9326}]
[1560427141(TR: 9.50922, TS: 9.14284) -> {880680199=21869806, 2087390487=568378, 1689826712=2354, 289890178=2354, 597022555=2354}]
[1718792812(TR: 9.50924, TS: 9.00133) -> {880680199=21869806, 2087390487=568378, 1689826712=2354, 289890178=2354, 597022555=2354}]
[244491208(TR: 9.51024, TS: 9.00397) -> {880680199=44908494, 2087390487=1167142, 1689826712=4836, 289890178=4836, 597022555=4836}]
[178996359(TR: 9.51038, TS: 9.00643) -> {880680199=23038688, 2087390487=598764, 1689826712=2482, 289890178=2482, 597022555=2482}]
[1186042181(TR: 9.51069, TS: 9.05028) -> {880680199=53609512, 2087390487=1393261, 1689826712=5768, 289890178=5768, 597022555=5768}]
[899918381(TR: 9.51086, TS: 9.03828) -> {880680199=32860868, 2087390487=854030, 1689826712=3538, 289890178=3538, 597022555=3538}]
[775214002(TR: 9.51208, TS: 9.02503) -> {880680199=44908494, 2087390487=1167142, 1689826712=4836, 289890178=4836, 597022555=4836}]
[2120955279(TR: 9.51282, TS: 9.15444) -> {880680199=13482478, 2087390487=350398, 1689826712=1451, 289890178=1451, 597022555=1451}]
[882555070(TR: 9.51299, TS: 9.01485) -> {880680199=30990498, 2087390487=805418, 1689826712=3336, 289890178=3336, 597022555=3336}]
[482385602(TR: 9.51334, TS: 9.06000) -> {880680199=76790762, 2087390487=1995718, 1689826712=8260, 289890178=8260, 597022555=8260}]
[341931947(TR: 9.51359, TS: 9.02267) -> {880680199=10991062, 2087390487=285652, 1689826712=1184, 289890178=1184, 597022555=1184}]
[864157669(TR: 9.51420, TS: 9.06520) -> {880680199=50096394, 2087390487=1301970, 1689826712=5394, 289890178=5394, 597022555=5394}]
[1388310115(TR: 9.51450, TS: 9.10693) -> {880680199=69539450, 2087390487=1807276, 1689826712=7486, 289890178=7486, 597022555=7486}]
[1251040376(TR: 9.51484, TS: 9.13193) -> {880680199=56965622, 2087390487=1480496, 1689826712=6133, 289890178=6133, 597022555=6133}]
[1431479982(TR: 9.51505, TS: 8.89539) -> {880680199=21869806, 2087390487=568378, 1689826712=2354, 289890178=2354, 597022555=2354}]
[1762657590(TR: 9.51532, TS: 9.10568) -> {880680199=21869806, 2087390487=568378, 1689826712=2354, 289890178=2354, 597022555=2354}]
[1148269185(TR: 9.51535, TS: 9.05797) -> {880680199=49401428, 2087390487=1283912, 1689826712=5320, 289890178=5320, 597022555=5320}]
[79938795(TR: 9.51541, TS: 9.07970) -> {880680199=38821446, 2087390487=1008938, 1689826712=4179, 289890178=4179, 597022555=4179}]
[1147434251(TR: 9.51552, TS: 9.10371) -> {880680199=69850342, 2087390487=1815358, 1689826712=7520, 289890178=7520, 597022555=7520}]
[766828804(TR: 9.51565, TS: 9.00799) -> {880680199=21869806, 2087390487=568378, 1689826712=2354, 289890178=2354, 597022555=2354}]
[1612462857(TR: 9.51596, TS: 9.09649) -> {880680199=31723862, 2087390487=824478, 1689826712=3415, 289890178=3415, 597022555=3415}]
[2061651837(TR: 9.51631, TS: 8.99427) -> {880680199=25933746, 2087390487=674002, 1689826712=2793, 289890178=2793, 597022555=2793}]
[499753223(TR: 9.51653, TS: 9.04327) -> {880680199=60994706, 2087390487=1585212, 1689826712=6568, 289890178=6568, 597022555=6568}]
[402640763(TR: 9.51666, TS: 9.05138) -> {880680199=38026292, 2087390487=988284, 1689826712=4096, 289890178=4096, 597022555=4096}]
[381319934(TR: 9.51667, TS: 9.06888) -> {880680199=21869806, 2087390487=568378, 1689826712=2354, 289890178=2354, 597022555=2354}]
[2118866675(TR: 9.51677, TS: 9.00949) -> {880680199=35352284, 2087390487=918776, 1689826712=3805, 289890178=3805, 597022555=3805}]
[777654692(TR: 9.51681, TS: 9.07706) -> {880680199=26964956, 2087390487=700796, 1689826712=2902, 289890178=2902, 597022555=2902}]
[1194821379(TR: 9.51682, TS: 9.01699) -> {880680199=49568126, 2087390487=1288234, 1689826712=5335, 289890178=5335, 597022555=5335}]
[35616913(TR: 9.51688, TS: 9.06125) -> {880680199=70561152, 2087390487=1833821, 1689826712=7593, 289890178=7593, 597022555=7593}]
[642210543(TR: 9.51690, TS: 9.01366) -> {880680199=32892744, 2087390487=854864, 1689826712=3543, 289890178=3543, 597022555=3543}]
[1483651250(TR: 9.51697, TS: 9.08757) -> {880680199=54342876, 2087390487=1412321, 1689826712=5847, 289890178=5847, 597022555=5847}]
[588919587(TR: 9.51698, TS: 8.95530) -> {880680199=21869806, 2087390487=568378, 1689826712=2354, 289890178=2354, 597022555=2354}]
[1522011169(TR: 9.51701, TS: 9.01956) -> {880680199=66342782, 2087390487=1724194, 1689826712=7141, 289890178=7141, 597022555=7141}]
[1177855419(TR: 9.51722, TS: 9.04202) -> {880680199=85178090, 2087390487=2213698, 1689826712=9163, 289890178=9163, 597022555=9163}]
[1798455015(TR: 9.51724, TS: 9.01686) -> {880680199=96356312, 2087390487=2504225, 1689826712=10372, 289890178=10372, 597022555=10372}]
[432249737(TR: 9.51735, TS: 9.05635) -> {880680199=85178090, 2087390487=2213698, 1689826712=9163, 289890178=9163, 597022555=9163}]
[50349460(TR: 9.51743, TS: 9.07571) -> {880680199=62617152, 2087390487=1627374, 1689826712=6741, 289890178=6741, 597022555=6741}]
[1618616626(TR: 9.51744, TS: 9.02816) -> {880680199=43739612, 2087390487=1136756, 1689826712=4708, 289890178=4708, 597022555=4708}]
[440790748(TR: 9.51757, TS: 9.01784) -> {880680199=42051834, 2087390487=1092906, 1689826712=4530, 289890178=4530, 597022555=4530}]
[526332366(TR: 9.51762, TS: 9.05480) -> {880680199=75479318, 2087390487=1961639, 1689826712=8122, 289890178=8122, 597022555=8122}]
[510847828(TR: 9.51777, TS: 9.08669) -> {880680199=21869806, 2087390487=568378, 1689826712=2354, 289890178=2354, 597022555=2354}]
[800078361(TR: 9.51780, TS: 9.08566) -> {880680199=10991062, 2087390487=285652, 1689826712=1184, 289890178=1184, 597022555=1184}]
[439747133(TR: 9.51793, TS: 8.99601) -> {880680199=35352284, 2087390487=918776, 1689826712=3805, 289890178=3805, 597022555=3805}]
[2088862196(TR: 9.51805, TS: 9.06088) -> {880680199=60994706, 2087390487=1585212, 1689826712=6568, 289890178=6568, 597022555=6568}]
[1973484923(TR: 9.51811, TS: 9.06477) -> {880680199=67255014, 2087390487=1747905, 1689826712=7239, 289890178=7239, 597022555=7239}]
[1533964580(TR: 9.51824, TS: 9.06487) -> {880680199=65786402, 2087390487=1709734, 1689826712=7081, 289890178=7081, 597022555=7081}]
