[1999952470(TR: 9.06062, TS: 8.44894) -> {880680199=3235899102, 2087390487=84098646, 1689826712=348393, 289890178=348393, 597022555=348393}]
[1364448566(TR: 9.06194, TS: 8.40627) -> {880680199=3209270484, 2087390487=83406549, 1689826712=345513, 289890178=345513, 597022555=345513}]
[580086437(TR: 9.06898, TS: 8.35910) -> {880680199=1222043690, 2087390487=31760022, 1689826712=131572, 289890178=131572, 597022555=131572}]
[1797546939(TR: 9.06901, TS: 8.43762) -> {880680199=286821312, 2087390487=7454280, 1689826712=30882, 289890178=30882, 597022555=30882}]
[974385891(TR: 9.06997, TS: 8.43459) -> {880680199=143410656, 2087390487=3727140, 1689826712=15441, 289890178=15441, 597022555=15441}]
[1965452018(TR: 9.07464, TS: 8.45613) -> {880680199=143410656, 2087390487=3727140, 1689826712=15441, 289890178=15441, 597022555=15441}]
[1280962737(TR: 9.07541, TS: 8.36755) -> {880680199=3209270484, 2087390487=83406549, 1689826712=345513, 289890178=345513, 597022555=345513}]
[78150458(TR: 9.07924, TS: 8.40680) -> {880680199=6697223082, 2087390487=174055824, 1689826712=721026, 289890178=721026, 597022555=721026}]
[562628006(TR: 9.08108, TS: 8.41579) -> {880680199=1556668554, 2087390487=40456682, 1689826712=167601, 289890178=167601, 597022555=167601}]
[1732151967(TR: 9.08166, TS: 8.39877) -> {880680199=1126436586, 2087390487=29275262, 1689826712=121278, 289890178=121278, 597022555=121278}]
[1684091569(TR: 9.08188, TS: 8.40413) -> {880680199=2543798082, 2087390487=66111415, 1689826712=273867, 289890178=273867, 597022555=273867}]
[601351340(TR: 9.08203, TS: 8.42622) -> {880680199=2109462516, 2087390487=54823384, 1689826712=227115, 289890178=227115, 597022555=227115}]
[1243242821(TR: 9.08236, TS: 8.47379) -> {880680199=143410656, 2087390487=3727140, 1689826712=15441, 289890178=15441, 597022555=15441}]
[1499685099(TR: 9.08253, TS: 8.44192) -> {880680199=1126436586, 2087390487=29275262, 1689826712=121278, 289890178=121278, 597022555=121278}]
[373171257(TR: 9.08282, TS: 8.39836) -> {880680199=1126436586, 2087390487=29275262, 1689826712=121278, 289890178=121278, 597022555=121278}]
[888813004(TR: 9.08362, TS: 8.50928) -> {880680199=1104752176, 2087390487=28711710, 1689826712=118946, 289890178=118946, 597022555=118946}]
[672421243(TR: 9.08396, TS: 8.44021) -> {880680199=2183385210, 2087390487=56744592, 1689826712=235077, 289890178=235077, 597022555=235077}]
