[685081525(TR: 9.65960, TS: 9.23254) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[1266702166(TR: 9.66916, TS: 9.22899) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[76789840(TR: 9.66994, TS: 9.29127) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[834715986(TR: 9.67114, TS: 9.14356) -> {880680199=422472, 2087390487=10978, 1689826712=45, 289890178=45, 597022555=45}]
[693581115(TR: 9.67496, TS: 9.28239) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[898381044(TR: 9.67573, TS: 9.28291) -> {880680199=2330458, 2087390487=60568, 1689826712=251, 289890178=251, 597022555=251}]
[2088759284(TR: 9.67710, TS: 9.28786) -> {880680199=1882678, 2087390487=48930, 1689826712=203, 289890178=203, 597022555=203}]
[1706531091(TR: 9.67742, TS: 9.28324) -> {880680199=3823986, 2087390487=99380, 1689826712=411, 289890178=411, 597022555=411}]
[1388973734(TR: 9.67882, TS: 9.28272) -> {880680199=4266050, 2087390487=110867, 1689826712=457, 289890178=457, 597022555=457}]
[112569247(TR: 9.68623, TS: 9.29303) -> {880680199=4355264, 2087390487=113190, 1689826712=469, 289890178=469, 597022555=469}]
[95876338(TR: 9.69162, TS: 9.28653) -> {880680199=3989482, 2087390487=103673, 1689826712=425, 289890178=425, 597022555=425}]
[1544591958(TR: 9.69172, TS: 9.29900) -> {880680199=2876228, 2087390487=74752, 1689826712=310, 289890178=310, 597022555=310}]
[1580011596(TR: 9.69270, TS: 9.30956) -> {880680199=2876228, 2087390487=74752, 1689826712=310, 289890178=310, 597022555=310}]
[1978642757(TR: 9.69342, TS: 9.20843) -> {880680199=1466728, 2087390487=38120, 1689826712=158, 289890178=158, 597022555=158}]
[1204607598(TR: 9.69410, TS: 9.30136) -> {880680199=5492270, 2087390487=142742, 1689826712=592, 289890178=592, 597022555=592}]
[534129387(TR: 9.69561, TS: 9.29994) -> {880680199=7569588, 2087390487=196717, 1689826712=810, 289890178=810, 597022555=810}]
[701494829(TR: 9.69725, TS: 9.29988) -> {880680199=5966850, 2087390487=155072, 1689826712=642, 289890178=642, 597022555=642}]
[555884488(TR: 9.69765, TS: 9.29699) -> {880680199=4500372, 2087390487=116956, 1689826712=483, 289890178=483, 597022555=483}]
[10268200(TR: 9.69780, TS: 9.24323) -> {880680199=4500372, 2087390487=116956, 1689826712=483, 289890178=483, 597022555=483}]
[783502754(TR: 9.69910, TS: 9.28273) -> {880680199=4094996, 2087390487=106415, 1689826712=436, 289890178=436, 597022555=436}]
[2015078599(TR: 9.70033, TS: 9.28164) -> {880680199=2200092, 2087390487=57180, 1689826712=237, 289890178=237, 597022555=237}]
[1240872019(TR: 9.70036, TS: 9.29266) -> {880680199=1882678, 2087390487=48930, 1689826712=203, 289890178=203, 597022555=203}]
[746466987(TR: 9.70038, TS: 9.29392) -> {880680199=6649758, 2087390487=172816, 1689826712=714, 289890178=714, 597022555=714}]
[404011227(TR: 9.70105, TS: 9.30658) -> {880680199=4266050, 2087390487=110867, 1689826712=457, 289890178=457, 597022555=457}]
[1030518414(TR: 9.70127, TS: 9.33823) -> {880680199=4500372, 2087390487=116956, 1689826712=483, 289890178=483, 597022555=483}]
