[950111779(TR: 9.54691, TS: 9.08382) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[1445675258(TR: 9.54797, TS: 9.02647) -> {880680199=11320784, 2087390487=294220, 1689826712=1219, 289890178=1219, 597022555=1219}]
[500593878(TR: 9.54884, TS: 9.11073) -> {880680199=6561878, 2087390487=170538, 1689826712=706, 289890178=706, 597022555=706}]
[1585673527(TR: 9.55031, TS: 9.12850) -> {880680199=9854056, 2087390487=256100, 1689826712=1061, 289890178=1061, 597022555=1061}]
[1785145426(TR: 9.55034, TS: 9.12182) -> {880680199=10257698, 2087390487=266592, 1689826712=1105, 289890178=1105, 597022555=1105}]
[1724352884(TR: 9.55075, TS: 9.10205) -> {880680199=9854056, 2087390487=256100, 1689826712=1061, 289890178=1061, 597022555=1061}]
[1217999294(TR: 9.55100, TS: 9.05031) -> {880680199=3628422, 2087390487=94298, 1689826712=390, 289890178=390, 597022555=390}]
[225894231(TR: 9.55154, TS: 9.14786) -> {880680199=9120692, 2087390487=237040, 1689826712=982, 289890178=982, 597022555=982}]
[474873051(TR: 9.55247, TS: 9.12857) -> {880680199=9120692, 2087390487=237040, 1689826712=982, 289890178=982, 597022555=982}]
[1585468179(TR: 9.55314, TS: 9.13022) -> {880680199=15346326, 2087390487=398842, 1689826712=1653, 289890178=1653, 597022555=1653}]
[72809886(TR: 9.55319, TS: 9.12297) -> {880680199=8425726, 2087390487=218982, 1689826712=908, 289890178=908, 597022555=908}]
[96675947(TR: 9.55359, TS: 9.13066) -> {880680199=23038688, 2087390487=598764, 1689826712=2482, 289890178=2482, 597022555=2482}]
[1047843811(TR: 9.55385, TS: 9.08796) -> {880680199=21869806, 2087390487=568378, 1689826712=2354, 289890178=2354, 597022555=2354}]
[1647319029(TR: 9.55389, TS: 9.14284) -> {880680199=4400184, 2087390487=114360, 1689826712=474, 289890178=474, 597022555=474}]
[1362738208(TR: 9.55561, TS: 9.14629) -> {880680199=25200382, 2087390487=654942, 1689826712=2714, 289890178=2714, 597022555=2714}]
