[1822573030(TR: 8.58285, TS: 7.80591) -> {880680199=7472440326994, 2087390487=194203172962, 1689826712=804496496, 289890178=804496496, 597022555=804496496}]
[2045528707(TR: 8.59077, TS: 7.87773) -> {880680199=7472440326994, 2087390487=194203172962, 1689826712=804496496, 289890178=804496496, 597022555=804496496}]
[1230329038(TR: 8.59799, TS: 7.85817) -> {880680199=11260524533104, 2087390487=292652666474, 1689826712=1212328253, 289890178=1212328253, 597022555=1212328253}]
[1515538771(TR: 8.59854, TS: 7.88870) -> {880680199=7472440326994, 2087390487=194203172962, 1689826712=804496496, 289890178=804496496, 597022555=804496496}]
[612798094(TR: 8.59882, TS: 7.89111) -> {880680199=12437480502586, 2087390487=323240878205, 1689826712=1339041596, 289890178=1339041596, 597022555=1339041596}]
[1067806927(TR: 8.59884, TS: 7.89133) -> {880680199=7472440326994, 2087390487=194203172962, 1689826712=804496496, 289890178=804496496, 597022555=804496496}]
[1836751205(TR: 8.59884, TS: 7.89133) -> {880680199=7472440326994, 2087390487=194203172962, 1689826712=804496496, 289890178=804496496, 597022555=804496496}]
[1555407057(TR: 8.59940, TS: 7.90409) -> {880680199=10338134998658, 2087390487=268680448828, 1689826712=1113022456, 289890178=1113022456, 597022555=1113022456}]
[752514501(TR: 8.59946, TS: 7.88277) -> {880680199=25379187334000, 2087390487=659586224687, 1689826712=2732369282, 289890178=2732369282, 597022555=2732369282}]
[1018719278(TR: 8.59969, TS: 7.88385) -> {880680199=7472440326994, 2087390487=194203172962, 1689826712=804496496, 289890178=804496496, 597022555=804496496}]
[680476798(TR: 8.60008, TS: 7.88998) -> {880680199=12437480502586, 2087390487=323240878205, 1689826712=1339041596, 289890178=1339041596, 597022555=1339041596}]
[1498275478(TR: 8.60027, TS: 7.82084) -> {880680199=2108727858686, 2087390487=54804270189, 1689826712=227029375, 289890178=227029375, 597022555=227029375}]
[642186279(TR: 8.60029, TS: 7.88331) -> {880680199=16860921247340, 2087390487=438202817208, 1689826712=1815277303, 289890178=1815277303, 597022555=1815277303}]
[1499479517(TR: 8.60035, TS: 7.90419) -> {880680199=4965040175592, 2087390487=129037705243, 1689826712=534545100, 289890178=534545100, 597022555=534545100}]
[197007935(TR: 8.60039, TS: 7.85310) -> {880680199=15203598536134, 2087390487=395130231210, 1689826712=1636846949, 289890178=1636846949, 597022555=1636846949}]
[1009835184(TR: 8.60055, TS: 7.85867) -> {880680199=4965040175592, 2087390487=129037705243, 1689826712=534545100, 289890178=534545100, 597022555=534545100}]
[763799765(TR: 8.60062, TS: 7.85580) -> {880680199=20317975477054, 2087390487=528049089509, 1689826712=2187470348, 289890178=2187470348, 597022555=2187470348}]
