[1939319899(TR: 8.73367, TS: 8.02445) -> {880680199=11885254890, 2087390487=308888921, 1689826712=1279581, 289890178=1279581, 597022555=1279581}]
[1567049165(TR: 8.73555, TS: 8.04984) -> {880680199=35655764670, 2087390487=926666763, 1689826712=3838743, 289890178=3838743, 597022555=3838743}]
[1186152892(TR: 8.73597, TS: 8.08278) -> {880680199=11885254890, 2087390487=308888921, 1689826712=1279581, 289890178=1279581, 597022555=1279581}]
[862942056(TR: 8.73725, TS: 8.07224) -> {880680199=90911055788, 2087390487=2362710850, 1689826712=9787663, 289890178=9787663, 597022555=9787663}]
[872982806(TR: 8.74003, TS: 7.99884) -> {880680199=90911055788, 2087390487=2362710850, 1689826712=9787663, 289890178=9787663, 597022555=9787663}]
[2050174648(TR: 8.74208, TS: 8.04890) -> {880680199=90911055788, 2087390487=2362710850, 1689826712=9787663, 289890178=9787663, 597022555=9787663}]
[496850206(TR: 8.74396, TS: 8.04951) -> {880680199=23770509780, 2087390487=617777842, 1689826712=2559162, 289890178=2559162, 597022555=2559162}]
[1428263414(TR: 8.74402, TS: 8.03224) -> {880680199=268656860048, 2087390487=6982192358, 1689826712=28924126, 289890178=28924126, 597022555=28924126}]
[605078109(TR: 8.74540, TS: 8.05339) -> {880680199=151750588136, 2087390487=3943884997, 1689826712=16337728, 289890178=16337728, 597022555=16337728}]
[1194684041(TR: 8.74544, TS: 8.02997) -> {880680199=35655764670, 2087390487=926666763, 1689826712=3838743, 289890178=3838743, 597022555=3838743}]
[821556948(TR: 8.74560, TS: 8.06223) -> {880680199=361316682016, 2087390487=9390352474, 1689826712=38900105, 289890178=38900105, 597022555=38900105}]
[1761636125(TR: 8.74590, TS: 8.02918) -> {880680199=126566820458, 2087390487=3289377613, 1689826712=13626406, 289890178=13626406, 597022555=13626406}]
[1268800074(TR: 8.74695, TS: 8.02714) -> {880680199=124933365354, 2087390487=3246925379, 1689826712=13450563, 289890178=13450563, 597022555=13450563}]
[655176849(TR: 8.74726, TS: 7.97566) -> {880680199=11885254890, 2087390487=308888921, 1689826712=1279581, 289890178=1279581, 597022555=1279581}]
[675493874(TR: 8.74816, TS: 8.02717) -> {880680199=35655764670, 2087390487=926666763, 1689826712=3838743, 289890178=3838743, 597022555=3838743}]
[1121049952(TR: 8.74836, TS: 8.02517) -> {880680199=11885254890, 2087390487=308888921, 1689826712=1279581, 289890178=1279581, 597022555=1279581}]
[199929210(TR: 8.74854, TS: 8.03748) -> {880680199=389306495632, 2087390487=10117787119, 1689826712=41913596, 289890178=41913596, 597022555=41913596}]
[1166915882(TR: 8.74877, TS: 8.21665) -> {880680199=67140546008, 2087390487=1744933008, 1689826712=7228501, 289890178=7228501, 597022555=7228501}]
[1958804174(TR: 8.74977, TS: 8.14057) -> {880680199=102796310678, 2087390487=2671599771, 1689826712=11067244, 289890178=11067244, 597022555=11067244}]
[943068139(TR: 8.75012, TS: 7.98772) -> {880680199=67140546008, 2087390487=1744933008, 1689826712=7228501, 289890178=7228501, 597022555=7228501}]
[1726609642(TR: 8.75015, TS: 8.03195) -> {880680199=90911055788, 2087390487=2362710850, 1689826712=9787663, 289890178=9787663, 597022555=9787663}]
[1308969460(TR: 8.75063, TS: 8.13460) -> {880680199=11885254890, 2087390487=308888921, 1689826712=1279581, 289890178=1279581, 597022555=1279581}]
[1029758064(TR: 8.75092, TS: 7.98619) -> {880680199=67140546008, 2087390487=1744933008, 1689826712=7228501, 289890178=7228501, 597022555=7228501}]
[901855612(TR: 8.75101, TS: 7.96770) -> {880680199=163635843026, 2087390487=4252773918, 1689826712=17617309, 289890178=17617309, 597022555=17617309}]
[474397062(TR: 8.75120, TS: 7.96949) -> {880680199=35655764670, 2087390487=926666763, 1689826712=3838743, 289890178=3838743, 597022555=3838743}]
[2020083987(TR: 8.75123, TS: 8.00437) -> {880680199=146166346906, 2087390487=3798754937, 1689826712=15736583, 289890178=15736583, 597022555=15736583}]
[1137756466(TR: 8.75137, TS: 8.05837) -> {880680199=35655764670, 2087390487=926666763, 1689826712=3838743, 289890178=3838743, 597022555=3838743}]
[2145780461(TR: 8.75156, TS: 7.95381) -> {880680199=23770509780, 2087390487=617777842, 1689826712=2559162, 289890178=2559162, 597022555=2559162}]
[1455758878(TR: 8.75181, TS: 8.02724) -> {880680199=79025800898, 2087390487=2053821929, 1689826712=8508082, 289890178=8508082, 597022555=8508082}]
