[1667401014(TR: 10.11826, TS: 9.73515) -> {880680199=11186, 2087390487=290, 1689826712=1, 289890178=1, 597022555=1}]
[1760900757(TR: 10.12272, TS: 9.77946) -> {880680199=37616, 2087390487=978, 1689826712=4, 289890178=4, 597022555=4}]
[1498591690(TR: 10.12696, TS: 9.65075) -> {880680199=16912, 2087390487=440, 1689826712=2, 289890178=2, 597022555=2}]
[1362598155(TR: 10.12855, TS: 9.73223) -> {880680199=11186, 2087390487=290, 1689826712=1, 289890178=1, 597022555=1}]
[1829021258(TR: 10.13101, TS: 9.73733) -> {880680199=35462, 2087390487=922, 1689826712=4, 289890178=4, 597022555=4}]
[439932393(TR: 10.13180, TS: 9.73952) -> {880680199=18550, 2087390487=482, 1689826712=2, 289890178=2, 597022555=2}]
[1530399141(TR: 10.13217, TS: 9.73384) -> {880680199=11186, 2087390487=290, 1689826712=1, 289890178=1, 597022555=1}]
[388513769(TR: 10.13275, TS: 9.67012) -> {880680199=11186, 2087390487=290, 1689826712=1, 289890178=1, 597022555=1}]
[1599532464(TR: 10.13311, TS: 9.73199) -> {880680199=57258, 2087390487=1488, 1689826712=6, 289890178=6, 597022555=6}]
[52296750(TR: 10.13466, TS: 9.73579) -> {880680199=61050, 2087390487=1586, 1689826712=6, 289890178=6, 597022555=6}]
[418621641(TR: 10.13509, TS: 9.74294) -> {880680199=43412, 2087390487=1127, 1689826712=4, 289890178=4, 597022555=4}]
[1324489545(TR: 10.13646, TS: 9.80475) -> {880680199=11186, 2087390487=290, 1689826712=1, 289890178=1, 597022555=1}]
[648102986(TR: 10.14083, TS: 9.73290) -> {880680199=18550, 2087390487=482, 1689826712=2, 289890178=2, 597022555=2}]
[1253126204(TR: 10.14121, TS: 9.64496) -> {880680199=11186, 2087390487=290, 1689826712=1, 289890178=1, 597022555=1}]
[1325497411(TR: 10.14165, TS: 9.78049) -> {880680199=16912, 2087390487=440, 1689826712=2, 289890178=2, 597022555=2}]
[301407929(TR: 10.14244, TS: 9.75299) -> {880680199=36048, 2087390487=935, 1689826712=3, 289890178=3, 597022555=3}]
[1029213145(TR: 10.14302, TS: 9.77204) -> {880680199=84780, 2087390487=2204, 1689826712=9, 289890178=9, 597022555=9}]
[2116775070(TR: 10.14649, TS: 9.80787) -> {880680199=18550, 2087390487=482, 1689826712=2, 289890178=2, 597022555=2}]
[973923452(TR: 10.14675, TS: 9.84519) -> {880680199=7364, 2087390487=192, 1689826712=1, 289890178=1, 597022555=1}]
[329721682(TR: 10.14745, TS: 9.65112) -> {880680199=11186, 2087390487=290, 1689826712=1, 289890178=1, 597022555=1}]
[1784176828(TR: 10.14746, TS: 9.68367) -> {880680199=7364, 2087390487=192, 1689826712=1, 289890178=1, 597022555=1}]
[1328721653(TR: 10.14790, TS: 9.70596) -> {880680199=77992, 2087390487=2026, 1689826712=8, 289890178=8, 597022555=8}]
[314612843(TR: 10.14847, TS: 9.74580) -> {880680199=53466, 2087390487=1390, 1689826712=6, 289890178=6, 597022555=6}]
[947369174(TR: 10.14959, TS: 9.73094) -> {880680199=11186, 2087390487=290, 1689826712=1, 289890178=1, 597022555=1}]
[285437668(TR: 10.15030, TS: 9.74612) -> {880680199=73078, 2087390487=1900, 1689826712=8, 289890178=8, 597022555=8}]
[1260138295(TR: 10.15199, TS: 9.66386) -> {880680199=58350, 2087390487=1516, 1689826712=6, 289890178=6, 597022555=6}]
[1563017723(TR: 10.15282, TS: 9.76642) -> {880680199=37070, 2087390487=964, 1689826712=4, 289890178=4, 597022555=4}]
[1484595084(TR: 10.15307, TS: 9.70265) -> {880680199=11186, 2087390487=290, 1689826712=1, 289890178=1, 597022555=1}]
[1375944233(TR: 10.15662, TS: 9.63100) -> {880680199=61922, 2087390487=1610, 1689826712=7, 289890178=7, 597022555=7}]
[2026690249(TR: 10.15712, TS: 9.78101) -> {880680199=61892, 2087390487=1610, 1689826712=7, 289890178=7, 597022555=7}]
[1811539506(TR: 10.15720, TS: 9.76072) -> {880680199=61050, 2087390487=1586, 1689826712=6, 289890178=6, 597022555=6}]
[1531450814(TR: 10.15807, TS: 9.71978) -> {880680199=68444, 2087390487=1778, 1689826712=7, 289890178=7, 597022555=7}]
[275880584(TR: 10.15870, TS: 9.68600) -> {880680199=50736, 2087390487=1320, 1689826712=6, 289890178=6, 597022555=6}]
[236285137(TR: 10.15941, TS: 9.77393) -> {880680199=56166, 2087390487=1460, 1689826712=6, 289890178=6, 597022555=6}]
[712622935(TR: 10.16099, TS: 9.79234) -> {880680199=58646, 2087390487=1526, 1689826712=7, 289890178=7, 597022555=7}]
[830981699(TR: 10.16146, TS: 9.69758) -> {880680199=75262, 2087390487=1956, 1689826712=8, 289890178=8, 597022555=8}]
[759086881(TR: 10.16179, TS: 9.78477) -> {880680199=18550, 2087390487=482, 1689826712=2, 289890178=2, 597022555=2}]
[141045171(TR: 10.16359, TS: 9.62084) -> {880680199=11186, 2087390487=290, 1689826712=1, 289890178=1, 597022555=1}]
[1827615890(TR: 10.16364, TS: 9.70168) -> {880680199=34916, 2087390487=908, 1689826712=4, 289890178=4, 597022555=4}]
[1666531986(TR: 10.16658, TS: 9.63978) -> {880680199=34916, 2087390487=908, 1689826712=4, 289890178=4, 597022555=4}]
[994717294(TR: 10.16705, TS: 9.72530) -> {880680199=34916, 2087390487=908, 1689826712=4, 289890178=4, 597022555=4}]
[1913035009(TR: 10.16787, TS: 9.63921) -> {880680199=56166, 2087390487=1460, 1689826712=6, 289890178=6, 597022555=6}]
[1742239863(TR: 10.16824, TS: 9.70775) -> {880680199=36048, 2087390487=935, 1689826712=3, 289890178=3, 597022555=3}]
[785446860(TR: 10.16843, TS: 9.70924) -> {880680199=63530, 2087390487=1652, 1689826712=7, 289890178=7, 597022555=7}]
[1149469990(TR: 10.16883, TS: 9.78241) -> {880680199=34370, 2087390487=894, 1689826712=4, 289890178=4, 597022555=4}]
[34325030(TR: 10.16906, TS: 9.66805) -> {880680199=28098, 2087390487=730, 1689826712=3, 289890178=3, 597022555=3}]
[640944592(TR: 10.16912, TS: 9.62282) -> {880680199=38192, 2087390487=992, 1689826712=4, 289890178=4, 597022555=4}]
[259253325(TR: 10.16939, TS: 9.70648) -> {880680199=98416, 2087390487=2560, 1689826712=11, 289890178=11, 597022555=11}]
[1459743280(TR: 10.16941, TS: 9.71596) -> {880680199=63014, 2087390487=1638, 1689826712=7, 289890178=7, 597022555=7}]
[197593092(TR: 10.16942, TS: 9.75862) -> {880680199=7364, 2087390487=192, 1689826712=1, 289890178=1, 597022555=1}]
