[484017363(TR: 6.61850, TS: 5.73926) -> {880680199=56267849303004972931186920, 2087390487=1462359602506157014319157, 1689826712=6057898679522660551137, 289890178=6057898679522660551137, 597022555=6057898679522660551137}]
[1531224656(TR: 6.61938, TS: 5.73897) -> {880680199=56267849303004972931186920, 2087390487=1462359602506157014319157, 1689826712=6057898679522660551137, 289890178=6057898679522660551137, 597022555=6057898679522660551137}]
[1801688412(TR: 6.61962, TS: 5.73902) -> {880680199=40146474916517864533140410, 2087390487=1043377058625326695813062, 1689826712=4322242282170805656922, 289890178=4322242282170805656922, 597022555=4322242282170805656922}]
[1282388161(TR: 6.61962, TS: 5.73902) -> {880680199=40146474916517864533140410, 2087390487=1043377058625326695813062, 1689826712=4322242282170805656922, 289890178=4322242282170805656922, 597022555=4322242282170805656922}]
[521158375(TR: 6.61968, TS: 5.73900) -> {880680199=187555904794676360013184630, 2087390487=4874438632019617529734917, 1689826712=20192608782217475062847, 289890178=20192608782217475062847, 597022555=20192608782217475062847}]
[1337974474(TR: 6.61971, TS: 5.72006) -> {880680199=16121374386487108398046510, 2087390487=418982543880830318506095, 1689826712=1735656397351854894215, 289890178=1735656397351854894215, 597022555=1735656397351854894215}]
[823632719(TR: 6.61972, TS: 5.73853) -> {880680199=148490401034851693462995830, 2087390487=3859155210713001466510428, 1689826712=15986745814768128250948, 289890178=15986745814768128250948, 597022555=15986745814768128250948}]
[1185483076(TR: 6.61988, TS: 5.73919) -> {880680199=40146474916517864533140410, 2087390487=1043377058625326695813062, 1689826712=4322242282170805656922, 289890178=4322242282170805656922, 597022555=4322242282170805656922}]
[1490088048(TR: 6.62085, TS: 5.72682) -> {880680199=56267849303004972931186920, 2087390487=1462359602506157014319157, 1689826712=6057898679522660551137, 289890178=6057898679522660551137, 597022555=6057898679522660551137}]
[1764244526(TR: 6.62132, TS: 5.72258) -> {880680199=107906313274615369587431762, 2087390487=2804404919378075908422319, 1689826712=11617389340373118029311, 289890178=11617389340373118029311, 597022555=11617389340373118029311}]
[1697249183(TR: 6.62143, TS: 5.72452) -> {880680199=293335734073507397935627372, 2087390487=7623577812093084779316230, 1689826712=31581056999912926344992, 289890178=31581056999912926344992, 597022555=31581056999912926344992}]
[1799627095(TR: 6.62153, TS: 5.74063) -> {880680199=131931413804646125722525662, 2087390487=3428799434122572285729286, 1689826712=14203975225192068792018, 289890178=14203975225192068792018, 597022555=14203975225192068792018}]
[885526335(TR: 6.62162, TS: 5.73960) -> {880680199=333482208990025262468767782, 2087390487=8666954870718411475129292, 1689826712=35903299282083732001914, 289890178=35903299282083732001914, 597022555=35903299282083732001914}]
[480877764(TR: 6.62185, TS: 5.74692) -> {880680199=102463148750541916069284728, 2087390487=2662941117075353528842104, 1689826712=11031368378291523674512, 289890178=11031368378291523674512, 597022555=11031368378291523674512}]
[915801537(TR: 6.62205, TS: 5.73705) -> {880680199=40146474916517864533140410, 2087390487=1043377058625326695813062, 1689826712=4322242282170805656922, 289890178=4322242282170805656922, 597022555=4322242282170805656922}]
[2089993437(TR: 6.62206, TS: 5.72589) -> {880680199=32242748772974216796093020, 2087390487=837965087761660637012190, 1689826712=3471312794703709788430, 289890178=3471312794703709788430, 597022555=3471312794703709788430}]
