[1623791809(TR: 9.18335, TS: 8.60568) -> {880680199=143410656, 2087390487=3727140, 1689826712=15441, 289890178=15441, 597022555=15441}]
[682253194(TR: 9.20023, TS: 8.62402) -> {880680199=47803552, 2087390487=1242380, 1689826712=5147, 289890178=5147, 597022555=5147}]
[1042558591(TR: 9.20044, TS: 8.58591) -> {880680199=309416114, 2087390487=8041486, 1689826712=33310, 289890178=33310, 597022555=33310}]
[58623746(TR: 9.20262, TS: 8.60655) -> {880680199=278425616, 2087390487=7236068, 1689826712=29974, 289890178=29974, 597022555=29974}]
[1876957976(TR: 9.20366, TS: 8.59770) -> {880680199=278425616, 2087390487=7236068, 1689826712=29974, 289890178=29974, 597022555=29974}]
[1204226357(TR: 9.20590, TS: 8.59641) -> {880680199=95607104, 2087390487=2484760, 1689826712=10294, 289890178=10294, 597022555=10294}]
[1028357196(TR: 9.20590, TS: 8.51675) -> {880680199=920162720, 2087390487=23914365, 1689826712=99070, 289890178=99070, 597022555=99070}]
[579070540(TR: 9.20597, TS: 8.60162) -> {880680199=374032720, 2087390487=9720828, 1689826712=40268, 289890178=40268, 597022555=40268}]
[1305742815(TR: 9.20612, TS: 8.56303) -> {880680199=95607104, 2087390487=2484760, 1689826712=10294, 289890178=10294, 597022555=10294}]
[841296881(TR: 9.20696, TS: 8.58902) -> {880680199=483306000, 2087390487=12560770, 1689826712=52035, 289890178=52035, 597022555=52035}]
[1416272101(TR: 9.20717, TS: 8.53332) -> {880680199=95607104, 2087390487=2484760, 1689826712=10294, 289890178=10294, 597022555=10294}]
[1770445230(TR: 9.20783, TS: 8.56077) -> {880680199=95607104, 2087390487=2484760, 1689826712=10294, 289890178=10294, 597022555=10294}]
[80841652(TR: 9.20845, TS: 8.61010) -> {880680199=309416114, 2087390487=8041486, 1689826712=33310, 289890178=33310, 597022555=33310}]
[531649148(TR: 9.20965, TS: 8.61910) -> {880680199=374032720, 2087390487=9720828, 1689826712=40268, 289890178=40268, 597022555=40268}]
[530402527(TR: 9.20966, TS: 8.65482) -> {880680199=849083602, 2087390487=22067058, 1689826712=91415, 289890178=91415, 597022555=91415}]
[1074380075(TR: 9.20972, TS: 8.61407) -> {880680199=561049080, 2087390487=14581242, 1689826712=60402, 289890178=60402, 597022555=60402}]
[1208816309(TR: 9.21008, TS: 8.61661) -> {880680199=810889440, 2087390487=21074423, 1689826712=87303, 289890178=87303, 597022555=87303}]
[1437833850(TR: 9.21017, TS: 8.56070) -> {880680199=579534810, 2087390487=15061671, 1689826712=62391, 289890178=62391, 597022555=62391}]
[540925863(TR: 9.21031, TS: 8.57437) -> {880680199=621535316, 2087390487=16153237, 1689826712=66913, 289890178=66913, 597022555=66913}]
[768663150(TR: 9.21032, TS: 8.49357) -> {880680199=483306000, 2087390487=12560770, 1689826712=52035, 289890178=52035, 597022555=52035}]
[233372123(TR: 9.21109, TS: 8.61831) -> {880680199=804353828, 2087390487=20904545, 1689826712=86593, 289890178=86593, 597022555=86593}]
[1145160278(TR: 9.21159, TS: 8.57730) -> {880680199=143410656, 2087390487=3727140, 1689826712=15441, 289890178=15441, 597022555=15441}]
[173010334(TR: 9.21165, TS: 8.65282) -> {880680199=435502448, 2087390487=11318390, 1689826712=46888, 289890178=46888, 597022555=46888}]
[566718743(TR: 9.21221, TS: 8.63119) -> {880680199=357219666, 2087390487=9283866, 1689826712=38457, 289890178=38457, 597022555=38457}]
[1798009557(TR: 9.21230, TS: 8.46947) -> {880680199=387698896, 2087390487=10076010, 1689826712=41741, 289890178=41741, 597022555=41741}]
[556945044(TR: 9.21245, TS: 8.62367) -> {880680199=762353322, 2087390487=19812979, 1689826712=82071, 289890178=82071, 597022555=82071}]
[1424254001(TR: 9.21280, TS: 8.62262) -> {880680199=484660272, 2087390487=12595975, 1689826712=52182, 289890178=52182, 597022555=52182}]
[1320282227(TR: 9.21283, TS: 8.55536) -> {880680199=578913104, 2087390487=15045530, 1689826712=62329, 289890178=62329, 597022555=62329}]
[2126284458(TR: 9.21305, TS: 8.60282) -> {880680199=143410656, 2087390487=3727140, 1689826712=15441, 289890178=15441, 597022555=15441}]
[1305030919(TR: 9.21306, TS: 8.47189) -> {880680199=872359168, 2087390487=22671985, 1689826712=93923, 289890178=93923, 597022555=93923}]
[981139811(TR: 9.21317, TS: 8.60895) -> {880680199=810889440, 2087390487=21074423, 1689826712=87303, 289890178=87303, 597022555=87303}]
[2068354095(TR: 9.21326, TS: 8.56032) -> {880680199=239017760, 2087390487=6211900, 1689826712=25735, 289890178=25735, 597022555=25735}]
[1641792570(TR: 9.21327, TS: 8.61751) -> {880680199=374032720, 2087390487=9720828, 1689826712=40268, 289890178=40268, 597022555=40268}]
[1696497679(TR: 9.21338, TS: 8.57593) -> {880680199=452826770, 2087390487=11768626, 1689826712=48751, 289890178=48751, 597022555=48751}]
[118289878(TR: 9.21351, TS: 8.64732) -> {880680199=47803552, 2087390487=1242380, 1689826712=5147, 289890178=5147, 597022555=5147}]
[953868532(TR: 9.21367, TS: 8.61988) -> {880680199=95607104, 2087390487=2484760, 1689826712=10294, 289890178=10294, 597022555=10294}]
[127867329(TR: 9.21368, TS: 8.58690) -> {880680199=278425616, 2087390487=7236068, 1689826712=29974, 289890178=29974, 597022555=29974}]
[378601413(TR: 9.21379, TS: 8.47175) -> {880680199=1223043222, 2087390487=31785973, 1689826712=131670, 289890178=131670, 597022555=131670}]
[1993480836(TR: 9.21430, TS: 8.45428) -> {880680199=282623464, 2087390487=7345174, 1689826712=30428, 289890178=30428, 597022555=30428}]
[425761258(TR: 9.21431, TS: 8.67711) -> {880680199=666635780, 2087390487=17325352, 1689826712=71767, 289890178=71767, 597022555=71767}]
[1724828182(TR: 9.21460, TS: 8.52285) -> {880680199=626716656, 2087390487=16287910, 1689826712=67476, 289890178=67476, 597022555=67476}]
[1999732701(TR: 9.21488, TS: 8.62913) -> {880680199=469639824, 2087390487=12205588, 1689826712=50562, 289890178=50562, 597022555=50562}]
[290545029(TR: 9.21512, TS: 8.63972) -> {880680199=47803552, 2087390487=1242380, 1689826712=5147, 289890178=5147, 597022555=5147}]
[207825292(TR: 9.21512, TS: 8.57272) -> {880680199=278425616, 2087390487=7236068, 1689826712=29974, 289890178=29974, 597022555=29974}]
[485346412(TR: 9.21530, TS: 8.52690) -> {880680199=435502448, 2087390487=11318390, 1689826712=46888, 289890178=46888, 597022555=46888}]
[1616811963(TR: 9.21531, TS: 8.59580) -> {880680199=47803552, 2087390487=1242380, 1689826712=5147, 289890178=5147, 597022555=5147}]
[2079871808(TR: 9.21540, TS: 8.69645) -> {880680199=744008170, 2087390487=19336222, 1689826712=80102, 289890178=80102, 597022555=80102}]
[1858222842(TR: 9.21565, TS: 8.62380) -> {880680199=517443376, 2087390487=13447968, 1689826712=55709, 289890178=55709, 597022555=55709}]
[473830882(TR: 9.21573, TS: 8.60260) -> {880680199=860866040, 2087390487=22373294, 1689826712=92689, 289890178=92689, 597022555=92689}]
[139049617(TR: 9.21574, TS: 8.55223) -> {880680199=95607104, 2087390487=2484760, 1689826712=10294, 289890178=10294, 597022555=10294}]
[831691403(TR: 9.21588, TS: 8.61185) -> {880680199=556851232, 2087390487=14472136, 1689826712=59948, 289890178=59948, 597022555=59948}]
[1324901289(TR: 9.21593, TS: 8.66326) -> {880680199=496432474, 2087390487=12901900, 1689826712=53444, 289890178=53444, 597022555=53444}]
[579206801(TR: 9.21605, TS: 8.59253) -> {880680199=517443376, 2087390487=13447968, 1689826712=55709, 289890178=55709, 597022555=55709}]
[1742554466(TR: 9.21607, TS: 8.58808) -> {880680199=666124512, 2087390487=17312078, 1689826712=71715, 289890178=71715, 597022555=71715}]
[1111412176(TR: 9.21611, TS: 8.57593) -> {880680199=239017760, 2087390487=6211900, 1689826712=25735, 289890178=25735, 597022555=25735}]
[1331043093(TR: 9.21614, TS: 8.60147) -> {880680199=531109552, 2087390487=13803150, 1689826712=57182, 289890178=57182, 597022555=57182}]
[1118442776(TR: 9.21621, TS: 8.57718) -> {880680199=191214208, 2087390487=4969520, 1689826712=20588, 289890178=20588, 597022555=20588}]
[1339141754(TR: 9.21630, TS: 8.62356) -> {880680199=483306000, 2087390487=12560770, 1689826712=52035, 289890178=52035, 597022555=52035}]
[2075507229(TR: 9.21633, TS: 8.63690) -> {880680199=823201344, 2087390487=21394400, 1689826712=88629, 289890178=88629, 597022555=88629}]
[79988941(TR: 9.21645, TS: 8.67187) -> {880680199=840525666, 2087390487=21844636, 1689826712=90492, 289890178=90492, 597022555=90492}]
[374624152(TR: 9.21655, TS: 8.55225) -> {880680199=239017760, 2087390487=6211900, 1689826712=25735, 289890178=25735, 597022555=25735}]
[1412731222(TR: 9.21658, TS: 8.66860) -> {880680199=762242884, 2087390487=19810112, 1689826712=82061, 289890178=82061, 597022555=82061}]
[42450079(TR: 9.21663, TS: 8.59190) -> {880680199=95607104, 2087390487=2484760, 1689826712=10294, 289890178=10294, 597022555=10294}]
[581295842(TR: 9.21664, TS: 8.63550) -> {880680199=979738474, 2087390487=25462670, 1689826712=105479, 289890178=105479, 597022555=105479}]
[372862369(TR: 9.21677, TS: 8.61548) -> {880680199=326229168, 2087390487=8478448, 1689826712=35121, 289890178=35121, 597022555=35121}]
[1727524881(TR: 9.21680, TS: 8.58398) -> {880680199=484660272, 2087390487=12595975, 1689826712=52182, 289890178=52182, 597022555=52182}]
[1504434964(TR: 9.21687, TS: 8.63984) -> {880680199=374032720, 2087390487=9720828, 1689826712=40268, 289890178=40268, 597022555=40268}]
[1433750541(TR: 9.21693, TS: 8.60874) -> {880680199=765258936, 2087390487=19888534, 1689826712=82395, 289890178=82395, 597022555=82395}]
[150759271(TR: 9.21695, TS: 8.59329) -> {880680199=143410656, 2087390487=3727140, 1689826712=15441, 289890178=15441, 597022555=15441}]
[1364355345(TR: 9.21696, TS: 8.59792) -> {880680199=556851232, 2087390487=14472136, 1689826712=59948, 289890178=59948, 597022555=59948}]
