[984563652(TR: 9.74992, TS: 9.30920) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[1030481483(TR: 9.77778, TS: 9.42997) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[1741199381(TR: 9.77802, TS: 9.42959) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[304283190(TR: 9.77826, TS: 9.43144) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[1301354760(TR: 9.77928, TS: 9.43058) -> {880680199=1389822, 2087390487=36115, 1689826712=147, 289890178=147, 597022555=147}]
[235097697(TR: 9.77981, TS: 9.43024) -> {880680199=1409500, 2087390487=36632, 1689826712=152, 289890178=152, 597022555=152}]
[1824041044(TR: 9.78061, TS: 9.43539) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[1777215675(TR: 9.78336, TS: 9.41737) -> {880680199=1389822, 2087390487=36115, 1689826712=147, 289890178=147, 597022555=147}]
[754066903(TR: 9.80902, TS: 9.41859) -> {880680199=2011104, 2087390487=52259, 1689826712=213, 289890178=213, 597022555=213}]
[949360238(TR: 9.82345, TS: 9.46710) -> {880680199=700396, 2087390487=18198, 1689826712=74, 289890178=74, 597022555=74}]
[289792800(TR: 9.83269, TS: 9.39213) -> {880680199=130366, 2087390487=3388, 1689826712=14, 289890178=14, 597022555=14}]
[167164483(TR: 9.83706, TS: 9.32284) -> {880680199=900564, 2087390487=23402, 1689826712=96, 289890178=96, 597022555=96}]
[882375223(TR: 9.84231, TS: 9.41542) -> {880680199=130366, 2087390487=3388, 1689826712=14, 289890178=14, 597022555=14}]
[1010479021(TR: 9.84373, TS: 9.40834) -> {880680199=936868, 2087390487=24348, 1689826712=101, 289890178=101, 597022555=101}]
[39327721(TR: 9.84439, TS: 9.43425) -> {880680199=422472, 2087390487=10978, 1689826712=45, 289890178=45, 597022555=45}]
[1052807491(TR: 9.84452, TS: 9.60127) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[898466542(TR: 9.84495, TS: 9.44235) -> {880680199=422472, 2087390487=10978, 1689826712=45, 289890178=45, 597022555=45}]
[1545802805(TR: 9.84688, TS: 9.40031) -> {880680199=130366, 2087390487=3388, 1689826712=14, 289890178=14, 597022555=14}]
[503752455(TR: 9.84725, TS: 9.42543) -> {880680199=1635570, 2087390487=42496, 1689826712=171, 289890178=171, 597022555=171}]
[620132109(TR: 9.84932, TS: 9.37086) -> {880680199=260732, 2087390487=6776, 1689826712=28, 289890178=28, 597022555=28}]
[2109021071(TR: 9.84936, TS: 9.42328) -> {880680199=362734, 2087390487=9424, 1689826712=38, 289890178=38, 597022555=38}]
[963852976(TR: 9.84973, TS: 9.40004) -> {880680199=1633928, 2087390487=42462, 1689826712=175, 289890178=175, 597022555=175}]
[317099014(TR: 9.84983, TS: 9.45289) -> {880680199=1505204, 2087390487=39108, 1689826712=157, 289890178=157, 597022555=157}]
[88072008(TR: 9.85020, TS: 9.38555) -> {880680199=762554, 2087390487=19818, 1689826712=82, 289890178=82, 597022555=82}]
[1342424323(TR: 9.85028, TS: 9.35540) -> {880680199=1030930, 2087390487=26790, 1689826712=110, 289890178=110, 597022555=110}]
[1887814409(TR: 9.85061, TS: 9.46630) -> {880680199=981016, 2087390487=25493, 1689826712=104, 289890178=104, 597022555=104}]
[1445324707(TR: 9.85063, TS: 9.40117) -> {880680199=1239038, 2087390487=32200, 1689826712=133, 289890178=133, 597022555=133}]
[765175728(TR: 9.85163, TS: 9.38583) -> {880680199=900564, 2087390487=23402, 1689826712=96, 289890178=96, 597022555=96}]
[1669219549(TR: 9.85310, TS: 9.28887) -> {880680199=863730, 2087390487=22448, 1689826712=93, 289890178=93, 597022555=93}]
