[1211188152(TR: 8.61027, TS: 7.85784) -> {880680199=4965040175592, 2087390487=129037705243, 1689826712=534545100, 289890178=534545100, 597022555=534545100}]
[2147073907(TR: 8.61035, TS: 7.76075) -> {880680199=5787803817782, 2087390487=150420721237, 1689826712=623125369, 289890178=623125369, 597022555=623125369}]
[906247585(TR: 8.61148, TS: 7.81197) -> {880680199=2507400151402, 2087390487=65165467719, 1689826712=269951396, 289890178=269951396, 597022555=269951396}]
[420943713(TR: 8.61266, TS: 7.80359) -> {880680199=507680539730, 2087390487=13194239994, 1689826712=54657784, 289890178=54657784, 597022555=54657784}]
[1534704504(TR: 8.61791, TS: 7.81697) -> {880680199=5787803817782, 2087390487=150420721237, 1689826712=623125369, 289890178=623125369, 597022555=623125369}]
[1774818627(TR: 8.61832, TS: 7.74971) -> {880680199=2108727858686, 2087390487=54804270189, 1689826712=227029375, 289890178=227029375, 597022555=227029375}]
[2117555438(TR: 8.61964, TS: 7.78745) -> {880680199=507680539730, 2087390487=13194239994, 1689826712=54657784, 289890178=54657784, 597022555=54657784}]
[1597700182(TR: 8.61990, TS: 7.78378) -> {880680199=6167896685182, 2087390487=160299053159, 1689826712=664047056, 289890178=664047056, 597022555=664047056}]
[1225665202(TR: 8.62163, TS: 7.80318) -> {880680199=2507400151402, 2087390487=65165467719, 1689826712=269951396, 289890178=269951396, 597022555=269951396}]
[1825103197(TR: 8.62248, TS: 7.79174) -> {880680199=6295484357512, 2087390487=163614961231, 1689826712=677783153, 289890178=677783153, 597022555=677783153}]
[672949262(TR: 8.62257, TS: 7.91974) -> {880680199=507680539730, 2087390487=13194239994, 1689826712=54657784, 289890178=54657784, 597022555=54657784}]
[544002323(TR: 8.62319, TS: 7.83746) -> {880680199=5014800302804, 2087390487=130330935438, 1689826712=539902792, 289890178=539902792, 597022555=539902792}]
[412034070(TR: 8.62424, TS: 7.78793) -> {880680199=2507400151402, 2087390487=65165467719, 1689826712=269951396, 289890178=269951396, 597022555=269951396}]
[1226132719(TR: 8.62481, TS: 7.82921) -> {880680199=2445843846624, 2087390487=63565664771, 1689826712=263324040, 289890178=263324040, 597022555=263324040}]
[847720559(TR: 8.62526, TS: 7.82820) -> {880680199=8233647664406, 2087390487=213986386008, 1689826712=886449409, 289890178=886449409, 597022555=886449409}]
[2037390885(TR: 8.62556, TS: 7.81087) -> {880680199=10036523604114, 2087390487=260841793805, 1689826712=1080550734, 289890178=1080550734, 597022555=1080550734}]
