[1710654469(TR: 9.57401, TS: 9.03163) -> {880680199=3628422, 2087390487=94298, 1689826712=390, 289890178=390, 597022555=390}]
[1433722148(TR: 9.57534, TS: 9.15914) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[1278616431(TR: 9.57796, TS: 9.16515) -> {880680199=10257698, 2087390487=266592, 1689826712=1105, 289890178=1105, 597022555=1105}]
[572970558(TR: 9.58018, TS: 9.11657) -> {880680199=2200092, 2087390487=57180, 1689826712=237, 289890178=237, 597022555=237}]
[1939978451(TR: 9.58431, TS: 9.05928) -> {880680199=2200092, 2087390487=57180, 1689826712=237, 289890178=237, 597022555=237}]
[5228158(TR: 9.58544, TS: 9.04664) -> {880680199=10660492, 2087390487=277053, 1689826712=1145, 289890178=1145, 597022555=1145}]
[2107613251(TR: 9.58547, TS: 9.13475) -> {880680199=9120692, 2087390487=237040, 1689826712=982, 289890178=982, 597022555=982}]
[1771839208(TR: 9.58685, TS: 9.24463) -> {880680199=6225634, 2087390487=161802, 1689826712=671, 289890178=671, 597022555=671}]
[386221096(TR: 9.58897, TS: 9.19287) -> {880680199=6225634, 2087390487=161802, 1689826712=671, 289890178=671, 597022555=671}]
[1770458240(TR: 9.59210, TS: 9.18048) -> {880680199=9946806, 2087390487=258510, 1689826712=1071, 289890178=1071, 597022555=1071}]
[1771713611(TR: 9.59321, TS: 9.09909) -> {880680199=4361786, 2087390487=113358, 1689826712=469, 289890178=469, 597022555=469}]
[1626868942(TR: 9.59358, TS: 9.14911) -> {880680199=9854056, 2087390487=256100, 1689826712=1061, 289890178=1061, 597022555=1061}]
[1539540251(TR: 9.59385, TS: 9.10584) -> {880680199=9120692, 2087390487=237040, 1689826712=982, 289890178=982, 597022555=982}]
[1575035133(TR: 9.59400, TS: 9.10429) -> {880680199=9120692, 2087390487=237040, 1689826712=982, 289890178=982, 597022555=982}]
[215205069(TR: 9.59407, TS: 9.20802) -> {880680199=8057606, 2087390487=209412, 1689826712=868, 289890178=868, 597022555=868}]
[877887856(TR: 9.59482, TS: 9.19828) -> {880680199=9120692, 2087390487=237040, 1689826712=982, 289890178=982, 597022555=982}]
[342713672(TR: 9.59495, TS: 9.21287) -> {880680199=6692244, 2087390487=173926, 1689826712=720, 289890178=720, 597022555=720}]
[1088379376(TR: 9.59553, TS: 9.25054) -> {880680199=3797186, 2087390487=98688, 1689826712=409, 289890178=409, 597022555=409}]
[1379408010(TR: 9.59617, TS: 9.10699) -> {880680199=19781184, 2087390487=514093, 1689826712=2127, 289890178=2127, 597022555=2127}]
[2059951036(TR: 9.59629, TS: 9.10784) -> {880680199=24467018, 2087390487=635882, 1689826712=2635, 289890178=2635, 597022555=2635}]
[91240072(TR: 9.59680, TS: 9.28703) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[1062924047(TR: 9.59700, TS: 9.11170) -> {880680199=16482784, 2087390487=428368, 1689826712=1772, 289890178=1772, 597022555=1772}]
[766790694(TR: 9.59710, TS: 9.26100) -> {880680199=8425726, 2087390487=218982, 1689826712=908, 289890178=908, 597022555=908}]
[362411927(TR: 9.59732, TS: 9.28656) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[291067866(TR: 9.59773, TS: 9.04370) -> {880680199=10660492, 2087390487=277053, 1689826712=1145, 289890178=1145, 597022555=1145}]
[2031349865(TR: 9.59921, TS: 9.17241) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[1992902161(TR: 9.60036, TS: 9.03312) -> {880680199=11320784, 2087390487=294220, 1689826712=1219, 289890178=1219, 597022555=1219}]
[750137872(TR: 9.60097, TS: 9.17484) -> {880680199=8355342, 2087390487=217145, 1689826712=897, 289890178=897, 597022555=897}]
[1997162459(TR: 9.60177, TS: 9.19384) -> {880680199=9213442, 2087390487=239450, 1689826712=992, 289890178=992, 597022555=992}]
[301756907(TR: 9.60182, TS: 9.13377) -> {880680199=9120692, 2087390487=237040, 1689826712=982, 289890178=982, 597022555=982}]
[767120395(TR: 9.60210, TS: 9.14616) -> {880680199=14612962, 2087390487=379782, 1689826712=1574, 289890178=1574, 597022555=1574}]
[813876510(TR: 9.60254, TS: 9.11430) -> {880680199=15079572, 2087390487=391906, 1689826712=1623, 289890178=1623, 597022555=1623}]
[353593418(TR: 9.60281, TS: 9.20602) -> {880680199=4530550, 2087390487=117748, 1689826712=488, 289890178=488, 597022555=488}]
[1729241130(TR: 9.60292, TS: 9.03581) -> {880680199=5828514, 2087390487=151478, 1689826712=627, 289890178=627, 597022555=627}]
[15477199(TR: 9.60294, TS: 9.11373) -> {880680199=15330294, 2087390487=398413, 1689826712=1647, 289890178=1647, 597022555=1647}]
[643872505(TR: 9.60317, TS: 9.18997) -> {880680199=6225634, 2087390487=161802, 1689826712=671, 289890178=671, 597022555=671}]
[675273543(TR: 9.60336, TS: 9.08661) -> {880680199=5492270, 2087390487=142742, 1689826712=592, 289890178=592, 597022555=592}]
[1583004954(TR: 9.60345, TS: 9.19689) -> {880680199=3628422, 2087390487=94298, 1689826712=390, 289890178=390, 597022555=390}]
[1067009359(TR: 9.60416, TS: 9.20991) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[476965691(TR: 9.60516, TS: 9.18579) -> {880680199=13184632, 2087390487=342664, 1689826712=1421, 289890178=1421, 597022555=1421}]
[1247735314(TR: 9.60588, TS: 9.23311) -> {880680199=6648106, 2087390487=172780, 1689826712=716, 289890178=716, 597022555=716}]
[1097279534(TR: 9.60595, TS: 9.12170) -> {880680199=14612962, 2087390487=379782, 1689826712=1574, 289890178=1574, 597022555=1574}]
[874622576(TR: 9.60612, TS: 9.12825) -> {880680199=25338968, 2087390487=658540, 1689826712=2728, 289890178=2728, 597022555=2728}]
[1197916156(TR: 9.60663, TS: 9.10211) -> {880680199=422472, 2087390487=10978, 1689826712=45, 289890178=45, 597022555=45}]
[2054551420(TR: 9.60680, TS: 9.02476) -> {880680199=2200092, 2087390487=57180, 1689826712=237, 289890178=237, 597022555=237}]
[36410948(TR: 9.60695, TS: 9.21843) -> {880680199=4361786, 2087390487=113358, 1689826712=469, 289890178=469, 597022555=469}]
[1002502751(TR: 9.60705, TS: 9.22547) -> {880680199=6225634, 2087390487=161802, 1689826712=671, 289890178=671, 597022555=671}]
[1235958660(TR: 9.60755, TS: 9.22657) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[472972250(TR: 9.60758, TS: 9.18813) -> {880680199=3063822, 2087390487=79628, 1689826712=330, 289890178=330, 597022555=330}]
[1115146158(TR: 9.60814, TS: 9.01533) -> {880680199=5263914, 2087390487=136808, 1689826712=567, 289890178=567, 597022555=567}]
[2119819197(TR: 9.60818, TS: 9.21209) -> {880680199=4361786, 2087390487=113358, 1689826712=469, 289890178=469, 597022555=469}]
[1857993961(TR: 9.60819, TS: 9.19133) -> {880680199=12749114, 2087390487=331338, 1689826712=1372, 289890178=1372, 597022555=1372}]
[1967875279(TR: 9.60823, TS: 9.19034) -> {880680199=6225634, 2087390487=161802, 1689826712=671, 289890178=671, 597022555=671}]
[167610239(TR: 9.60862, TS: 9.20331) -> {880680199=15346326, 2087390487=398842, 1689826712=1653, 289890178=1653, 597022555=1653}]
[971576778(TR: 9.60918, TS: 9.20861) -> {880680199=13904950, 2087390487=361376, 1689826712=1496, 289890178=1496, 597022555=1496}]
[581677034(TR: 9.60933, TS: 9.23633) -> {880680199=7692362, 2087390487=199922, 1689826712=829, 289890178=829, 597022555=829}]
[208194156(TR: 9.60935, TS: 9.09689) -> {880680199=5492270, 2087390487=142742, 1689826712=592, 289890178=592, 597022555=592}]
[1766552289(TR: 9.60958, TS: 9.21415) -> {880680199=21885650, 2087390487=568783, 1689826712=2353, 289890178=2353, 597022555=2353}]
[419261767(TR: 9.60994, TS: 9.23349) -> {880680199=9854056, 2087390487=256100, 1689826712=1061, 289890178=1061, 597022555=1061}]
[1742095693(TR: 9.60997, TS: 9.19676) -> {880680199=15346326, 2087390487=398842, 1689826712=1653, 289890178=1653, 597022555=1653}]
[765970545(TR: 9.61030, TS: 9.11304) -> {880680199=1155836, 2087390487=30038, 1689826712=124, 289890178=124, 597022555=124}]
[533298014(TR: 9.61037, TS: 9.14084) -> {880680199=5914742, 2087390487=153720, 1689826712=637, 289890178=637, 597022555=637}]
[1823324853(TR: 9.61040, TS: 9.23237) -> {880680199=8790970, 2087390487=228472, 1689826712=947, 289890178=947, 597022555=947}]
[956593728(TR: 9.61043, TS: 9.14338) -> {880680199=5492270, 2087390487=142742, 1689826712=592, 289890178=592, 597022555=592}]
[712230225(TR: 9.61066, TS: 9.23905) -> {880680199=8790970, 2087390487=228472, 1689826712=947, 289890178=947, 597022555=947}]
[2117359818(TR: 9.61082, TS: 9.20662) -> {880680199=11425842, 2087390487=296948, 1689826712=1230, 289890178=1230, 597022555=1230}]
[2144157099(TR: 9.61087, TS: 9.05967) -> {880680199=16813054, 2087390487=436962, 1689826712=1811, 289890178=1811, 597022555=1811}]
[1709302372(TR: 9.61087, TS: 9.22357) -> {880680199=11425842, 2087390487=296948, 1689826712=1230, 289890178=1230, 597022555=1230}]
[1359805124(TR: 9.61089, TS: 9.13787) -> {880680199=11686028, 2087390487=303710, 1689826712=1258, 289890178=1258, 597022555=1258}]
[220338727(TR: 9.61115, TS: 9.19987) -> {880680199=13608756, 2087390487=353678, 1689826712=1464, 289890178=1464, 597022555=1464}]
[462708301(TR: 9.61126, TS: 9.03491) -> {880680199=19268692, 2087390487=500775, 1689826712=2072, 289890178=2072, 597022555=2072}]
[1896643993(TR: 9.61139, TS: 9.28591) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[1197499302(TR: 9.61158, TS: 9.06812) -> {880680199=3628422, 2087390487=94298, 1689826712=390, 289890178=390, 597022555=390}]
[1519303247(TR: 9.61162, TS: 9.17450) -> {880680199=5492270, 2087390487=142742, 1689826712=592, 289890178=592, 597022555=592}]
[1674699109(TR: 9.61164, TS: 9.17057) -> {880680199=11451150, 2087390487=297608, 1689826712=1233, 289890178=1233, 597022555=1233}]
[1906554931(TR: 9.61187, TS: 9.18763) -> {880680199=8095456, 2087390487=210388, 1689826712=869, 289890178=869, 597022555=869}]
[899320050(TR: 9.61212, TS: 9.28983) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[451477708(TR: 9.61214, TS: 9.27810) -> {880680199=6958998, 2087390487=180862, 1689826712=750, 289890178=750, 597022555=750}]
[1994326077(TR: 9.61220, TS: 9.07588) -> {880680199=422472, 2087390487=10978, 1689826712=45, 289890178=45, 597022555=45}]
[441535733(TR: 9.61228, TS: 9.27695) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[2079169109(TR: 9.61230, TS: 9.25449) -> {880680199=6958998, 2087390487=180862, 1689826712=750, 289890178=750, 597022555=750}]
[701500036(TR: 9.61243, TS: 9.34041) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[662714731(TR: 9.61263, TS: 9.23774) -> {880680199=13904950, 2087390487=361376, 1689826712=1496, 289890178=1496, 597022555=1496}]
[933691274(TR: 9.61296, TS: 9.16027) -> {880680199=5492270, 2087390487=142742, 1689826712=592, 289890178=592, 597022555=592}]
[537846809(TR: 9.61305, TS: 9.15578) -> {880680199=11451150, 2087390487=297608, 1689826712=1233, 289890178=1233, 597022555=1233}]
[153308854(TR: 9.61306, TS: 9.21590) -> {880680199=14682416, 2087390487=381575, 1689826712=1576, 289890178=1576, 597022555=1576}]
[802059672(TR: 9.61309, TS: 9.18594) -> {880680199=5492270, 2087390487=142742, 1689826712=592, 289890178=592, 597022555=592}]
[789873988(TR: 9.61320, TS: 9.24756) -> {880680199=3797186, 2087390487=98688, 1689826712=409, 289890178=409, 597022555=409}]
[2020446867(TR: 9.61332, TS: 9.14253) -> {880680199=5492270, 2087390487=142742, 1689826712=592, 289890178=592, 597022555=592}]
[1806181846(TR: 9.61348, TS: 9.22221) -> {880680199=16891842, 2087390487=439006, 1689826712=1818, 289890178=1818, 597022555=1818}]
[932642702(TR: 9.61357, TS: 9.07991) -> {880680199=9892454, 2087390487=257102, 1689826712=1066, 289890178=1066, 597022555=1066}]
[1017340573(TR: 9.61390, TS: 9.26628) -> {880680199=16098520, 2087390487=418388, 1689826712=1733, 289890178=1733, 597022555=1733}]
[684627600(TR: 9.61394, TS: 9.26365) -> {880680199=14682416, 2087390487=381575, 1689826712=1576, 289890178=1576, 597022555=1576}]
[40014026(TR: 9.61395, TS: 9.15517) -> {880680199=9120692, 2087390487=237040, 1689826712=982, 289890178=982, 597022555=982}]
[42493319(TR: 9.61397, TS: 9.27257) -> {880680199=11320784, 2087390487=294220, 1689826712=1219, 289890178=1219, 597022555=1219}]
[622352577(TR: 9.61417, TS: 9.29095) -> {880680199=9854056, 2087390487=256100, 1689826712=1061, 289890178=1061, 597022555=1061}]
[2042507492(TR: 9.61420, TS: 9.25141) -> {880680199=11717904, 2087390487=304544, 1689826712=1263, 289890178=1263, 597022555=1263}]
