[693581115(TR: 9.67496, TS: 9.28239) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[885357224(TR: 9.69179, TS: 9.29901) -> {880680199=2876228, 2087390487=74752, 1689826712=310, 289890178=310, 597022555=310}]
[492659294(TR: 9.69601, TS: 9.28861) -> {880680199=4500372, 2087390487=116956, 1689826712=483, 289890178=483, 597022555=483}]
[763748516(TR: 9.70265, TS: 9.31322) -> {880680199=2200092, 2087390487=57180, 1689826712=237, 289890178=237, 597022555=237}]
[2052193249(TR: 9.70420, TS: 9.23282) -> {880680199=422472, 2087390487=10978, 1689826712=45, 289890178=45, 597022555=45}]
[1700716089(TR: 9.70519, TS: 9.30835) -> {880680199=3361632, 2087390487=87355, 1689826712=357, 289890178=357, 597022555=357}]
[333909854(TR: 9.70836, TS: 9.27481) -> {880680199=1466728, 2087390487=38120, 1689826712=158, 289890178=158, 597022555=158}]
[300244294(TR: 9.70892, TS: 9.34989) -> {880680199=4094996, 2087390487=106415, 1689826712=436, 289890178=436, 597022555=436}]
[1688085096(TR: 9.71509, TS: 9.28569) -> {880680199=1155836, 2087390487=30038, 1689826712=124, 289890178=124, 597022555=124}]
[2007140308(TR: 9.71631, TS: 9.33949) -> {880680199=2888536, 2087390487=75070, 1689826712=311, 289890178=311, 597022555=311}]
[1553263489(TR: 9.71881, TS: 9.32395) -> {880680199=2200092, 2087390487=57180, 1689826712=237, 289890178=237, 597022555=237}]
[1738576440(TR: 9.72048, TS: 9.29082) -> {880680199=1889200, 2087390487=49098, 1689826712=203, 289890178=203, 597022555=203}]
[1916297670(TR: 9.72091, TS: 9.15256) -> {880680199=422472, 2087390487=10978, 1689826712=45, 289890178=45, 597022555=45}]
[298304626(TR: 9.72454, TS: 9.31028) -> {880680199=1889200, 2087390487=49098, 1689826712=203, 289890178=203, 597022555=203}]
[1786051880(TR: 9.72669, TS: 9.43500) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[161907468(TR: 9.72717, TS: 9.45412) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[950134191(TR: 9.72719, TS: 9.30586) -> {880680199=1149314, 2087390487=29870, 1689826712=124, 289890178=124, 597022555=124}]
[401232541(TR: 9.72724, TS: 9.32408) -> {880680199=1466728, 2087390487=38120, 1689826712=158, 289890178=158, 597022555=158}]
[1513775349(TR: 9.72789, TS: 9.28441) -> {880680199=3773530, 2087390487=98064, 1689826712=404, 289890178=404, 597022555=404}]
[1740187229(TR: 9.72895, TS: 9.20116) -> {880680199=422472, 2087390487=10978, 1689826712=45, 289890178=45, 597022555=45}]
[1342319512(TR: 9.72979, TS: 9.30734) -> {880680199=2063248, 2087390487=53618, 1689826712=221, 289890178=221, 597022555=221}]
[364508607(TR: 9.73036, TS: 9.35738) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[479003189(TR: 9.73174, TS: 9.30281) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[841499703(TR: 9.73241, TS: 9.31305) -> {880680199=2483802, 2087390487=64550, 1689826712=267, 289890178=267, 597022555=267}]
[1941436161(TR: 9.73291, TS: 9.31964) -> {880680199=2895058, 2087390487=75238, 1689826712=311, 289890178=311, 597022555=311}]
[695857349(TR: 9.73310, TS: 9.34872) -> {880680199=4026944, 2087390487=104654, 1689826712=433, 289890178=433, 597022555=433}]
[1569833845(TR: 9.73354, TS: 9.22984) -> {880680199=1409500, 2087390487=36632, 1689826712=152, 289890178=152, 597022555=152}]
[770194700(TR: 9.73577, TS: 9.32928) -> {880680199=863730, 2087390487=22448, 1689826712=93, 289890178=93, 597022555=93}]
[1638647887(TR: 9.73591, TS: 9.34766) -> {880680199=1831972, 2087390487=47610, 1689826712=197, 289890178=197, 597022555=197}]
[129164135(TR: 9.73787, TS: 9.31644) -> {880680199=2719962, 2087390487=70684, 1689826712=291, 289890178=291, 597022555=291}]
[1424691855(TR: 9.73958, TS: 9.32744) -> {880680199=1571786, 2087390487=40848, 1689826712=169, 289890178=169, 597022555=169}]
[948389187(TR: 9.74029, TS: 9.34360) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[122756012(TR: 9.74083, TS: 9.33114) -> {880680199=1882678, 2087390487=48930, 1689826712=203, 289890178=203, 597022555=203}]
[401107450(TR: 9.74161, TS: 9.34579) -> {880680199=2123186, 2087390487=55175, 1689826712=226, 289890178=226, 597022555=226}]
[463175394(TR: 9.74205, TS: 9.25283) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[422874511(TR: 9.74233, TS: 9.27979) -> {880680199=1633928, 2087390487=42462, 1689826712=175, 289890178=175, 597022555=175}]
[372734334(TR: 9.74318, TS: 9.33278) -> {880680199=2200092, 2087390487=57180, 1689826712=237, 289890178=237, 597022555=237}]
[1120171515(TR: 9.74402, TS: 9.24273) -> {880680199=1389822, 2087390487=36115, 1689826712=147, 289890178=147, 597022555=147}]
[40398639(TR: 9.74432, TS: 9.32186) -> {880680199=3090622, 2087390487=80320, 1689826712=332, 289890178=332, 597022555=332}]
[1066254872(TR: 9.74452, TS: 9.37157) -> {880680199=1597094, 2087390487=41508, 1689826712=172, 289890178=172, 597022555=172}]
[308060190(TR: 9.74507, TS: 9.32681) -> {880680199=2142864, 2087390487=55692, 1689826712=231, 289890178=231, 597022555=231}]
[1943434243(TR: 9.74534, TS: 9.31499) -> {880680199=2123186, 2087390487=55175, 1689826712=226, 289890178=226, 597022555=226}]
[847674433(TR: 9.74555, TS: 9.36075) -> {880680199=2273230, 2087390487=59080, 1689826712=245, 289890178=245, 597022555=245}]
[1674241291(TR: 9.74560, TS: 9.29100) -> {880680199=2142864, 2087390487=55692, 1689826712=231, 289890178=231, 597022555=231}]
[350352700(TR: 9.74569, TS: 9.35013) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
