[1430253788(TR: 9.65872, TS: 9.11394) -> {880680199=422472, 2087390487=10978, 1689826712=45, 289890178=45, 597022555=45}]
[672989898(TR: 9.65873, TS: 9.09703) -> {880680199=2622564, 2087390487=68158, 1689826712=282, 289890178=282, 597022555=282}]
[2054607974(TR: 9.65901, TS: 9.21309) -> {880680199=5492270, 2087390487=142742, 1689826712=592, 289890178=592, 597022555=592}]
[1235554723(TR: 9.65960, TS: 9.23254) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[685081525(TR: 9.65960, TS: 9.23254) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[1664528731(TR: 9.66134, TS: 9.15107) -> {880680199=1812294, 2087390487=47093, 1689826712=192, 289890178=192, 597022555=192}]
[595453093(TR: 9.66410, TS: 9.23159) -> {880680199=2565336, 2087390487=66670, 1689826712=276, 289890178=276, 597022555=276}]
[1868878152(TR: 9.66496, TS: 9.23772) -> {880680199=4089292, 2087390487=106278, 1689826712=440, 289890178=440, 597022555=440}]
[237890830(TR: 9.66597, TS: 9.23003) -> {880680199=1466728, 2087390487=38120, 1689826712=158, 289890178=158, 597022555=158}]
[1481058809(TR: 9.66766, TS: 9.16228) -> {880680199=422472, 2087390487=10978, 1689826712=45, 289890178=45, 597022555=45}]
[349419160(TR: 9.66792, TS: 9.27946) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[1576328155(TR: 9.66844, TS: 9.23901) -> {880680199=4266050, 2087390487=110867, 1689826712=457, 289890178=457, 597022555=457}]
[1011878134(TR: 9.66885, TS: 9.29258) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[1564079716(TR: 9.66933, TS: 9.23964) -> {880680199=4828360, 2087390487=125475, 1689826712=515, 289890178=515, 597022555=515}]
[1415052333(TR: 9.66994, TS: 9.29127) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[797364095(TR: 9.66995, TS: 9.29359) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[330130881(TR: 9.67006, TS: 9.21257) -> {880680199=3361632, 2087390487=87355, 1689826712=357, 289890178=357, 597022555=357}]
[20265734(TR: 9.67138, TS: 9.14526) -> {880680199=1889200, 2087390487=49098, 1689826712=203, 289890178=203, 597022555=203}]
[1793595801(TR: 9.67161, TS: 9.17615) -> {880680199=2330458, 2087390487=60568, 1689826712=251, 289890178=251, 597022555=251}]
[1930223244(TR: 9.67197, TS: 9.27949) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[200752705(TR: 9.67197, TS: 9.24161) -> {880680199=5088628, 2087390487=132250, 1689826712=548, 289890178=548, 597022555=548}]
[598923570(TR: 9.67215, TS: 9.17665) -> {880680199=4266050, 2087390487=110867, 1689826712=457, 289890178=457, 597022555=457}]
[163330060(TR: 9.67283, TS: 9.16252) -> {880680199=2622564, 2087390487=68158, 1689826712=282, 289890178=282, 597022555=282}]
[475098889(TR: 9.67339, TS: 9.16544) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[786845684(TR: 9.67363, TS: 9.16206) -> {880680199=6209602, 2087390487=161373, 1689826712=665, 289890178=665, 597022555=665}]
[464025683(TR: 9.67382, TS: 9.25176) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
