[425976308(TR: 7.58438, TS: 6.85022) -> {880680199=3286230743090491584, 2087390487=85406695701677488, 1689826712=353801560319952, 289890178=353801560319952, 597022555=353801560319952}]
[2037949192(TR: 7.62885, TS: 6.90011) -> {880680199=621414664474193120, 2087390487=16150105486323323, 1689826712=66902629512463, 289890178=66902629512463, 597022555=66902629512463}]
[377943297(TR: 7.63844, TS: 6.96109) -> {880680199=801427167112399460, 2087390487=20828496700215785, 1689826712=86283101939245, 289890178=86283101939245, 597022555=86283101939245}]
[1224621837(TR: 7.63875, TS: 6.95915) -> {880680199=1602854334224798920, 2087390487=41656993400431570, 1689826712=172566203878490, 289890178=172566203878490, 597022555=172566203878490}]
[1981170236(TR: 7.63900, TS: 6.95764) -> {880680199=1602854334224798920, 2087390487=41656993400431570, 1689826712=172566203878490, 289890178=172566203878490, 597022555=172566203878490}]
[1895588171(TR: 7.63939, TS: 6.92280) -> {880680199=3258432408834130224, 2087390487=84684237645480279, 1689826712=350808741248673, 289890178=350808741248673, 597022555=350808741248673}]
[1285618879(TR: 7.63948, TS: 6.86505) -> {880680199=2885137801604638056, 2087390487=74982588120776826, 1689826712=310619166981282, 289890178=310619166981282, 597022555=310619166981282}]
[1973400689(TR: 7.64017, TS: 6.84573) -> {880680199=1442568900802319028, 2087390487=37491294060388413, 1689826712=155309583490641, 289890178=155309583490641, 597022555=155309583490641}]
[828116828(TR: 7.64021, TS: 6.92645) -> {880680199=2865410732388911608, 2087390487=74469896246927521, 1689826712=308495314942349, 289890178=308495314942349, 597022555=308495314942349}]
[582600197(TR: 7.64221, TS: 6.91853) -> {880680199=3286230743090491584, 2087390487=85406695701677488, 1689826712=353801560319952, 289890178=353801560319952, 597022555=353801560319952}]
[1765245929(TR: 7.64241, TS: 6.90908) -> {880680199=5971628972841196852, 2087390487=155198200734712547, 1689826712=642916402835519, 289890178=642916402835519, 597022555=642916402835519}]
[1627627138(TR: 7.64280, TS: 6.90977) -> {880680199=6020163239519337146, 2087390487=156459570270014478, 1689826712=648141689989324, 289890178=648141689989324, 597022555=648141689989324}]
[821316369(TR: 7.64291, TS: 6.90968) -> {880680199=6886825033110040882, 2087390487=178983466450180392, 1689826712=741448070095994, 289890178=741448070095994, 597022555=741448070095994}]
[1553017572(TR: 7.64304, TS: 6.90313) -> {880680199=1602854334224798920, 2087390487=41656993400431570, 1689826712=172566203878490, 289890178=172566203878490, 597022555=172566203878490}]
[166515284(TR: 7.64310, TS: 6.88661) -> {880680199=3506552466078831176, 2087390487=91132693607100149, 1689826712=377521796493745, 289890178=377521796493745, 597022555=377521796493745}]
[1961278053(TR: 7.64427, TS: 6.90080) -> {880680199=1903698131854032256, 2087390487=49475700206668579, 1689826712=204955592615255, 289890178=204955592615255, 597022555=204955592615255}]
[1725487915(TR: 7.64509, TS: 6.88339) -> {880680199=3346267032656351284, 2087390487=86966994267056992, 1689826712=360265176105896, 289890178=360265176105896, 597022555=360265176105896}]
[860556062(TR: 7.64509, TS: 6.88395) -> {880680199=3346267032656351284, 2087390487=86966994267056992, 1689826712=360265176105896, 289890178=360265176105896, 597022555=360265176105896}]
[1557795153(TR: 7.64510, TS: 6.88411) -> {880680199=3346267032656351284, 2087390487=86966994267056992, 1689826712=360265176105896, 289890178=360265176105896, 597022555=360265176105896}]
[497990973(TR: 7.64531, TS: 6.81437) -> {880680199=621414664474193120, 2087390487=16150105486323323, 1689826712=66902629512463, 289890178=66902629512463, 597022555=66902629512463}]
[1032797216(TR: 7.64575, TS: 6.89450) -> {880680199=5991356042056923300, 2087390487=155710892608561852, 1689826712=645040254874452, 289890178=645040254874452, 597022555=645040254874452}]
[1450693492(TR: 7.64599, TS: 6.89138) -> {880680199=1903698131854032256, 2087390487=49475700206668579, 1689826712=204955592615255, 289890178=204955592615255, 597022555=204955592615255}]
[1521156210(TR: 7.64610, TS: 6.89147) -> {880680199=3166254530018144944, 2087390487=82288603053164530, 1689826712=340884703679114, 289890178=340884703679114, 597022555=340884703679114}]
[847518031(TR: 7.64613, TS: 6.90341) -> {880680199=5009916372306317500, 2087390487=130204004694453605, 1689826712=539376680508425, 289890178=539376680508425, 597022555=539376680508425}]
[1991134467(TR: 7.64660, TS: 6.87776) -> {880680199=5390523528717136984, 2087390487=140095701939919423, 1689826712=580353537070067, 289890178=580353537070067, 597022555=580353537070067}]
[506125521(TR: 7.64662, TS: 6.88372) -> {880680199=2885137801604638056, 2087390487=74982588120776826, 1689826712=310619166981282, 289890178=310619166981282, 597022555=310619166981282}]
[478210038(TR: 7.64673, TS: 6.89774) -> {880680199=4127967130553024296, 2087390487=107282799093423472, 1689826712=444424426006208, 289890178=444424426006208, 597022555=444424426006208}]
[249350984(TR: 7.64717, TS: 6.88318) -> {880680199=6904688157201034488, 2087390487=179447715774942691, 1689826712=743371246422189, 289890178=743371246422189, 597022555=743371246422189}]
[169761221(TR: 7.64845, TS: 6.87962) -> {880680199=2885137801604638056, 2087390487=74982588120776826, 1689826712=310619166981282, 289890178=310619166981282, 597022555=310619166981282}]
[1117437955(TR: 7.64865, TS: 6.87880) -> {880680199=2845683663173185160, 2087390487=73957204373078216, 1689826712=306371462903416, 289890178=306371462903416, 597022555=306371462903416}]
