[579351905(TR: 8.97142, TS: 8.28595) -> {880680199=11885254890, 2087390487=308888921, 1689826712=1279581, 289890178=1279581, 597022555=1279581}]
[266832740(TR: 8.98465, TS: 8.33481) -> {880680199=10198800484, 2087390487=265059343, 1689826712=1098047, 289890178=1098047, 597022555=1098047}]
[204484094(TR: 8.99117, TS: 8.16525) -> {880680199=11885254890, 2087390487=308888921, 1689826712=1279581, 289890178=1279581, 597022555=1279581}]
[1522528236(TR: 8.99598, TS: 8.16241) -> {880680199=11885254890, 2087390487=308888921, 1689826712=1279581, 289890178=1279581, 597022555=1279581}]
[1975872665(TR: 8.99700, TS: 8.16977) -> {880680199=23340325482, 2087390487=606597792, 1689826712=2512884, 289890178=2512884, 597022555=2512884}]
[369454205(TR: 9.00155, TS: 8.18149) -> {880680199=13298512788, 2087390487=345618463, 1689826712=1431741, 289890178=1431741, 597022555=1431741}]
[621443442(TR: 9.00216, TS: 8.20689) -> {880680199=18826439940, 2087390487=489285190, 1689826712=2026890, 289890178=2026890, 597022555=2026890}]
[676917232(TR: 9.00860, TS: 8.42531) -> {880680199=13224128288, 2087390487=343685356, 1689826712=1423759, 289890178=1423759, 597022555=1423759}]
[1982332870(TR: 9.01707, TS: 8.15641) -> {880680199=11885254890, 2087390487=308888921, 1689826712=1279581, 289890178=1279581, 597022555=1279581}]
[1266422779(TR: 9.02275, TS: 8.30460) -> {880680199=32639790616, 2087390487=848284033, 1689826712=3514094, 289890178=3514094, 597022555=3514094}]
[1028338191(TR: 9.02611, TS: 8.42618) -> {880680199=11377112298, 2087390487=295682720, 1689826712=1224888, 289890178=1224888, 597022555=1224888}]
[1375956281(TR: 9.02651, TS: 8.39656) -> {880680199=12079107704, 2087390487=313927095, 1689826712=1300474, 289890178=1300474, 597022555=1300474}]
[462643568(TR: 9.03118, TS: 8.40912) -> {880680199=9523182494, 2087390487=247500553, 1689826712=1025317, 289890178=1025317, 597022555=1025317}]
[819681842(TR: 9.03375, TS: 8.35391) -> {880680199=7313168666, 2087390487=190063864, 1689826712=787360, 289890178=787360, 597022555=787360}]
[1424280940(TR: 9.03467, TS: 8.37564) -> {880680199=20104426380, 2087390487=522499146, 1689826712=2164491, 289890178=2164491, 597022555=2164491}]
[491198572(TR: 9.03492, TS: 8.40193) -> {880680199=143410656, 2087390487=3727140, 1689826712=15441, 289890178=15441, 597022555=15441}]
[501178965(TR: 9.03644, TS: 8.36400) -> {880680199=1413257898, 2087390487=36729542, 1689826712=152160, 289890178=152160, 597022555=152160}]
[2000658710(TR: 9.03678, TS: 8.39643) -> {880680199=1413257898, 2087390487=36729542, 1689826712=152160, 289890178=152160, 597022555=152160}]
[88251696(TR: 9.03680, TS: 8.36324) -> {880680199=11455070592, 2087390487=297708871, 1689826712=1233303, 289890178=1233303, 597022555=1233303}]
[551772556(TR: 9.03696, TS: 8.39879) -> {880680199=8223275088, 2087390487=213716836, 1689826712=885339, 289890178=885339, 597022555=885339}]
[1187537423(TR: 9.03738, TS: 8.41682) -> {880680199=6039889878, 2087390487=156972244, 1689826712=650262, 289890178=650262, 597022555=650262}]
[1291148497(TR: 9.03764, TS: 8.45523) -> {880680199=1413257898, 2087390487=36729542, 1689826712=152160, 289890178=152160, 597022555=152160}]
[1565520738(TR: 9.03798, TS: 8.34471) -> {880680199=6039889878, 2087390487=156972244, 1689826712=650262, 289890178=650262, 597022555=650262}]
[1721435718(TR: 9.03799, TS: 8.36244) -> {880680199=2183385210, 2087390487=56744592, 1689826712=235077, 289890178=235077, 597022555=235077}]
[1673975936(TR: 9.03800, TS: 8.32052) -> {880680199=7993698942, 2087390487=207750323, 1689826712=860625, 289890178=860625, 597022555=860625}]
[95622141(TR: 9.03802, TS: 8.35147) -> {880680199=10561777232, 2087390487=274492814, 1689826712=1137121, 289890178=1137121, 597022555=1137121}]
[667231434(TR: 9.03829, TS: 8.34740) -> {880680199=13492365602, 2087390487=350656637, 1689826712=1452634, 289890178=1452634, 597022555=1452634}]
[424849218(TR: 9.03840, TS: 8.35164) -> {880680199=11510639400, 2087390487=299153010, 1689826712=1239270, 289890178=1239270, 597022555=1239270}]
[1275422256(TR: 9.03876, TS: 8.35097) -> {880680199=1413257898, 2087390487=36729542, 1689826712=152160, 289890178=152160, 597022555=152160}]
[1370794166(TR: 9.03879, TS: 8.36643) -> {880680199=5517156080, 2087390487=143386857, 1689826712=594007, 289890178=594007, 597022555=594007}]
[1608070462(TR: 9.03931, TS: 8.35076) -> {880680199=2183385210, 2087390487=56744592, 1689826712=235077, 289890178=235077, 597022555=235077}]
[1409136952(TR: 9.03938, TS: 8.37032) -> {880680199=11590342050, 2087390487=301224457, 1689826712=1247862, 289890178=1247862, 597022555=1247862}]
[875458961(TR: 9.03952, TS: 8.35615) -> {880680199=12368277426, 2087390487=321442396, 1689826712=1331607, 289890178=1331607, 597022555=1331607}]
[1076600506(TR: 9.03988, TS: 8.40647) -> {880680199=13261485256, 2087390487=344656239, 1689826712=1427780, 289890178=1427780, 597022555=1427780}]
[1447899972(TR: 9.04006, TS: 8.38538) -> {880680199=1556668554, 2087390487=40456682, 1689826712=167601, 289890178=167601, 597022555=167601}]
[1749509324(TR: 9.04027, TS: 8.35186) -> {880680199=10240235774, 2087390487=266136253, 1689826712=1102522, 289890178=1102522, 597022555=1102522}]
[799154860(TR: 9.04028, TS: 8.37986) -> {880680199=7313168666, 2087390487=190063864, 1689826712=787360, 289890178=787360, 597022555=787360}]
[870361004(TR: 9.04029, TS: 8.35235) -> {880680199=15639227808, 2087390487=406451988, 1689826712=1683771, 289890178=1683771, 597022555=1683771}]
