[1841952302(TR: 8.01476, TS: 7.24237) -> {880680199=4035692419019960, 2087390487=104884647891380, 1689826712=434489963440, 289890178=434489963440, 597022555=434489963440}]
[48417657(TR: 8.01900, TS: 7.24059) -> {880680199=4035692419019960, 2087390487=104884647891380, 1689826712=434489963440, 289890178=434489963440, 597022555=434489963440}]
[466748023(TR: 8.02181, TS: 7.23681) -> {880680199=20178462095099800, 2087390487=524423239456900, 1689826712=2172449817200, 289890178=2172449817200, 597022555=2172449817200}]
[1979356017(TR: 8.02436, TS: 7.24154) -> {880680199=8071384838039920, 2087390487=209769295782760, 1689826712=868979926880, 289890178=868979926880, 597022555=868979926880}]
[414407561(TR: 8.02483, TS: 7.32144) -> {880680199=4035692419019960, 2087390487=104884647891380, 1689826712=434489963440, 289890178=434489963440, 597022555=434489963440}]
[980006455(TR: 8.02494, TS: 7.24813) -> {880680199=14682393793248994, 2087390487=381584507267652, 1689826712=1580733137366, 289890178=1580733137366, 597022555=1580733137366}]
[824429239(TR: 8.02701, TS: 7.15096) -> {880680199=4035692419019960, 2087390487=104884647891380, 1689826712=434489963440, 289890178=434489963440, 597022555=434489963440}]
[274966265(TR: 8.02996, TS: 7.20950) -> {880680199=4035692419019960, 2087390487=104884647891380, 1689826712=434489963440, 289890178=434489963440, 597022555=434489963440}]
[302958703(TR: 8.03097, TS: 7.15951) -> {880680199=4035692419019960, 2087390487=104884647891380, 1689826712=434489963440, 289890178=434489963440, 597022555=434489963440}]
[1705053207(TR: 8.03257, TS: 7.21691) -> {880680199=22907679716066052, 2087390487=595353577909096, 1689826712=2466282333228, 289890178=2466282333228, 597022555=2466282333228}]
[1249383526(TR: 8.03339, TS: 7.14578) -> {880680199=4035692419019960, 2087390487=104884647891380, 1689826712=434489963440, 289890178=434489963440, 597022555=434489963440}]
[1201743806(TR: 8.03408, TS: 7.16122) -> {880680199=8071384838039920, 2087390487=209769295782760, 1689826712=868979926880, 289890178=868979926880, 597022555=868979926880}]
[587776661(TR: 8.03474, TS: 7.17664) -> {880680199=73719771135799246, 2087390487=1915922086055628, 1689826712=7936804224794, 289890178=7936804224794, 597022555=7936804224794}]
[1311028055(TR: 8.03557, TS: 7.18131) -> {880680199=30421594227426838, 2087390487=790634634044034, 1689826712=3275243994782, 289890178=3275243994782, 597022555=3275243994782}]
[1148540369(TR: 8.03583, TS: 7.34679) -> {880680199=4035692419019960, 2087390487=104884647891380, 1689826712=434489963440, 289890178=434489963440, 597022555=434489963440}]
[170333750(TR: 8.03874, TS: 7.22562) -> {880680199=29115119429373130, 2087390487=756680324604850, 1689826712=3134586547370, 289890178=3134586547370, 597022555=3134586547370}]
[1868460429(TR: 8.03980, TS: 7.21516) -> {880680199=8071384838039920, 2087390487=209769295782760, 1689826712=868979926880, 289890178=868979926880, 597022555=868979926880}]
[67885370(TR: 8.04048, TS: 7.16593) -> {880680199=4035692419019960, 2087390487=104884647891380, 1689826712=434489963440, 289890178=434489963440, 597022555=434489963440}]
[1782505399(TR: 8.04068, TS: 7.13381) -> {880680199=14682393793248994, 2087390487=381584507267652, 1689826712=1580733137366, 289890178=1580733137366, 597022555=1580733137366}]
[1478160992(TR: 8.04186, TS: 7.18485) -> {880680199=10089231047549900, 2087390487=262211619728450, 1689826712=1086224908600, 289890178=1086224908600, 597022555=1086224908600}]
[1154757367(TR: 8.04271, TS: 7.17998) -> {880680199=56023403364891166, 2087390487=1456006634167558, 1689826712=6031581185534, 289890178=6031581185534, 597022555=6031581185534}]
[508359006(TR: 8.04356, TS: 7.21046) -> {880680199=28557649102693996, 2087390487=742192084957028, 1689826712=3074568282044, 289890178=3074568282044, 597022555=3074568282044}]
[43210311(TR: 8.04768, TS: 7.21088) -> {880680199=57163241640264356, 2087390487=1485630184167369, 1689826712=6154298240545, 289890178=6154298240545, 597022555=6154298240545}]
[227880327(TR: 8.04814, TS: 7.18751) -> {880680199=6053538628529940, 2087390487=157326971837070, 1689826712=651734945160, 289890178=651734945160, 597022555=651734945160}]
[1748235592(TR: 8.05233, TS: 7.17838) -> {880680199=4035692419019960, 2087390487=104884647891380, 1689826712=434489963440, 289890178=434489963440, 597022555=434489963440}]
[294403857(TR: 8.05253, TS: 7.28401) -> {880680199=8071384838039920, 2087390487=209769295782760, 1689826712=868979926880, 289890178=868979926880, 597022555=868979926880}]
[154497545(TR: 8.05290, TS: 7.27849) -> {880680199=84759851174377222, 2087390487=2202845564687437, 1689826712=9125399260919, 289890178=9125399260919, 597022555=9125399260919}]
[770215869(TR: 8.05301, TS: 7.22992) -> {880680199=18718086212268954, 2087390487=486469155159032, 1689826712=2015223100806, 289890178=2015223100806, 597022555=2015223100806}]
[1518778109(TR: 8.05307, TS: 7.28289) -> {880680199=6053538628529940, 2087390487=157326971837070, 1689826712=651734945160, 289890178=651734945160, 597022555=651734945160}]
[713195019(TR: 8.05310, TS: 7.21052) -> {880680199=50637809179849948, 2087390487=1316039042220646, 1689826712=5451758354294, 289890178=5451758354294, 597022555=5451758354294}]
[134603880(TR: 8.05340, TS: 7.18615) -> {880680199=8071384838039920, 2087390487=209769295782760, 1689826712=868979926880, 289890178=868979926880, 597022555=868979926880}]
[1635325874(TR: 8.05374, TS: 7.18084) -> {880680199=4035692419019960, 2087390487=104884647891380, 1689826712=434489963440, 289890178=434489963440, 597022555=434489963440}]
[237462590(TR: 8.05466, TS: 7.20828) -> {880680199=8071384838039920, 2087390487=209769295782760, 1689826712=868979926880, 289890178=868979926880, 597022555=868979926880}]
[929833431(TR: 8.05556, TS: 7.18038) -> {880680199=30421594227426838, 2087390487=790634634044034, 1689826712=3275243994782, 289890178=3275243994782, 597022555=3275243994782}]
[275625462(TR: 8.05603, TS: 7.33243) -> {880680199=2017846209509980, 2087390487=52442323945690, 1689826712=217244981720, 289890178=217244981720, 597022555=217244981720}]
[964748494(TR: 8.05625, TS: 7.23295) -> {880680199=22897489138512998, 2087390487=595088732375495, 1689826712=2465185199083, 289890178=2465185199083, 597022555=2465185199083}]
[204693844(TR: 8.05649, TS: 7.17702) -> {880680199=45093797443122778, 2087390487=1171954295778085, 1689826712=4854879998003, 289890178=4854879998003, 597022555=4854879998003}]
[1518836636(TR: 8.05692, TS: 7.23332) -> {880680199=6053538628529940, 2087390487=157326971837070, 1689826712=651734945160, 289890178=651734945160, 597022555=651734945160}]
[666388287(TR: 8.05698, TS: 7.32069) -> {880680199=2017846209509980, 2087390487=52442323945690, 1689826712=217244981720, 289890178=217244981720, 597022555=217244981720}]
[429945234(TR: 8.05701, TS: 7.18262) -> {880680199=8071384838039920, 2087390487=209769295782760, 1689826712=868979926880, 289890178=868979926880, 597022555=868979926880}]
[235838003(TR: 8.05709, TS: 7.20543) -> {880680199=24915335348022978, 2087390487=647531056321185, 1689826712=2682430180803, 289890178=2682430180803, 597022555=2682430180803}]
[1756609301(TR: 8.05719, TS: 7.23264) -> {880680199=10089231047549900, 2087390487=262211619728450, 1689826712=1086224908600, 289890178=1086224908600, 597022555=1086224908600}]
[232233091(TR: 8.05757, TS: 7.18320) -> {880680199=10089231047549900, 2087390487=262211619728450, 1689826712=1086224908600, 289890178=1086224908600, 597022555=1086224908600}]
[392254538(TR: 8.05781, TS: 7.32813) -> {880680199=55145395430754376, 2087390487=1433187860221679, 1689826712=5937053258825, 289890178=5937053258825, 597022555=5937053258825}]
