[1218938929(TR: 6.78781, TS: 5.94001) -> {880680199=283158895853466923567712, 2087390487=7359089347035773740956, 1689826712=30485400144735913158, 289890178=30485400144735913158, 597022555=30485400144735913158}]
[2085504736(TR: 6.79106, TS: 5.94457) -> {880680199=546840000731632593930114, 2087390487=14211965376499120251920, 1689826712=58873785996391513314, 289890178=58873785996391513314, 597022555=58873785996391513314}]
[330928701(TR: 6.79171, TS: 5.94545) -> {880680199=951602904287387769470976, 2087390487=24731452545194252701248, 1689826712=102451294099926488964, 289890178=102451294099926488964, 597022555=102451294099926488964}]
[2057309346(TR: 6.79210, TS: 5.94562) -> {880680199=1219711912056666310355180, 2087390487=31699406481348406793995, 1689826712=131316396005410003375, 289890178=131316396005410003375, 597022555=131316396005410003375}]
[121754340(TR: 6.79786, TS: 5.95500) -> {880680199=687921799409222099108574, 2087390487=17878576515730906190284, 1689826712=74062908248270888808, 289890178=74062908248270888808, 597022555=74062908248270888808}]
[154598826(TR: 6.80576, TS: 5.96667) -> {880680199=1436767257622239542215282, 2087390487=37340513664134526101011, 1689826712=154684968068725357283, 289890178=154684968068725357283, 597022555=154684968068725357283}]
[1447149259(TR: 6.80847, TS: 5.96569) -> {880680199=652752503139885270673284, 2087390487=16964552632644582734528, 1689826712=70276518043760595642, 289890178=70276518043760595642, 597022555=70276518043760595642}]
[754875837(TR: 6.83923, TS: 6.00612) -> {880680199=1008122518935731277293270, 2087390487=26200355341991547699435, 1689826712=108536298293023130725, 289890178=108536298293023130725, 597022555=108536298293023130725}]
[631327796(TR: 6.84122, TS: 6.04341) -> {880680199=283158895853466923567712, 2087390487=7359089347035773740956, 1689826712=30485400144735913158, 289890178=30485400144735913158, 597022555=30485400144735913158}]
[457457287(TR: 6.84358, TS: 6.01161) -> {880680199=1008122518935731277293270, 2087390487=26200355341991547699435, 1689826712=108536298293023130725, 289890178=108536298293023130725, 597022555=108536298293023130725}]
[1076391106(TR: 6.84735, TS: 6.02852) -> {880680199=566317791706933847135424, 2087390487=14718178694071547481912, 1689826712=60970800289471826316, 289890178=60970800289471826316, 597022555=60970800289471826316}]
[526709487(TR: 6.85825, TS: 6.02814) -> {880680199=598096823154705020254330, 2087390487=15544092113042611355329, 1689826712=64392188436143245859, 289890178=64392188436143245859, 597022555=64392188436143245859}]
[814468571(TR: 6.85862, TS: 6.03871) -> {880680199=598096823154705020254330, 2087390487=15544092113042611355329, 1689826712=64392188436143245859, 289890178=64392188436143245859, 597022555=64392188436143245859}]
[167865675(TR: 6.86218, TS: 6.04564) -> {880680199=991376926678803803202532, 2087390487=25765149839383813843881, 1689826712=106733437467922970993, 289890178=106733437467922970993, 597022555=106733437467922970993}]
[164384437(TR: 6.86423, TS: 6.05241) -> {880680199=1349352685079718605755604, 2087390487=35068673863253783874402, 1689826712=145273756690719804766, 289890178=145273756690719804766, 597022555=145273756690719804766}]
[830945001(TR: 6.86442, TS: 6.04730) -> {880680199=73322033304182000662692, 2087390487=1905585175296909317514, 1689826712=7893983051340878136, 289890178=7893983051340878136, 597022555=7893983051340878136}]
