[890050429(TR: 9.74972, TS: 9.30967) -> {880680199=1389822, 2087390487=36115, 1689826712=147, 289890178=147, 597022555=147}]
[984563652(TR: 9.74992, TS: 9.30920) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[1220643542(TR: 9.75070, TS: 9.30980) -> {880680199=1409500, 2087390487=36632, 1689826712=152, 289890178=152, 597022555=152}]
[1570696344(TR: 9.75180, TS: 9.31099) -> {880680199=1149314, 2087390487=29870, 1689826712=124, 289890178=124, 597022555=124}]
[1303301597(TR: 9.75349, TS: 9.30882) -> {880680199=1633928, 2087390487=42462, 1689826712=175, 289890178=175, 597022555=175}]
[281382378(TR: 9.75394, TS: 9.31494) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[1410740766(TR: 9.75394, TS: 9.31423) -> {880680199=2063248, 2087390487=53618, 1689826712=221, 289890178=221, 597022555=221}]
[2118581800(TR: 9.75914, TS: 9.39328) -> {880680199=1409500, 2087390487=36632, 1689826712=152, 289890178=152, 597022555=152}]
[1170019352(TR: 9.76267, TS: 9.33827) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[2041277336(TR: 9.76296, TS: 9.34900) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[474493041(TR: 9.76313, TS: 9.34127) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[1438001774(TR: 9.76375, TS: 9.32947) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[2013722900(TR: 9.76444, TS: 9.32303) -> {880680199=2617694, 2087390487=68026, 1689826712=280, 289890178=280, 597022555=280}]
[1515432487(TR: 9.76547, TS: 9.35809) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[122012324(TR: 9.76744, TS: 9.42699) -> {880680199=1389822, 2087390487=36115, 1689826712=147, 289890178=147, 597022555=147}]
[1673821560(TR: 9.76824, TS: 9.38336) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[742778445(TR: 9.77108, TS: 9.20570) -> {880680199=422472, 2087390487=10978, 1689826712=45, 289890178=45, 597022555=45}]
[1795191664(TR: 9.77185, TS: 9.27541) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[1115278422(TR: 9.77216, TS: 9.30782) -> {880680199=1409500, 2087390487=36632, 1689826712=152, 289890178=152, 597022555=152}]
[35018460(TR: 9.77253, TS: 9.33233) -> {880680199=1389822, 2087390487=36115, 1689826712=147, 289890178=147, 597022555=147}]
[23244637(TR: 9.77712, TS: 9.42905) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[1771161586(TR: 9.77785, TS: 9.42997) -> {880680199=863730, 2087390487=22448, 1689826712=93, 289890178=93, 597022555=93}]
[1694936554(TR: 9.77802, TS: 9.42959) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[1427547936(TR: 9.77804, TS: 9.43155) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[1092285080(TR: 9.77873, TS: 9.42707) -> {880680199=863730, 2087390487=22448, 1689826712=93, 289890178=93, 597022555=93}]
[642974494(TR: 9.77878, TS: 9.43099) -> {880680199=2123186, 2087390487=55175, 1689826712=226, 289890178=226, 597022555=226}]
[1995080643(TR: 9.77914, TS: 9.43074) -> {880680199=2142864, 2087390487=55692, 1689826712=231, 289890178=231, 597022555=231}]
[371525017(TR: 9.77916, TS: 9.47866) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[4041719(TR: 9.77921, TS: 9.43094) -> {880680199=1889200, 2087390487=49098, 1689826712=203, 289890178=203, 597022555=203}]
[1044910877(TR: 9.77948, TS: 9.43045) -> {880680199=2799322, 2087390487=72747, 1689826712=299, 289890178=299, 597022555=299}]
[480148364(TR: 9.77957, TS: 9.43058) -> {880680199=1739222, 2087390487=45200, 1689826712=187, 289890178=187, 597022555=187}]
[573160523(TR: 9.77981, TS: 9.43024) -> {880680199=1409500, 2087390487=36632, 1689826712=152, 289890178=152, 597022555=152}]
[1336334826(TR: 9.77988, TS: 9.42990) -> {880680199=2799322, 2087390487=72747, 1689826712=299, 289890178=299, 597022555=299}]
[822672376(TR: 9.78109, TS: 9.44339) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[1587913806(TR: 9.78328, TS: 9.43006) -> {880680199=2628268, 2087390487=68295, 1689826712=278, 289890178=278, 597022555=278}]
[830574645(TR: 9.78428, TS: 9.45321) -> {880680199=733364, 2087390487=19060, 1689826712=79, 289890178=79, 597022555=79}]
[1217492582(TR: 9.78681, TS: 9.41965) -> {880680199=1645054, 2087390487=42752, 1689826712=176, 289890178=176, 597022555=176}]
[1043370935(TR: 9.78722, TS: 9.42798) -> {880680199=1409500, 2087390487=36632, 1689826712=152, 289890178=152, 597022555=152}]
[1296353259(TR: 9.78723, TS: 9.43441) -> {880680199=1409500, 2087390487=36632, 1689826712=152, 289890178=152, 597022555=152}]
[1887037006(TR: 9.78789, TS: 9.43366) -> {880680199=1750438, 2087390487=45490, 1689826712=188, 289890178=188, 597022555=188}]
[865639521(TR: 9.78792, TS: 9.43376) -> {880680199=2868306, 2087390487=74532, 1689826712=303, 289890178=303, 597022555=303}]
