[1165785047(TR: 8.70004, TS: 7.93398) -> {880680199=138452075348, 2087390487=3598266534, 1689826712=14905987, 289890178=14905987, 597022555=14905987}]
[952963210(TR: 8.71080, TS: 8.01140) -> {880680199=35655764670, 2087390487=926666763, 1689826712=3838743, 289890178=3838743, 597022555=3838743}]
[765628124(TR: 8.71356, TS: 7.94968) -> {880680199=35655764670, 2087390487=926666763, 1689826712=3838743, 289890178=3838743, 597022555=3838743}]
[993363630(TR: 8.71416, TS: 7.88191) -> {880680199=169936856686, 2087390487=4416532779, 1689826712=18295745, 289890178=18295745, 597022555=18295745}]
[500272336(TR: 8.71459, TS: 7.94228) -> {880680199=193707366466, 2087390487=5034310621, 1689826712=20854907, 289890178=20854907, 597022555=20854907}]
[1304987296(TR: 8.71461, TS: 8.04816) -> {880680199=11885254890, 2087390487=308888921, 1689826712=1279581, 289890178=1279581, 597022555=1279581}]
[1948595627(TR: 8.71661, TS: 7.98088) -> {880680199=11885254890, 2087390487=308888921, 1689826712=1279581, 289890178=1279581, 597022555=1279581}]
[1672662391(TR: 8.71794, TS: 8.03099) -> {880680199=102796310678, 2087390487=2671599771, 1689826712=11067244, 289890178=11067244, 597022555=11067244}]
[1922329309(TR: 8.71830, TS: 8.03201) -> {880680199=102796310678, 2087390487=2671599771, 1689826712=11067244, 289890178=11067244, 597022555=11067244}]
[2069897129(TR: 8.71854, TS: 7.97523) -> {880680199=35655764670, 2087390487=926666763, 1689826712=3838743, 289890178=3838743, 597022555=3838743}]
[375468525(TR: 8.71921, TS: 7.97457) -> {880680199=35655764670, 2087390487=926666763, 1689826712=3838743, 289890178=3838743, 597022555=3838743}]
[649458947(TR: 8.71926, TS: 8.03939) -> {880680199=11885254890, 2087390487=308888921, 1689826712=1279581, 289890178=1279581, 597022555=1279581}]
[1394171351(TR: 8.71966, TS: 7.91801) -> {880680199=158051601796, 2087390487=4107643858, 1689826712=17016164, 289890178=17016164, 597022555=17016164}]
[34215915(TR: 8.71998, TS: 7.92294) -> {880680199=237077402694, 2087390487=6161465787, 1689826712=25524246, 289890178=25524246, 597022555=25524246}]
[2045562196(TR: 8.72006, TS: 8.08292) -> {880680199=11885254890, 2087390487=308888921, 1689826712=1279581, 289890178=1279581, 597022555=1279581}]
[1886921351(TR: 8.72009, TS: 7.99773) -> {880680199=126566820458, 2087390487=3289377613, 1689826712=13626406, 289890178=13626406, 597022555=13626406}]
[1763065530(TR: 8.72028, TS: 7.97168) -> {880680199=169936856686, 2087390487=4416532779, 1689826712=18295745, 289890178=18295745, 597022555=18295745}]
[997316924(TR: 8.72046, TS: 7.99688) -> {880680199=158051601796, 2087390487=4107643858, 1689826712=17016164, 289890178=17016164, 597022555=17016164}]
[610809195(TR: 8.72053, TS: 7.90182) -> {880680199=254546898814, 2087390487=6615484768, 1689826712=27404972, 289890178=27404972, 597022555=27404972}]
[364205947(TR: 8.72056, TS: 7.92857) -> {880680199=426708461844, 2087390487=11089836216, 1689826712=45940290, 289890178=45940290, 597022555=45940290}]
[1292785817(TR: 8.72062, TS: 7.91711) -> {880680199=237077402694, 2087390487=6161465787, 1689826712=25524246, 289890178=25524246, 597022555=25524246}]
[2013515837(TR: 8.72075, TS: 7.92155) -> {880680199=333572699712, 2087390487=8669306697, 1689826712=35913054, 289890178=35913054, 597022555=35913054}]
[488988987(TR: 8.72077, TS: 8.00825) -> {880680199=260847912474, 2087390487=6779243629, 1689826712=28083408, 289890178=28083408, 597022555=28083408}]
[580182891(TR: 8.72082, TS: 7.92257) -> {880680199=79025800898, 2087390487=2053821929, 1689826712=8508082, 289890178=8508082, 597022555=8508082}]
[492940592(TR: 8.72149, TS: 7.98680) -> {880680199=169936856686, 2087390487=4416532779, 1689826712=18295745, 289890178=18295745, 597022555=18295745}]
[2063926425(TR: 8.72155, TS: 7.92464) -> {880680199=732106994954, 2087390487=19026917086, 1689826712=78820015, 289890178=78820015, 597022555=78820015}]
[1293917819(TR: 8.72166, TS: 7.96689) -> {880680199=71311529340, 2087390487=1853333526, 1689826712=7677486, 289890178=7677486, 597022555=7677486}]
[1217766152(TR: 8.72174, TS: 7.91175) -> {880680199=248962657584, 2087390487=6470354708, 1689826712=26803827, 289890178=26803827, 597022555=26803827}]
[1477283591(TR: 8.72177, TS: 7.93267) -> {880680199=296503677144, 2087390487=7705910392, 1689826712=31922151, 289890178=31922151, 597022555=31922151}]
[192903507(TR: 8.72178, TS: 7.93325) -> {880680199=327988458482, 2087390487=8524176637, 1689826712=35311909, 289890178=35311909, 597022555=35311909}]
[975356417(TR: 8.72190, TS: 7.97981) -> {880680199=181822111576, 2087390487=4725421700, 1689826712=19575326, 289890178=19575326, 597022555=19575326}]
[1598729134(TR: 8.72203, TS: 7.97435) -> {880680199=102796310678, 2087390487=2671599771, 1689826712=11067244, 289890178=11067244, 597022555=11067244}]
[1804301047(TR: 8.72207, TS: 7.98549) -> {880680199=397881135786, 2087390487=10340635622, 1689826712=42836748, 289890178=42836748, 597022555=42836748}]
[458107700(TR: 8.72230, TS: 7.89463) -> {880680199=254546898814, 2087390487=6615484768, 1689826712=27404972, 289890178=27404972, 597022555=27404972}]
[928043158(TR: 8.72234, TS: 7.98346) -> {880680199=126566820458, 2087390487=3289377613, 1689826712=13626406, 289890178=13626406, 597022555=13626406}]
[1036851721(TR: 8.72242, TS: 7.93256) -> {880680199=567279773740, 2087390487=14743179733, 1689826712=61074323, 289890178=61074323, 597022555=61074323}]
[232905613(TR: 8.72252, TS: 7.95358) -> {880680199=284618422254, 2087390487=7397021471, 1689826712=30642570, 289890178=30642570, 597022555=30642570}]
[1738299022(TR: 8.72264, TS: 7.93947) -> {880680199=308388932034, 2087390487=8014799313, 1689826712=33201732, 289890178=33201732, 597022555=33201732}]
[1459224203(TR: 8.72282, TS: 7.93849) -> {880680199=521372209284, 2087390487=13550076283, 1689826712=56131842, 289890178=56131842, 597022555=56131842}]
[53590799(TR: 8.72299, TS: 7.94341) -> {880680199=697604027516, 2087390487=18130210908, 1689826712=75105454, 289890178=75105454, 597022555=75105454}]
[9381207(TR: 8.72306, TS: 8.05383) -> {880680199=169936856686, 2087390487=4416532779, 1689826712=18295745, 289890178=18295745, 597022555=18295745}]
[94514158(TR: 8.72312, TS: 7.93764) -> {880680199=467853791728, 2087390487=12159172713, 1689826712=50370056, 289890178=50370056, 597022555=50370056}]
[473333879(TR: 8.72313, TS: 7.94234) -> {880680199=424483755500, 2087390487=11032017547, 1689826712=45700717, 289890178=45700717, 597022555=45700717}]
[315734333(TR: 8.72314, TS: 7.94470) -> {880680199=367815206484, 2087390487=9559243918, 1689826712=39599637, 289890178=39599637, 597022555=39599637}]
[1796051885(TR: 8.72321, TS: 7.98474) -> {880680199=344044696704, 2087390487=8941466076, 1689826712=37040475, 289890178=37040475, 597022555=37040475}]
[2145659001(TR: 8.72332, TS: 7.94851) -> {880680199=506069771024, 2087390487=13152377869, 1689826712=54484528, 289890178=54484528, 597022555=54484528}]
[1475951306(TR: 8.72338, TS: 7.90631) -> {880680199=453789586360, 2087390487=11793654476, 1689826712=48855881, 289890178=48855881, 597022555=48855881}]
