[1482865368(TR: 7.16921, TS: 6.45529) -> {880680199=13186087274630779944, 2087390487=342696612442071740, 1689826712=1419638064695964, 289890178=1419638064695964, 597022555=1419638064695964}]
[1387044804(TR: 7.19050, TS: 6.31858) -> {880680199=26372174549261559888, 2087390487=685393224884143480, 1689826712=2839276129391928, 289890178=2839276129391928, 597022555=2839276129391928}]
[112427590(TR: 7.22039, TS: 6.36302) -> {880680199=67881813689767391914, 2087390487=1764197909008497621, 1689826712=7308279143579735, 289890178=7308279143579735, 597022555=7308279143579735}]
[722463268(TR: 7.22108, TS: 6.41294) -> {880680199=6593043637315389972, 2087390487=171348306221035870, 1689826712=709819032347982, 289890178=709819032347982, 597022555=709819032347982}]
[195388411(TR: 7.22171, TS: 6.38610) -> {880680199=48102682777821221998, 2087390487=1250152990345390011, 1689826712=5178822046535789, 289890178=5178822046535789, 597022555=5178822046535789}]
[1180482605(TR: 7.22195, TS: 6.38071) -> {880680199=105493599281758897930, 2087390487=2741700275087265346, 1689826712=11357632177228976, 289890178=11357632177228976, 597022555=11357632177228976}]
[1882737053(TR: 7.22207, TS: 6.39841) -> {880680199=13186087274630779944, 2087390487=342696612442071740, 1689826712=1419638064695964, 289890178=1419638064695964, 597022555=1419638064695964}]
[1778599022(TR: 7.22216, TS: 6.41066) -> {880680199=26372174549261559888, 2087390487=685393224884143480, 1689826712=2839276129391928, 289890178=2839276129391928, 597022555=2839276129391928}]
[1243170926(TR: 7.22226, TS: 6.37938) -> {880680199=13186087274630779944, 2087390487=342696612442071740, 1689826712=1419638064695964, 289890178=1419638064695964, 597022555=1419638064695964}]
[1770469588(TR: 7.22229, TS: 6.40503) -> {880680199=19779130911946169916, 2087390487=514044918663107610, 1689826712=2129457097043946, 289890178=2129457097043946, 597022555=2129457097043946}]
[1539436760(TR: 7.22231, TS: 6.41631) -> {880680199=78112129313262371512, 2087390487=2030076212053638632, 1689826712=8409693472956344, 289890178=8409693472956344, 597022555=8409693472956344}]
[730988538(TR: 7.22237, TS: 6.38040) -> {880680199=124212585409382664844, 2087390487=3228192818377762902, 1689826712=13372952164536476, 289890178=13372952164536476, 597022555=13372952164536476}]
[734759134(TR: 7.22237, TS: 6.38222) -> {880680199=46151305461207729804, 2087390487=1199438143547251090, 1689826712=4968733226435874, 289890178=4968733226435874, 597022555=4968733226435874}]
[2069513451(TR: 7.22243, TS: 6.36485) -> {880680199=19779130911946169916, 2087390487=514044918663107610, 1689826712=2129457097043946, 289890178=2129457097043946, 597022555=2129457097043946}]
[801717352(TR: 7.22250, TS: 6.38856) -> {880680199=26372174549261559888, 2087390487=685393224884143480, 1689826712=2839276129391928, 289890178=2839276129391928, 597022555=2839276129391928}]
