[48417657(TR: 8.01900, TS: 7.24059) -> {880680199=4035692419019960, 2087390487=104884647891380, 1689826712=434489963440, 289890178=434489963440, 597022555=434489963440}]
[482535765(TR: 8.03097, TS: 7.15951) -> {880680199=4035692419019960, 2087390487=104884647891380, 1689826712=434489963440, 289890178=434489963440, 597022555=434489963440}]
[813938691(TR: 8.05486, TS: 7.17570) -> {880680199=4035692419019960, 2087390487=104884647891380, 1689826712=434489963440, 289890178=434489963440, 597022555=434489963440}]
[1249098125(TR: 8.05668, TS: 7.19841) -> {880680199=18861796719493038, 2087390487=490204084484115, 1689826712=2030695235643, 289890178=2030695235643, 597022555=2030695235643}]
[1583221433(TR: 8.05782, TS: 7.32910) -> {880680199=2017846209509980, 2087390487=52442323945690, 1689826712=217244981720, 289890178=217244981720, 597022555=217244981720}]
[1507401140(TR: 8.05800, TS: 7.21134) -> {880680199=2017846209509980, 2087390487=52442323945690, 1689826712=217244981720, 289890178=217244981720, 597022555=217244981720}]
[1440602214(TR: 8.05937, TS: 7.20976) -> {880680199=18871987297046092, 2087390487=490468930017716, 1689826712=2031792369788, 289890178=2031792369788, 597022555=2031792369788}]
[2025005438(TR: 8.05965, TS: 7.21204) -> {880680199=6053538628529940, 2087390487=157326971837070, 1689826712=651734945160, 289890178=651734945160, 597022555=651734945160}]
[802902068(TR: 8.06171, TS: 7.15185) -> {880680199=18861796719493038, 2087390487=490204084484115, 1689826712=2030695235643, 289890178=2030695235643, 597022555=2030695235643}]
[33463476(TR: 8.06297, TS: 7.22553) -> {880680199=6053538628529940, 2087390487=157326971837070, 1689826712=651734945160, 289890178=651734945160, 597022555=651734945160}]
[987458053(TR: 8.06450, TS: 7.26192) -> {880680199=4035692419019960, 2087390487=104884647891380, 1689826712=434489963440, 289890178=434489963440, 597022555=434489963440}]
[1526858993(TR: 8.06574, TS: 7.18627) -> {880680199=2017846209509980, 2087390487=52442323945690, 1689826712=217244981720, 289890178=217244981720, 597022555=217244981720}]
[783131989(TR: 8.06578, TS: 7.17695) -> {880680199=44201082464524120, 2087390487=1148753296661640, 1689826712=4758768681080, 289890178=4758768681080, 597022555=4758768681080}]
[1531156232(TR: 8.06648, TS: 7.19088) -> {880680199=47111643652632758, 2087390487=1224396619723775, 1689826712=5072124979723, 289890178=5072124979723, 597022555=5072124979723}]
[975787303(TR: 8.06687, TS: 7.20585) -> {880680199=8071384838039920, 2087390487=209769295782760, 1689826712=868979926880, 289890178=868979926880, 597022555=868979926880}]
