[1979680853(TR: 10.18967, TS: 9.76317) -> {880680199=7364, 2087390487=192, 1689826712=1, 289890178=1, 597022555=1}]
[696474888(TR: 10.19607, TS: 9.76677) -> {880680199=7364, 2087390487=192, 1689826712=1, 289890178=1, 597022555=1}]
[873753339(TR: 10.20186, TS: 9.78819) -> {880680199=7364, 2087390487=192, 1689826712=1, 289890178=1, 597022555=1}]
[1345276341(TR: 10.20290, TS: 9.76136) -> {880680199=7364, 2087390487=192, 1689826712=1, 289890178=1, 597022555=1}]
[1494994629(TR: 10.20543, TS: 9.60552) -> {880680199=11186, 2087390487=290, 1689826712=1, 289890178=1, 597022555=1}]
[1782821875(TR: 10.20644, TS: 9.85883) -> {880680199=7364, 2087390487=192, 1689826712=1, 289890178=1, 597022555=1}]
[2098679794(TR: 10.20773, TS: 9.73352) -> {880680199=34916, 2087390487=908, 1689826712=4, 289890178=4, 597022555=4}]
[1474282244(TR: 10.20808, TS: 9.82851) -> {880680199=24862, 2087390487=645, 1689826712=2, 289890178=2, 597022555=2}]
[1345671900(TR: 10.20952, TS: 9.82940) -> {880680199=24862, 2087390487=645, 1689826712=2, 289890178=2, 597022555=2}]
[52261848(TR: 10.21086, TS: 9.86762) -> {880680199=7364, 2087390487=192, 1689826712=1, 289890178=1, 597022555=1}]
[664710914(TR: 10.21330, TS: 9.86698) -> {880680199=7364, 2087390487=192, 1689826712=1, 289890178=1, 597022555=1}]
[1613831388(TR: 10.21411, TS: 9.86834) -> {880680199=24276, 2087390487=632, 1689826712=3, 289890178=3, 597022555=3}]
[1239360573(TR: 10.21540, TS: 9.77556) -> {880680199=23184, 2087390487=604, 1689826712=3, 289890178=3, 597022555=3}]
[864431208(TR: 10.21869, TS: 9.86924) -> {880680199=7364, 2087390487=192, 1689826712=1, 289890178=1, 597022555=1}]
[1639084965(TR: 10.21924, TS: 9.87913) -> {880680199=35978, 2087390487=936, 1689826712=4, 289890178=4, 597022555=4}]
[151864499(TR: 10.22041, TS: 9.86268) -> {880680199=42250, 2087390487=1100, 1689826712=5, 289890178=5, 597022555=5}]
[969107299(TR: 10.22148, TS: 9.85254) -> {880680199=33450, 2087390487=868, 1689826712=3, 289890178=3, 597022555=3}]
[992278879(TR: 10.22207, TS: 9.83525) -> {880680199=16912, 2087390487=440, 1689826712=2, 289890178=2, 597022555=2}]
[1232706245(TR: 10.22222, TS: 9.83511) -> {880680199=39284, 2087390487=1020, 1689826712=4, 289890178=4, 597022555=4}]
[716339077(TR: 10.22265, TS: 9.85694) -> {880680199=10094, 2087390487=262, 1689826712=1, 289890178=1, 597022555=1}]
[149485007(TR: 10.22295, TS: 9.69318) -> {880680199=50736, 2087390487=1320, 1689826712=6, 289890178=6, 597022555=6}]
[345639820(TR: 10.22303, TS: 9.65052) -> {880680199=11186, 2087390487=290, 1689826712=1, 289890178=1, 597022555=1}]
[288363624(TR: 10.22449, TS: 9.69556) -> {880680199=16912, 2087390487=440, 1689826712=2, 289890178=2, 597022555=2}]
[679954324(TR: 10.22457, TS: 9.86949) -> {880680199=30548, 2087390487=796, 1689826712=4, 289890178=4, 597022555=4}]
[1729010118(TR: 10.22543, TS: 9.77685) -> {880680199=16912, 2087390487=440, 1689826712=2, 289890178=2, 597022555=2}]
[588003520(TR: 10.22568, TS: 9.88468) -> {880680199=51252, 2087390487=1334, 1689826712=6, 289890178=6, 597022555=6}]
[839838621(TR: 10.22622, TS: 9.83709) -> {880680199=43918, 2087390487=1142, 1689826712=5, 289890178=5, 597022555=5}]
